orcid,full_name,first_name,last_name,version,name,type,organ,hubmap_id
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,lymph-node-male,ref-organ,Lymph node,HBM855.HCSJ.436
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.2,lymph-node-male,ref-organ,Lymph node,HBM299.VVXH.634
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.2,male-united,ref-organ,,HBM527.VTCC.559
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.2,male-united,ref-organ,,HBM527.VTCC.559
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,ovary-female-left,ref-organ,Ovary,HBM822.TTPW.598
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,ovary-female-left,ref-organ,Ovary,HBM499.JLMB.357
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.1,ovary-female-left,ref-organ,Ovary,HBM499.JLMB.357
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,ovary-female-right,ref-organ,Ovary,HBM428.HSSM.863
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,ovary-female-right,ref-organ,Ovary,HBM453.QTZX.449
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.1,ovary-female-right,ref-organ,Ovary,HBM453.QTZX.449
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,pancreas-female,ref-organ,Pancreas,HBM596.NSFQ.426
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,pancreas-female,ref-organ,Pancreas,HBM338.VKSF.574
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.1,pancreas-female,ref-organ,Pancreas,HBM338.VKSF.574
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,pancreas-male,ref-organ,Pancreas,HBM249.BLBM.234
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,pancreas-male,ref-organ,Pancreas,HBM992.BMVW.775
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.1,pancreas-male,ref-organ,Pancreas,HBM992.BMVW.775
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,pelvis-female,ref-organ,Pelvis,HBM539.RRDB.894
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,pelvis-female,ref-organ,Pelvis,HBM678.LPCR.586
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.2,pelvis-female,ref-organ,Pelvis,HBM427.CCRP.887
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.2,pelvis-female,ref-organ,Pelvis,HBM427.CCRP.887
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,pelvis-male,ref-organ,Pelvis,HBM672.KSST.448
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,pelvis-male,ref-organ,Pelvis,HBM333.RJDF.478
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.2,pelvis-male,ref-organ,Pelvis,HBM893.QGJK.978
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.2,pelvis-male,ref-organ,Pelvis,HBM893.QGJK.978
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.0,placenta-full-term-female,ref-organ,Placenta full term,HBM796.CQJZ.982
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,prostate-male,ref-organ,Prostate,HBM493.JKTJ.487
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,prostate-male,ref-organ,Prostate,HBM229.TSCH.665
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.1,prostate-male,ref-organ,Prostate,HBM229.TSCH.665
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,skin-female,ref-organ,Skin,HBM287.TJZD.872
0000-0003-3398-5507,Leonard Cross,Leonard,Cross,v1.0,skin-female,ref-organ,Skin,HBM287.TJZD.872
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,skin-female,ref-organ,Skin,HBM555.MQLF.923
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.2,skin-female,ref-organ,Skin,HBM254.DVTN.589
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.2,skin-female,ref-organ,Skin,HBM254.DVTN.589
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,skin-male,ref-organ,Skin,HBM689.CGPV.442
0000-0003-3398-5507,Leonard Cross,Leonard,Cross,v1.0,skin-male,ref-organ,Skin,HBM689.CGPV.442
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,skin-male,ref-organ,Skin,HBM592.CTHB.237
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.2,skin-male,ref-organ,Skin,HBM369.SBSP.863
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.2,skin-male,ref-organ,Skin,HBM369.SBSP.863
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,small-intestine-female,ref-organ,Small intestine,HBM887.PSNL.257
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.1,small-intestine-female,ref-organ,Small intestine,HBM887.PSNL.257
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,small-intestine-male,ref-organ,Small intestine,HBM373.JKLS.694
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,small-intestine-male,ref-organ,Small intestine,HBM468.FFTJ.536
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.1,small-intestine-male,ref-organ,Small intestine,HBM468.FFTJ.536
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,spinal-cord-female,ref-organ,Spinal cord,HBM625.LDJN.633
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.0,spinal-cord-female,ref-organ,Spinal cord,HBM625.LDJN.633
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,spinal-cord-male,ref-organ,Spinal cord,HBM366.MTJD.685
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.0,spinal-cord-male,ref-organ,Spinal cord,HBM366.MTJD.685
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,spleen-female,ref-organ,Spleen,HBM626.WZGS.532
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,spleen-female,ref-organ,Spleen,HBM763.BRDT.574
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.2,spleen-female,ref-organ,Spleen,HBM459.JHVH.373
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.2,spleen-female,ref-organ,Spleen,HBM459.JHVH.373
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,spleen-male,ref-organ,Spleen,HBM583.DRHV.265
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,spleen-male,ref-organ,Spleen,HBM428.SWCN.269
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.2,spleen-male,ref-organ,Spleen,HBM662.GMWC.569
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.2,spleen-male,ref-organ,Spleen,HBM662.GMWC.569
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,thymus-female,ref-organ,Thymus,HBM896.TWPT.542
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,thymus-female,ref-organ,Thymus,HBM225.QSQG.238
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.2,thymus-female,ref-organ,Thymus,HBM956.TTND.385
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.2,thymus-female,ref-organ,Thymus,HBM956.TTND.385
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,thymus-male,ref-organ,Thymus,HBM955.BGTP.947
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,thymus-male,ref-organ,Thymus,HBM654.JFJP.923
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.2,thymus-male,ref-organ,Thymus,HBM823.SNLN.667
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.2,thymus-male,ref-organ,Thymus,HBM823.SNLN.667
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,ureter-female-left,ref-organ,Ureter,HBM455.BVMB.749
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,ureter-female-left,ref-organ,Ureter,HBM923.WCQQ.623
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.1,ureter-female-left,ref-organ,Ureter,HBM923.WCQQ.623
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,ureter-female-right,ref-organ,Ureter,HBM585.ZVKW.798
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,ureter-female-right,ref-organ,Ureter,HBM669.RFNC.442
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.1,ureter-female-right,ref-organ,Ureter,HBM669.RFNC.442
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,ureter-male-left,ref-organ,Ureter,HBM763.QFXT.356
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,ureter-male-left,ref-organ,Ureter,HBM473.XWNL.438
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.1,ureter-male-left,ref-organ,Ureter,HBM473.XWNL.438
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,ureter-male-right,ref-organ,Ureter,HBM962.NPQG.577
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,ureter-male-right,ref-organ,Ureter,HBM878.DBSR.759
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.1,ureter-male-right,ref-organ,Ureter,HBM878.DBSR.759
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,urinary-bladder-female,ref-organ,Urinary bladder,HBM565.XPXM.226
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,urinary-bladder-female,ref-organ,Urinary bladder,HBM235.KQNP.897
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.1,urinary-bladder-female,ref-organ,Urinary bladder,HBM235.KQNP.897
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,urinary-bladder-male,ref-organ,Urinary bladder,HBM446.HDLZ.823
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,urinary-bladder-male,ref-organ,Urinary bladder,HBM934.DMHJ.898
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.1,urinary-bladder-male,ref-organ,Urinary bladder,HBM934.DMHJ.898
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,uterus-female,ref-organ,Uterus,HBM379.ZRWS.653
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.1,uterus-female,ref-organ,Uterus,HBM228.JBNJ.299
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.1,uterus-female,ref-organ,Uterus,HBM228.JBNJ.299
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,vasculature-female,ref-organ,Vasculature,HBM253.DKWB.737
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,vasculature-male,ref-organ,Vasculature,HBM784.ZDZF.357
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.2,vh-f-eye-l,ref-organ,Eye,HBM378.DBLX.423
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.2,vh-f-eye-l,ref-organ,Eye,HBM378.DBLX.423
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.2,vh-f-eye-r,ref-organ,Eye,HBM745.RCGM.944
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.2,vh-f-eye-r,ref-organ,Eye,HBM745.RCGM.944
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,vh-f-larynx,ref-organ,Larynx,HBM295.ZXSK.374
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.0,vh-f-larynx,ref-organ,Larynx,HBM295.ZXSK.374
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.3,vh-f-lung,ref-organ,Lung,HBM794.PKQV.978
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.3,vh-f-lung,ref-organ,Lung,HBM794.PKQV.978
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,vh-f-main-bronchus,ref-organ,Main bronchus,HBM539.LVSV.683
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.0,vh-f-main-bronchus,ref-organ,Main bronchus,HBM539.LVSV.683
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.0,vh-f-mammary-gland-l,ref-organ,Mammary gland,HBM378.VWZG.633
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.0,vh-f-mammary-gland-r,ref-organ,Mammary gland,HBM989.SNHP.535
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,vh-f-palatine-tonsil-l,ref-organ,Palatine tonsil,HBM978.QMLX.642
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.0,vh-f-palatine-tonsil-l,ref-organ,Palatine tonsil,HBM978.QMLX.642
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,vh-f-palatine-tonsil-r,ref-organ,Palatine tonsil,HBM599.NJCF.974
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.0,vh-f-palatine-tonsil-r,ref-organ,Palatine tonsil,HBM599.NJCF.974
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.3,vh-f-skin,ref-organ,Skin,HBM466.LKPQ.876
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.3,vh-f-skin,ref-organ,Skin,HBM466.LKPQ.876
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,vh-f-trachea,ref-organ,Trachea,HBM483.WXRQ.275
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.0,vh-f-trachea,ref-organ,Trachea,HBM483.WXRQ.275
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.3,vh-f-united,ref-organ,,HBM245.CNSG.248
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.3,vh-f-united,ref-organ,,HBM245.CNSG.248
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.4,vh-f-united,ref-organ,,HBM959.JMVR.733
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.4,vh-f-united,ref-organ,,HBM959.JMVR.733
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.2,vh-m-eye-l,ref-organ,Eye,HBM858.KCTG.666
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.2,vh-m-eye-l,ref-organ,Eye,HBM858.KCTG.666
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.2,vh-m-eye-r,ref-organ,Eye,HBM763.WQLH.975
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.2,vh-m-eye-r,ref-organ,Eye,HBM763.WQLH.975
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,vh-m-larynx,ref-organ,Larynx,HBM563.KGWS.679
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.0,vh-m-larynx,ref-organ,Larynx,HBM563.KGWS.679
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.3,vh-m-lung,ref-organ,Lung,HBM737.FFBT.876
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.3,vh-m-lung,ref-organ,Lung,HBM737.FFBT.876
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,vh-m-main-bronchus,ref-organ,Main bronchus,HBM795.LVRX.842
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.0,vh-m-main-bronchus,ref-organ,Main bronchus,HBM795.LVRX.842
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,vh-m-palatine-tonsil-l,ref-organ,Palatine tonsil,HBM659.MMSP.248
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.0,vh-m-palatine-tonsil-l,ref-organ,Palatine tonsil,HBM659.MMSP.248
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,vh-m-palatine-tonsil-r,ref-organ,Palatine tonsil,HBM845.GXSC.628
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.0,vh-m-palatine-tonsil-r,ref-organ,Palatine tonsil,HBM845.GXSC.628
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.0,vh-m-trachea,ref-organ,Trachea,HBM969.WCCJ.636
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.0,vh-m-trachea,ref-organ,Trachea,HBM969.WCCJ.636
0000-0003-4066-7531,Kristen Browne,Kristen,Browne,v1.4,vh-m-united,ref-organ,,HBM728.HNBH.685
0000-0002-3333-5646,Heidi Schlehlein,Heidi,Schlehlein,v1.4,vh-m-united,ref-organ,,HBM728.HNBH.685
0000-0002-2597-881X,Griffin Weber,Griffin,Weber,v1.0,blood-vasculature-geometry,vascular-geometry,Blood vasculature,HBM796.WLLL.599
0000-0002-5574-4272,Katherine S Gustilo,Katherine,Gustilo,v1.0,blood-vasculature-geometry,vascular-geometry,Blood vasculature,HBM796.WLLL.599
