tissue_general,tissue_general_ontology_term_id,tissue,tissue_ontology_term_id,dataset_id,self_reported_ethnicity,self_reported_ethnicity_ontology_term_id,sex,sex_ontology_term_id,suspension_type,collection_id,collection_name,collection_doi,pubyear,dataset_title,dataset_h5ad_path,dataset_total_cell_count
brain,UBERON:0000955,cerebral nuclei,UBERON:8440012,2190bd4d-3be0-4bf7-8ca8-8d6f71228936,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Midbrain-derived inhibitory,2190bd4d-3be0-4bf7-8ca8-8d6f71228936.h5ad,126782
brain,UBERON:0000955,myelencephalon,UBERON:0005290,07b1d7c8-5c2e-42f7-9246-26f746cd6013,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Myelencephalon (medulla oblongata) (Mo) - afferent nuclei of cranial nerves in medulla oblongata - MoAN,07b1d7c8-5c2e-42f7-9246-26f746cd6013.h5ad,27210
brain,UBERON:0000955,pons,UBERON:0000988,6dafb698-7a53-4699-ad13-1b5e2c164be7,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Ependymal,6dafb698-7a53-4699-ad13-1b5e2c164be7.h5ad,5882
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,d582f63a-3c88-4e38-8cd3-8682dbe40f64,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Cerebral cortex (Cx) - Posterior intermediate orbital gyrus (POrG) - Caudal division of OFCi - A13,d582f63a-3c88-4e38-8cd3-8682dbe40f64.h5ad,34919
brain,UBERON:0000955,cerebral nuclei,UBERON:8440012,e6b2ce27-681b-4409-a053-2681875936e5,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Eccentric medium spiny neuron,e6b2ce27-681b-4409-a053-2681875936e5.h5ad,40144
brain,UBERON:0000955,cerebral nuclei,UBERON:8440012,e6b2ce27-681b-4409-a053-2681875936e5,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Eccentric medium spiny neuron,e6b2ce27-681b-4409-a053-2681875936e5.h5ad,40144
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,ed33c203-233a-476a-a56b-28da945fdd32,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,"Dissection: Cerebral cortex (Cx) - Cuneus, caudal part - Peristriate Cortex - V2",ed33c203-233a-476a-a56b-28da945fdd32.h5ad,32638
brain,UBERON:0000955,pons,UBERON:0000988,8e10f1c4-8e98-41e5-b65f-8cd89a887122,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,All neurons,8e10f1c4-8e98-41e5-b65f-8cd89a887122.h5ad,2480956
brain,UBERON:0000955,pons,UBERON:0000988,8e10f1c4-8e98-41e5-b65f-8cd89a887122,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,All neurons,8e10f1c4-8e98-41e5-b65f-8cd89a887122.h5ad,2480956
brain,UBERON:0000955,thalamic complex,UBERON:0010225,364348b4-bc34-4fe1-a851-60d99e36cafa,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Thalamus (THM) - intralaminar nuclear complex (ILN) - posterior group of intralaminar nuclei (PILN) - centromedian nucleus of thalamus - CM,364348b4-bc34-4fe1-a851-60d99e36cafa.h5ad,12944
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,7db0c178-b0a4-442f-ba54-e9e1633a84bb,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Cerebral cortex (Cx) - Parietal operculum (PaO) - Gustatory cortex - A43,7db0c178-b0a4-442f-ba54-e9e1633a84bb.h5ad,42834
brain,UBERON:0000955,hypothalamus,UBERON:0001898,f20f44ef-a0d4-4d94-87de-037fd47141f0,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Hypothalamus (HTH) - mammillary region of HTH (HTHma) - tuberal region of HTH - HTHtub,f20f44ef-a0d4-4d94-87de-037fd47141f0.h5ad,18728
brain,UBERON:0000955,hippocampal formation,UBERON:0002421,bac09168-940b-4b11-8d55-b4955f80b98d,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Head of hippocampus (HiH) - CA2-3,bac09168-940b-4b11-8d55-b4955f80b98d.h5ad,12461
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,421e5f54-5de7-425f-b399-34ead0651ce1,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Cerebral cortex (Cx) - Frontal agranular insular cortex - FI,421e5f54-5de7-425f-b399-34ead0651ce1.h5ad,34949
brain,UBERON:0000955,cerebellum,UBERON:0002037,c4b03352-af8d-492a-8d6b-40f304e0a122,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Medium spiny neuron,c4b03352-af8d-492a-8d6b-40f304e0a122.h5ad,152189
brain,UBERON:0000955,cerebellum,UBERON:0002037,c4b03352-af8d-492a-8d6b-40f304e0a122,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Medium spiny neuron,c4b03352-af8d-492a-8d6b-40f304e0a122.h5ad,152189
brain,UBERON:0000955,myelencephalon,UBERON:0005290,50dc91a1-36b6-472a-b884-7307b6961ab1,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Bergmann glia,50dc91a1-36b6-472a-b884-7307b6961ab1.h5ad,8041
brain,UBERON:0000955,hypothalamus,UBERON:0001898,700aed19-c16e-4ba8-9191-07da098a8626,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Microglia,700aed19-c16e-4ba8-9191-07da098a8626.h5ad,91838
brain,UBERON:0000955,hypothalamus,UBERON:0001898,700aed19-c16e-4ba8-9191-07da098a8626,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Microglia,700aed19-c16e-4ba8-9191-07da098a8626.h5ad,91838
brain,UBERON:0000955,thalamic complex,UBERON:0010225,a56f1a6b-071c-4780-9832-33ca9b8fb391,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Hippocampal dentate gyrus,a56f1a6b-071c-4780-9832-33ca9b8fb391.h5ad,67533
brain,UBERON:0000955,thalamic complex,UBERON:0010225,a56f1a6b-071c-4780-9832-33ca9b8fb391,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Hippocampal dentate gyrus,a56f1a6b-071c-4780-9832-33ca9b8fb391.h5ad,67533
brain,UBERON:0000955,thalamic complex,UBERON:0010225,f7d003d4-40d5-4de8-858c-a9a8b48fcc67,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Astrocyte,f7d003d4-40d5-4de8-858c-a9a8b48fcc67.h5ad,155025
brain,UBERON:0000955,thalamic complex,UBERON:0010225,f7d003d4-40d5-4de8-858c-a9a8b48fcc67,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Astrocyte,f7d003d4-40d5-4de8-858c-a9a8b48fcc67.h5ad,155025
brain,UBERON:0000955,thalamic complex,UBERON:0010225,93131426-0124-4ab4-a013-9dfbcd99d467,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Epithalamus - ETH,93131426-0124-4ab4-a013-9dfbcd99d467.h5ad,24327
brain,UBERON:0000955,hippocampal formation,UBERON:0002421,3f56901c-dd4a-47d6-b60b-7b0c0111cfb2,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Head of hippocampus (HiH) - CA1-3,3f56901c-dd4a-47d6-b60b-7b0c0111cfb2.h5ad,37911
spinal cord,UBERON:0002240,spinal cord,UBERON:0002240,3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Splatter,3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c.h5ad,291833
spinal cord,UBERON:0002240,spinal cord,UBERON:0002240,3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Splatter,3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c.h5ad,291833
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,3f31f8ce-bbf6-4df8-8203-aa240ed03026,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Cerebral cortex (Cx) - Anterior cingulate cortex - ACC,3f31f8ce-bbf6-4df8-8203-aa240ed03026.h5ad,32157
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,88a01d4a-5197-45be-b5ae-e019aef43376,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Cerebral cortex (Cx) - Superior Temporal Gyrus - STG,88a01d4a-5197-45be-b5ae-e019aef43376.h5ad,40565
brain,UBERON:0000955,pons,UBERON:0000988,98113e7e-f586-4065-a26a-60aa702f8d1c,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Deep-layer intratelencephalic,98113e7e-f586-4065-a26a-60aa702f8d1c.h5ad,228467
brain,UBERON:0000955,pons,UBERON:0000988,98113e7e-f586-4065-a26a-60aa702f8d1c,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Deep-layer intratelencephalic,98113e7e-f586-4065-a26a-60aa702f8d1c.h5ad,228467
brain,UBERON:0000955,pons,UBERON:0000988,7c1c3d47-3166-43e5-9a95-65ceb2d45f78,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Pons (Pn) - Pontine reticular formation - PnRF,7c1c3d47-3166-43e5-9a95-65ceb2d45f78.h5ad,49512
brain,UBERON:0000955,hippocampal formation,UBERON:0002421,182f6a56-7360-4924-a74e-1772e07b3031,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Body of hippocampus (HiB) - Rostral CA1-CA3,182f6a56-7360-4924-a74e-1772e07b3031.h5ad,28724
brain,UBERON:0000955,hypothalamus,UBERON:0001898,0d7f4c06-a6bd-47d2-a42b-3a7196704f77,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Vascular,0d7f4c06-a6bd-47d2-a42b-3a7196704f77.h5ad,9932
brain,UBERON:0000955,hypothalamus,UBERON:0001898,0d7f4c06-a6bd-47d2-a42b-3a7196704f77,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Vascular,0d7f4c06-a6bd-47d2-a42b-3a7196704f77.h5ad,9932
brain,UBERON:0000955,thalamic complex,UBERON:0010225,6dafb698-7a53-4699-ad13-1b5e2c164be7,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Ependymal,6dafb698-7a53-4699-ad13-1b5e2c164be7.h5ad,5882
brain,UBERON:0000955,pons,UBERON:0000988,f3565fda-499a-4d20-bd92-563c09954c42,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Pons (Pn) - Pontine reticular formation (PnRF) - parabrachial nuclei - PB,f3565fda-499a-4d20-bd92-563c09954c42.h5ad,24155
brain,UBERON:0000955,pons,UBERON:0000988,bd6b68e8-179a-42f0-9bde-b4fdf7d34dd1,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Cerebellar inhibitory,bd6b68e8-179a-42f0-9bde-b4fdf7d34dd1.h5ad,14411
brain,UBERON:0000955,pons,UBERON:0000988,bd6b68e8-179a-42f0-9bde-b4fdf7d34dd1,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Cerebellar inhibitory,bd6b68e8-179a-42f0-9bde-b4fdf7d34dd1.h5ad,14411
spinal cord,UBERON:0002240,spinal cord,UBERON:0002240,40e79234-65e8-45e9-b555-5c663154a108,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Oligodendrocyte,40e79234-65e8-45e9-b555-5c663154a108.h5ad,490246
spinal cord,UBERON:0002240,spinal cord,UBERON:0002240,40e79234-65e8-45e9-b555-5c663154a108,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Oligodendrocyte,40e79234-65e8-45e9-b555-5c663154a108.h5ad,490246
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,caf8670f-e647-4f0c-bfba-163aa84ce602,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Deep-layer corticothalamic and 6b,caf8670f-e647-4f0c-bfba-163aa84ce602.h5ad,78396
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,caf8670f-e647-4f0c-bfba-163aa84ce602,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Deep-layer corticothalamic and 6b,caf8670f-e647-4f0c-bfba-163aa84ce602.h5ad,78396
brain,UBERON:0000955,hypothalamus,UBERON:0001898,98113e7e-f586-4065-a26a-60aa702f8d1c,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Deep-layer intratelencephalic,98113e7e-f586-4065-a26a-60aa702f8d1c.h5ad,228467
brain,UBERON:0000955,hypothalamus,UBERON:0001898,98113e7e-f586-4065-a26a-60aa702f8d1c,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Deep-layer intratelencephalic,98113e7e-f586-4065-a26a-60aa702f8d1c.h5ad,228467
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,531c9543-9093-45ed-93ac-ebc5815bfb8a,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Fibroblast,531c9543-9093-45ed-93ac-ebc5815bfb8a.h5ad,9156
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,531c9543-9093-45ed-93ac-ebc5815bfb8a,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Fibroblast,531c9543-9093-45ed-93ac-ebc5815bfb8a.h5ad,9156
brain,UBERON:0000955,myelencephalon,UBERON:0005290,cfa755c1-48c5-4336-94f4-aa95eca4fbd5,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Choroid plexus,cfa755c1-48c5-4336-94f4-aa95eca4fbd5.h5ad,7689
brain,UBERON:0000955,myelencephalon,UBERON:0005290,cfa755c1-48c5-4336-94f4-aa95eca4fbd5,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Choroid plexus,cfa755c1-48c5-4336-94f4-aa95eca4fbd5.h5ad,7689
brain,UBERON:0000955,hippocampal formation,UBERON:0002421,40e79234-65e8-45e9-b555-5c663154a108,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Oligodendrocyte,40e79234-65e8-45e9-b555-5c663154a108.h5ad,490246
brain,UBERON:0000955,hippocampal formation,UBERON:0002421,40e79234-65e8-45e9-b555-5c663154a108,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Oligodendrocyte,40e79234-65e8-45e9-b555-5c663154a108.h5ad,490246
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,a56f1a6b-071c-4780-9832-33ca9b8fb391,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Hippocampal dentate gyrus,a56f1a6b-071c-4780-9832-33ca9b8fb391.h5ad,67533
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,a56f1a6b-071c-4780-9832-33ca9b8fb391,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Hippocampal dentate gyrus,a56f1a6b-071c-4780-9832-33ca9b8fb391.h5ad,67533
brain,UBERON:0000955,hippocampal formation,UBERON:0002421,7a0a8891-9a22-4549-a55b-c2aca23c3a2a,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Hippocampal CA1-3,7a0a8891-9a22-4549-a55b-c2aca23c3a2a.h5ad,74979
brain,UBERON:0000955,hippocampal formation,UBERON:0002421,7a0a8891-9a22-4549-a55b-c2aca23c3a2a,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Hippocampal CA1-3,7a0a8891-9a22-4549-a55b-c2aca23c3a2a.h5ad,74979
brain,UBERON:0000955,hippocampal formation,UBERON:0002421,35090826-f636-40c1-a3ef-4466beeab9f8,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Deep-layer near-projecting,35090826-f636-40c1-a3ef-4466beeab9f8.h5ad,18856
brain,UBERON:0000955,hippocampal formation,UBERON:0002421,35090826-f636-40c1-a3ef-4466beeab9f8,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Deep-layer near-projecting,35090826-f636-40c1-a3ef-4466beeab9f8.h5ad,18856
brain,UBERON:0000955,cerebral nuclei,UBERON:8440012,1b767f95-d0a0-4a3d-b394-cc665d86c3dc,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Extended amygdala (EXA) - Bed nucleus of stria terminalis and nearby - BNST,1b767f95-d0a0-4a3d-b394-cc665d86c3dc.h5ad,34933
brain,UBERON:0000955,cerebral nuclei,UBERON:8440012,31f04740-c712-4c4b-a3f8-55c0506b3034,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Claustrum - Cla,31f04740-c712-4c4b-a3f8-55c0506b3034.h5ad,40165
brain,UBERON:0000955,midbrain,UBERON:0001891,7a0a8891-9a22-4549-a55b-c2aca23c3a2a,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Hippocampal CA1-3,7a0a8891-9a22-4549-a55b-c2aca23c3a2a.h5ad,74979
brain,UBERON:0000955,midbrain,UBERON:0001891,7a0a8891-9a22-4549-a55b-c2aca23c3a2a,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Hippocampal CA1-3,7a0a8891-9a22-4549-a55b-c2aca23c3a2a.h5ad,74979
brain,UBERON:0000955,hypothalamus,UBERON:0001898,3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Splatter,3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c.h5ad,291833
brain,UBERON:0000955,hypothalamus,UBERON:0001898,3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Splatter,3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c.h5ad,291833
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,8039c63d-08b0-4fc9-af0f-5b57f08ca0da,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Perirhinal cortex (area 35) (A35) - rostral subdivision of area 35 - A35r,8039c63d-08b0-4fc9-af0f-5b57f08ca0da.h5ad,17535
brain,UBERON:0000955,hippocampal formation,UBERON:0002421,2185eb07-22e2-4209-b3c8-7111afc6aa90,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Oligodendrocyte precursor,2185eb07-22e2-4209-b3c8-7111afc6aa90.h5ad,105734
brain,UBERON:0000955,hippocampal formation,UBERON:0002421,2185eb07-22e2-4209-b3c8-7111afc6aa90,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Oligodendrocyte precursor,2185eb07-22e2-4209-b3c8-7111afc6aa90.h5ad,105734
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,56c33a38-2732-4e53-a9c1-1bc61eda9a99,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Cerebral cortex (Cx) - Postcentral gyrus (PoCG) - Primary somatosensory cortex - S1C,56c33a38-2732-4e53-a9c1-1bc61eda9a99.h5ad,38188
