,soma_joinid,collection_id,collection_name,collection_doi,dataset_id,dataset_title,dataset_h5ad_path,dataset_total_cell_count
177,177,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,c202b243-1aa1-4b16-bc9a-b36241f3b1e3,Supercluster: Amygdala excitatory,c202b243-1aa1-4b16-bc9a-b36241f3b1e3.h5ad,109452
178,178,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,bdb26abd-f4ba-4ea3-8862-c2340e7a4f55,Supercluster: CGE interneuron,bdb26abd-f4ba-4ea3-8862-c2340e7a4f55.h5ad,227671
179,179,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,bd6b68e8-179a-42f0-9bde-b4fdf7d34dd1,Supercluster: Cerebellar inhibitory,bd6b68e8-179a-42f0-9bde-b4fdf7d34dd1.h5ad,14411
180,180,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,bac09168-940b-4b11-8d55-b4955f80b98d,Dissection: Head of hippocampus (HiH) - CA2-3,bac09168-940b-4b11-8d55-b4955f80b98d.h5ad,12461
181,181,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,b8681124-aabf-4904-b9c9-66d834bf5bba,Dissection: Thalamus (THM) - medial nuclear complex of thalamus (MNC) - mediodorsal nucleus of thalamus + reuniens nucleus (medioventral nucleus) of thalamus - MD + Re,b8681124-aabf-4904-b9c9-66d834bf5bba.h5ad,13382
182,182,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,adda0684-f8ea-4403-b393-2a25607077c4,Dissection: Thalamus (THM) - posterior nuclear complex of thalamus (PoN) - medial geniculate nuclei (MG),adda0684-f8ea-4403-b393-2a25607077c4.h5ad,14226
183,183,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,acae7679-d077-461c-b857-ee6ccfeb267f,Dissection: Head of hippocampus (HiH) - CA1,acae7679-d077-461c-b857-ee6ccfeb267f.h5ad,39147
184,184,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,a84face4-eb30-4f43-994f-c6a13a097808,"Dissection: Cerebral cortex (Cx) - Cingulate gyrus, retrosplenial (CgGrs) - A29-A30",a84face4-eb30-4f43-994f-c6a13a097808.h5ad,34078
185,185,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,a7b4f565-691d-43ea-bf4a-d2d1d52bb4b4,Dissection: Thalamus (THM) - Lateral nuclear complex of thalamus (LNC) - ventral group of lateral nucleus - VLN,a7b4f565-691d-43ea-bf4a-d2d1d52bb4b4.h5ad,27111
186,186,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,a5b5d1f3-dd8b-44f6-a685-15f0f741c062,Dissection: Thalamus (THM) - Subthalamic nucleus and nearby - STH,a5b5d1f3-dd8b-44f6-a685-15f0f741c062.h5ad,20162
187,187,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,a59ba9fa-1407-4f15-8c56-d3637421570d,Dissection: Cerebellum (CB) - Lateral hemisphere of cerebellum - CBL,a59ba9fa-1407-4f15-8c56-d3637421570d.h5ad,28028
188,188,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,a56f1a6b-071c-4780-9832-33ca9b8fb391,Supercluster: Hippocampal dentate gyrus,a56f1a6b-071c-4780-9832-33ca9b8fb391.h5ad,67533
189,189,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,a4116666-d295-4443-a174-0acc283f92c4,Dissection: Midbrain (M) - Superior colliculus and nearby nuclei - SC,a4116666-d295-4443-a174-0acc283f92c4.h5ad,29907
190,190,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,a19b218b-1c0a-4618-b41f-7c216c623ec6,Dissection: Cerebral cortex (Cx) - Posterior parahippocampal gyrus (PPH) - TH-TL,a19b218b-1c0a-4618-b41f-7c216c623ec6.h5ad,40677
191,191,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,9f499d32-400d-4c42-ac9a-fb1481844fee,Dissection: Tail of Hippocampus (HiT) - Caudal Hippocampus - CA4-DGC,9f499d32-400d-4c42-ac9a-fb1481844fee.h5ad,56367
192,192,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,9ec34295-ab16-47e2-af33-b884143e520b,"Dissection: Midbrain (M) - Substantia Nigra, Red Nucleus, and nearby nuclei - SN-RN",9ec34295-ab16-47e2-af33-b884143e520b.h5ad,49110
193,193,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,9ec335f2-420a-45a8-b45a-1ab646e50041,Supercluster: Hippocampal CA4,9ec335f2-420a-45a8-b45a-1ab646e50041.h5ad,10654
194,194,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,98113e7e-f586-4065-a26a-60aa702f8d1c,Supercluster: Deep-layer intratelencephalic,98113e7e-f586-4065-a26a-60aa702f8d1c.h5ad,228467
195,195,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,949ec7fc-ac54-47c9-bb6f-ee9e67688cce,Dissection: Cerebral cortex (Cx) - Short insular gyri - Granular insular cortex - Ig,949ec7fc-ac54-47c9-bb6f-ee9e67688cce.h5ad,38937
196,196,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,9372df2d-13d6-4fac-980b-919a5b7eb483,Dissection: Midbrain (M) - Periaqueductal gray and nearby nuclei - PAG,9372df2d-13d6-4fac-980b-919a5b7eb483.h5ad,33794
197,197,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,93131426-0124-4ab4-a013-9dfbcd99d467,Dissection: Epithalamus - ETH,93131426-0124-4ab4-a013-9dfbcd99d467.h5ad,24327
198,198,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,900fdf13-150d-4695-9f8c-4c09105ba2eb,Dissection: Pons (Pn) - efferent nuclei of cranial nerves in pons - PnEN,900fdf13-150d-4695-9f8c-4c09105ba2eb.h5ad,47416
199,199,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,8f48c031-6692-4c82-b6c2-e4ad35cbc0aa,Supercluster: LAMP5-LHX6 and Chandelier,8f48c031-6692-4c82-b6c2-e4ad35cbc0aa.h5ad,45118
200,200,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,8ba5453f-7fab-4702-a3a6-4021b1f31a7a,Supercluster: Thalamic excitatory,8ba5453f-7fab-4702-a3a6-4021b1f31a7a.h5ad,85546
201,201,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,88a01d4a-5197-45be-b5ae-e019aef43376,Dissection: Cerebral cortex (Cx) - Superior Temporal Gyrus - STG,88a01d4a-5197-45be-b5ae-e019aef43376.h5ad,40565
202,202,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,8039c63d-08b0-4fc9-af0f-5b57f08ca0da,Dissection: Perirhinal cortex (area 35) (A35) - rostral subdivision of area 35 - A35r,8039c63d-08b0-4fc9-af0f-5b57f08ca0da.h5ad,17535
203,203,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,7db0c178-b0a4-442f-ba54-e9e1633a84bb,Dissection: Cerebral cortex (Cx) - Parietal operculum (PaO) - Gustatory cortex - A43,7db0c178-b0a4-442f-ba54-e9e1633a84bb.h5ad,42834
204,204,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,7d3ab174-e433-40fc-a352-6fe71b1a19f9,Dissection: Amygdaloid complex (AMY) - Basolateral nuclear group (BLN) - lateral nucleus - La,7d3ab174-e433-40fc-a352-6fe71b1a19f9.h5ad,28984
205,205,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,7cd3c321-e487-4b51-a8af-9bf671b59fe5,Dissection: Pons (Pn) - other nuclei in pontine tegmentum (XPnTg) - dorsal tegmental nucleus - DTg,7cd3c321-e487-4b51-a8af-9bf671b59fe5.h5ad,26095
206,206,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,7c1c3d47-3166-43e5-9a95-65ceb2d45f78,Dissection: Pons (Pn) - Pontine reticular formation - PnRF,7c1c3d47-3166-43e5-9a95-65ceb2d45f78.h5ad,49512
207,207,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,7b316f62-7fa0-4b95-bac9-e90866038a85,Dissection: Amygdaloid complex (AMY) - Central nuclear group - CEN,7b316f62-7fa0-4b95-bac9-e90866038a85.h5ad,42699
208,208,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,7a0a8891-9a22-4549-a55b-c2aca23c3a2a,Supercluster: Hippocampal CA1-3,7a0a8891-9a22-4549-a55b-c2aca23c3a2a.h5ad,74979
209,209,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,77c1c785-809f-4065-8c54-6a0170783256,Dissection: Cerebral cortex (Cx) - Subcallosal Gyrus (SCG) - Subgenual (subcallosal) division of MFC - A25,77c1c785-809f-4065-8c54-6a0170783256.h5ad,37767
210,210,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,77044335-0ac5-4406-9b3f-8cdd3656d67b,Dissection: Pons (Pn) - afferent nuclei of cranial nerves in pons - PnAN,77044335-0ac5-4406-9b3f-8cdd3656d67b.h5ad,23349
211,211,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,715327a6-7978-4896-ba91-69d6b04dbbfb,Dissection: Body of hippocampus (HiB) - Rostral DG-CA4,715327a6-7978-4896-ba91-69d6b04dbbfb.h5ad,10411
212,212,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,70e4f35b-c98c-45a1-9aa9-2053b07315dd,Dissection: Basal forebrain (BF) - septal nuclei - SEP,70e4f35b-c98c-45a1-9aa9-2053b07315dd.h5ad,40815
213,213,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,700aed19-c16e-4ba8-9191-07da098a8626,Supercluster: Microglia,700aed19-c16e-4ba8-9191-07da098a8626.h5ad,91838
214,214,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,6ed0bb6c-a9e3-4ba6-9436-7c8fd4e206f0,Dissection: Cerebral cortex (Cx) - Inferior frontal gyrus (IFG) - Ventrolateral prefrontal cortex - A44-A45,6ed0bb6c-a9e3-4ba6-9436-7c8fd4e206f0.h5ad,38259
215,215,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,6dafb698-7a53-4699-ad13-1b5e2c164be7,Supercluster: Ependymal,6dafb698-7a53-4699-ad13-1b5e2c164be7.h5ad,5882
216,216,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,6538ce1b-7949-405f-b01c-a2c3e876baee,Supercluster: Lower rhombic lip,6538ce1b-7949-405f-b01c-a2c3e876baee.h5ad,52650
217,217,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,64f4ad90-a422-400a-944d-4ce0f39594a7,Dissection: Pons (Pn) - Pontine Nucleus - PN,64f4ad90-a422-400a-944d-4ce0f39594a7.h5ad,33641
218,218,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,64767efb-49b0-4562-a1bd-e619a5d9db41,Dissection: Hypothalamus (HTH) - preoptic region of HTH - HTHpo,64767efb-49b0-4562-a1bd-e619a5d9db41.h5ad,14979
219,219,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,639ffc23-14db-4060-9027-3c90314200f8,Dissection: Cerebral cortex (Cx) - Supraparietal lobule (SPL) - Posterosuperior (dorsal) parietal cortex - A5-A7,639ffc23-14db-4060-9027-3c90314200f8.h5ad,35290
220,220,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,5e5ab909-f73f-4b57-98a0-6d2c5662f6a4,Dissection: Midbrain (M) - Inferior colliculus and nearby nuclei - IC,5e5ab909-f73f-4b57-98a0-6d2c5662f6a4.h5ad,32306
221,221,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,5bc23cb2-8cfc-4960-bab1-c3027fbeefc4,Dissection: Hypothalamus (HTH) - mammillary region of HTH (HTHma) - mammillary nucleus - MN,5bc23cb2-8cfc-4960-bab1-c3027fbeefc4.h5ad,28155
222,222,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,5a73f63f-18a2-49b5-b431-2c469c41a41b,Dissection: Thalamus (THM) - medial nuclear complex of thalamus (MNC) - mediodorsal nucleus of thalamus - MD,5a73f63f-18a2-49b5-b431-2c469c41a41b.h5ad,20916
223,223,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,599504e5-d4ad-45bd-9128-823faf0fb9c9,Supercluster: Mammillary body,599504e5-d4ad-45bd-9128-823faf0fb9c9.h5ad,16602
224,224,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,59923449-e303-43e6-9e63-03ef92f5ebd1,Supercluster: Miscellaneous,59923449-e303-43e6-9e63-03ef92f5ebd1.h5ad,25071
225,225,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,56c33a38-2732-4e53-a9c1-1bc61eda9a99,Dissection: Cerebral cortex (Cx) - Postcentral gyrus (PoCG) - Primary somatosensory cortex - S1C,56c33a38-2732-4e53-a9c1-1bc61eda9a99.h5ad,38188
226,226,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,531c9543-9093-45ed-93ac-ebc5815bfb8a,Supercluster: Fibroblast,531c9543-9093-45ed-93ac-ebc5815bfb8a.h5ad,9156
227,227,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,52f18bc3-52d9-487b-bf8f-f0b7aa684b09,Dissection: Midbrain (M) - Substantia Nigra - SN,52f18bc3-52d9-487b-bf8f-f0b7aa684b09.h5ad,59505
228,228,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,52ea546e-9229-40ef-b048-a2e694dd73e8,"Dissection: Cerebral cortex (Cx) - Anterior parahippocampal gyrus, posterior part (APH) - Medial entorhinal cortex - MEC",52ea546e-9229-40ef-b048-a2e694dd73e8.h5ad,50362
229,229,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,529bb209-9d7b-44da-bfa4-f6e4745c46c2,Dissection: Basal nuclei (BN) - Body of the Caudate - CaB,529bb209-9d7b-44da-bfa4-f6e4745c46c2.h5ad,32678
230,230,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,50dc91a1-36b6-472a-b884-7307b6961ab1,Supercluster: Bergmann glia,50dc91a1-36b6-472a-b884-7307b6961ab1.h5ad,8041
231,231,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,4d43082e-59cd-43ac-b77d-54d55519c881,Dissection: Cerebral cortex (Cx) - Rostral gyrus (RoG) - Dorsal division of MFC - A32,4d43082e-59cd-43ac-b77d-54d55519c881.h5ad,24808
232,232,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,4976b234-9028-4b4b-8a2f-8ac59d636219,Dissection: Cerebellum (CB) - Cerebellar Vermis - CBV,4976b234-9028-4b4b-8a2f-8ac59d636219.h5ad,71874
233,233,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,489eaa11-c119-4a5f-b44b-81e33c80c0ef,Dissection: Cerebral cortex (Cx) - Transverse temporal gyrus (TTG) - Primary auditory cortex - A1C,489eaa11-c119-4a5f-b44b-81e33c80c0ef.h5ad,32790
234,234,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,4724c395-0c46-46d2-81f7-60fd271fb488,Dissection: Head of hippocampus (HiH) - DG-CA4,4724c395-0c46-46d2-81f7-60fd271fb488.h5ad,35350
235,235,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,470565f2-5afc-456a-b617-18e4496c04fd,Dissection: Midbrain (RN) - Red Nucleus - RN,470565f2-5afc-456a-b617-18e4496c04fd.h5ad,4714
236,236,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,46ff9dc2-3d87-4b36-91aa-ffa8aa13c52e,Dissection: Cerebral cortex (Cx) - Anterior parahippocampal gyrus (AG) - Lateral entorhinal cortex - LEC,46ff9dc2-3d87-4b36-91aa-ffa8aa13c52e.h5ad,32745
237,237,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,4593c820-512d-4805-a10f-c0b864a7cc8c,Dissection: Amygdaloid complex (AMY) - basolateral nuclear group (BLN) - basomedial nucleus (accessory basal nucleus) - BM,4593c820-512d-4805-a10f-c0b864a7cc8c.h5ad,31090
238,238,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,43b7e156-65b3-4a7b-8c7a-08528e4b21d0,Dissection: Basal forebrain (BF) - substantia innominata and nearby nuclei - SI,43b7e156-65b3-4a7b-8c7a-08528e4b21d0.h5ad,38205
239,239,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,421e5f54-5de7-425f-b399-34ead0651ce1,Dissection: Cerebral cortex (Cx) - Frontal agranular insular cortex - FI,421e5f54-5de7-425f-b399-34ead0651ce1.h5ad,34949
240,240,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,40e79234-65e8-45e9-b555-5c663154a108,Supercluster: Oligodendrocyte,40e79234-65e8-45e9-b555-5c663154a108.h5ad,490246
241,241,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,40569510-2282-461b-84df-6218ef208e0e,Dissection: Hypothalamus (HTH) - tuberal region of hypothalamus - HTHtub,40569510-2282-461b-84df-6218ef208e0e.h5ad,13173
242,242,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,40318d39-3d8f-49f4-8455-a2e1365c5c5b,Dissection: Basal nuclei (BN) - Nucleus Accumbens - NAC,40318d39-3d8f-49f4-8455-a2e1365c5c5b.h5ad,30132
243,243,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,3f56901c-dd4a-47d6-b60b-7b0c0111cfb2,Dissection: Head of hippocampus (HiH) - CA1-3,3f56901c-dd4a-47d6-b60b-7b0c0111cfb2.h5ad,37911
244,244,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,3f31f8ce-bbf6-4df8-8203-aa240ed03026,Dissection: Cerebral cortex (Cx) - Anterior cingulate cortex - ACC,3f31f8ce-bbf6-4df8-8203-aa240ed03026.h5ad,32157
245,245,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c,Supercluster: Splatter,3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c.h5ad,291833
246,246,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,381aa407-317a-40ef-8048-7ce0eacc4266,Dissection: Thalamus (THM) - lateral nuclear complex of thalamus (LNC) - lateral posterior nucleus of thalamus - LP,381aa407-317a-40ef-8048-7ce0eacc4266.h5ad,26172
247,247,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,367b55f4-d543-49aa-90e8-4765fcb8c687,Dissection: Thalamus (THM) - intralaminar nuclear complex (ILN) - posterior group of intralaminar nuclei (PILN) - centromedian and parafasicular nuclei - CM and Pf,367b55f4-d543-49aa-90e8-4765fcb8c687.h5ad,24354
248,248,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,364348b4-bc34-4fe1-a851-60d99e36cafa,Dissection: Thalamus (THM) - intralaminar nuclear complex (ILN) - posterior group of intralaminar nuclei (PILN) - centromedian nucleus of thalamus - CM,364348b4-bc34-4fe1-a851-60d99e36cafa.h5ad,12944
249,249,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,35c8a04c-8639-4d15-8228-765d8d93fc96,"Dissection: Hypothalamus (HTH) - supraoptic region of HTH - HTHso (anterior hypothalamic nucleus, AHN) - tuberal region of HTH - HTHtub (ventromedial and dorsomedial hypothalamic nucleic nuclei, VMH, DMH)",35c8a04c-8639-4d15-8228-765d8d93fc96.h5ad,16753
250,250,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,35090826-f636-40c1-a3ef-4466beeab9f8,Supercluster: Deep-layer near-projecting,35090826-f636-40c1-a3ef-4466beeab9f8.h5ad,18856
251,251,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,31f04740-c712-4c4b-a3f8-55c0506b3034,Dissection: Claustrum - Cla,31f04740-c712-4c4b-a3f8-55c0506b3034.h5ad,40165
252,252,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2ef8f3ce-bbff-447b-9e51-567e5d6c47bd,Dissection: Body of hippocampus (HiB) - Rostral DG-CA4,2ef8f3ce-bbff-447b-9e51-567e5d6c47bd.h5ad,10411
253,253,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2a8ca8f3-5599-4cda-b973-3a2dfc3c1fe6,Dissection: Amygdaloid complex (AMY) - Corticomedial nuclear group (CMN) - anterior cortical nucleus - CoA,2a8ca8f3-5599-4cda-b973-3a2dfc3c1fe6.h5ad,10778
254,254,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,27d91086-cfe3-4e33-9282-bd1246e5ce8e,Dissection: Cerebral cortex (Cx) - Long insular gyri (LIG) - Dysgranular insular cortex - Idg,27d91086-cfe3-4e33-9282-bd1246e5ce8e.h5ad,39696
255,255,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,22658f4f-9268-41ad-8828-cc53f4baa9fa,Dissection: Hypothalamus (HTH) - supraoptic region of HTH - HTHso,22658f4f-9268-41ad-8828-cc53f4baa9fa.h5ad,12557
256,256,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2190bd4d-3be0-4bf7-8ca8-8d6f71228936,Supercluster: Midbrain-derived inhibitory,2190bd4d-3be0-4bf7-8ca8-8d6f71228936.h5ad,126782
257,257,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2185eb07-22e2-4209-b3c8-7111afc6aa90,Supercluster: Oligodendrocyte precursor,2185eb07-22e2-4209-b3c8-7111afc6aa90.h5ad,105734
258,258,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,20980d73-7c53-4039-b852-b76a01566d5a,Dissection: Cerebral cortex (Cx) - Lingual gyrus (LiG) - Primary Visual Cortex - V1C,20980d73-7c53-4039-b852-b76a01566d5a.h5ad,33484
259,259,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,1cf24082-59de-4029-ac81-6e398768af3a,Dissection: Cerebral cortex (Cx) - Inferior temporal gyrus - ITG,1cf24082-59de-4029-ac81-6e398768af3a.h5ad,29522
260,260,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,1b767f95-d0a0-4a3d-b394-cc665d86c3dc,Dissection: Extended amygdala (EXA) - Bed nucleus of stria terminalis and nearby - BNST,1b767f95-d0a0-4a3d-b394-cc665d86c3dc.h5ad,34933
261,261,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,1a018108-b4b6-457b-ba15-046d5e98c169,Dissection: Myelencephalon (medulla oblongata) (Mo) - precerebellar nuclei (PrCbN) - inferior olive - IO,1a018108-b4b6-457b-ba15-046d5e98c169.h5ad,21534
