,soma_joinid,feature_id,feature_name,feature_length
39522,39522,ENSG00000278104,ENSG00000278104.1,68
39523,39523,ENSG00000275856,ENSG00000275856.1,76
39524,39524,ENSG00000278773,ENSG00000278773.1,104
39525,39525,ENSG00000252228,ENSG00000252228.1,162
39526,39526,ENSG00000233892,PAIP1P1,1203
39527,39527,ENSG00000236475,TRIM26BP,753
39528,39528,ENSG00000243753,HLA-L,5505
39529,39529,ENSG00000280128,XXbac-BPG283O16.9,3706
39530,39530,ENSG00000224372,HLA-N,135
39531,39531,ENSG00000224486,HCG19P,634
39532,39532,ENSG00000236405,UBQLN1P1,1169
39533,39533,ENSG00000226577,MICC,1055
39534,39534,ENSG00000229068,TMPOP1,1267
39535,39535,ENSG00000224936,SUCLA2P1,1370
39536,39536,ENSG00000236603,RANP1,651
39537,39537,ENSG00000216101,MIR877,86
39538,39538,ENSG00000228415,PTMAP1,325
39539,39539,ENSG00000230449,RPL7P4,730
39540,39540,ENSG00000201988,Y_RNA_ENSG00000201988,111
39541,39541,ENSG00000263608,RN7SL353P,252
39542,39542,ENSG00000202241,RN7SKP186,303
39543,39543,ENSG00000284370,MIR4640,90
39544,39544,ENSG00000252761,Y_RNA_ENSG00000252761,92
39545,39545,ENSG00000233529,HCG21,605
39546,39546,ENSG00000275906,NAPGP2,656
39547,39547,ENSG00000222895,RNU6-1133P,100
39548,39548,ENSG00000238211,POLR2LP1,187
39549,39549,ENSG00000204528,PSORS1C3,593
39550,39550,ENSG00000255726,XXbac-BPG299F13.15,181
39551,39551,ENSG00000255899,XXbac-BPG299F13.16,284
39552,39552,ENSG00000214892,USP8P1,3183
39553,39553,ENSG00000227939,RPL3P2,1203
39554,39554,ENSG00000231402,WASF5P,1455
39555,39555,ENSG00000256166,LINC02571,536
39556,39556,ENSG00000229836,XXbac-BPG248L24.10,306
39557,39557,ENSG00000277402,MIR6891,93
39558,39558,ENSG00000271581,XXbac-BPG248L24.12,991
39559,39559,ENSG00000228432,DHFRP2,547
39560,39560,ENSG00000285647,XXbac-BPG248L24.14,1480
39561,39561,ENSG00000201658,RNU6-283P,107
39562,39562,ENSG00000230994,FGFR3P1,601
39563,39563,ENSG00000223702,ZDHHC20P2,429
39564,39564,ENSG00000225851,HLA-S,53
39565,39565,ENSG00000206337,HCP5,11058
39566,39566,ENSG00000199332,Y_RNA_ENSG00000199332,99
39567,39567,ENSG00000233902,XXbac-BPG181B23.6,609
39568,39568,ENSG00000201680,Y_RNA_ENSG00000201680,102
39569,39569,ENSG00000256851,XXbac-BPG16N22.5,233
39570,39570,ENSG00000219797,PPIAP9,498
39571,39571,ENSG00000225499,RPL15P4,580
39572,39572,ENSG00000201785,SNORD117,76
39573,39573,ENSG00000265236,SNORD84,78
39574,39574,ENSG00000230622,UQCRHP1,274
39575,39575,ENSG00000200816,SNORA38,132
39576,39576,ENSG00000274494,MIR6832,72
39577,39577,ENSG00000201207,Y_RNA_ENSG00000201207,114
39578,39578,ENSG00000266776,MIR4646,63
39579,39579,ENSG00000255552,LY6G6E,1104
39580,39580,ENSG00000252743,RNU6-850P,103
39581,39581,ENSG00000201555,Y_RNA_ENSG00000201555,89
39582,39582,ENSG00000285565,XXbac-BPG254B15.11,1338
39583,39583,ENSG00000201823,SNORD48,64
39584,39584,ENSG00000201754,SNORD52,67
39585,39585,ENSG00000284446,MIR1236,102
39586,39586,ENSG00000233627,C4A-AS1,2095
39587,39587,ENSG00000204338,CYP21A1P,1971
39588,39588,ENSG00000248290,TNXA,2038
39589,39589,ENSG00000250535,STK19B,211
39590,39590,ENSG00000229776,C4B-AS1,2095
39591,39591,ENSG00000252512,RNA5SP206,121
39592,39592,ENSG00000284829,XXbac-BPG300A18.16,320
39593,39593,ENSG00000284954,XXbac-BPG300A18.15,1060
39594,39594,ENSG00000284469,MIR6721,87
39595,39595,ENSG00000277264,MIR6833,61
39596,39596,ENSG00000273333,XXbac-BPG300A18.13,662
39597,39597,ENSG00000237285,HNRNPA1P2,960
39598,39598,ENSG00000223335,RNU6-603P,107
39599,39599,ENSG00000196301,HLA-DRB9,343
39600,39600,ENSG00000251916,RNU1-61P,151
39601,39601,ENSG00000229391,HLA-DRB6,1326
39602,39602,ENSG00000235040,MTCO3P1,832
39603,39603,ENSG00000232080,XXbac-BPG254F23.7,1017
39604,39604,ENSG00000226030,HLA-DQB3,356
39605,39605,ENSG00000263649,MIR3135B,68
39606,39606,ENSG00000234515,PPP1R2P1,678
39607,39607,ENSG00000235301,HLA-Z,75
39608,39608,ENSG00000223837,XXbac-BPG181M17.4,338
39609,39609,ENSG00000224796,RPL32P1,410
39610,39610,ENSG00000231461,HLA-DPA2,733
39611,39611,ENSG00000228688,COL11A2P1,676
39612,39612,ENSG00000224557,HLA-DPB2,1600
39613,39613,ENSG00000237398,HLA-DPA3,229
39614,39614,ENSG00000202441,RNY4P10,96
39615,39615,ENSG00000199036,MIR219A1,110
39616,39616,ENSG00000225463,ZNF70P1,624
39617,39617,ENSG00000223457,HTATSF1P1,984
39618,39618,ENSG00000284517,MIR6873,63
39619,39619,ENSG00000284064,MIR6834,81
39620,39620,ENSG00000229596,MYL12BP3,518
39621,39621,ENSG00000228285,LYPLA2P1,696
39622,39622,ENSG00000225644,RPL35AP4,102
39623,39623,ENSG00000204194,RPL12P1,498
39624,39624,ENSG00000284256,MIR5004,107
39625,39625,ENSG00000204188,GGNBP1,1737
39626,39626,ENSG00000242014,RN7SL26P,307
39627,39627,ENSG00000276746,Metazoa_SRP_ENSG00000276746,251
39628,39628,ENSG00000266509,MIR3934,107
39629,39629,ENSG00000271362,RP3-468B3.4,242
39630,39630,ENSG00000276824,MIR7159,66
39631,39631,ENSG00000221697,MIR1275,80
39632,39632,ENSG00000271231,KRT18P9,1300
39633,39633,ENSG00000214810,CYCSP55,311
39634,39634,ENSG00000276404,MIR6835,64
39635,39635,ENSG00000225339,RP11-513I15.6,8386
39636,39636,ENSG00000220583,RPL35P2,363
39637,39637,ENSG00000196114,IFITM3P3,399
39638,39638,ENSG00000216636,RPL7P25,721
39639,39639,ENSG00000265123,RN7SL200P,288
39640,39640,ENSG00000220643,RP3-391O22.1,280
39641,39641,ENSG00000186328,RP11-140K17.2,328
39642,39642,ENSG00000217130,RP3-375P9.2,498
39643,39643,ENSG00000206717,Y_RNA_ENSG00000206717,98
39644,39644,ENSG00000252106,RNY3P15,97
39645,39645,ENSG00000187762,HSPE1P11,310
39646,39646,ENSG00000273870,RP11-174N3.4,179
39647,39647,ENSG00000217004,RP3-329A5.1,328
39648,39648,ENSG00000227154,MKRN6P,731
39649,39649,ENSG00000276712,MIR7111,72
39650,39650,ENSG00000219023,RP3-340B19.2,392
39651,39651,ENSG00000218749,RP3-340B19.5,307
39652,39652,ENSG00000212579,ENSG00000212579.1,128
39653,39653,ENSG00000265527,MIR5690,73
39654,39654,ENSG00000220734,RP3-510O8.3,628
39655,39655,ENSG00000271304,DPRXP2,891
39656,39656,ENSG00000237719,RP1-179N16.3,656
39657,39657,ENSG00000240733,RN7SL502P,290
39658,39658,ENSG00000239964,RN7SL748P,311
39659,39659,ENSG00000263894,MIR3925,77
39660,39660,ENSG00000238554,RNU1-88P,128
39661,39661,ENSG00000251864,Y_RNA_ENSG00000251864,107
39662,39662,ENSG00000213500,LAP3P2,1454
39663,39663,ENSG00000285244,DINOL,951
39664,39664,ENSG00000220349,RP3-431A14.4,937
39665,39665,ENSG00000285888,RP3-431A14.7,1644
39666,39666,ENSG00000216412,RPL12P2,493
39667,39667,ENSG00000286105,RP3-355M6.3,976
39668,39668,ENSG00000275550,RP4-744I24.4,159
39669,39669,ENSG00000239953,RN7SL273P,299
39670,39670,ENSG00000229559,RP1-153P14.3,943
39671,39671,ENSG00000263926,MIR4462,58
39672,39672,ENSG00000279942,RP1-153P14.7,3745
39673,39673,ENSG00000243313,RN7SL285P,264
39674,39674,ENSG00000200597,RNVU1-33,170
39675,39675,ENSG00000218521,RP11-420A21.1,482
39676,39676,ENSG00000200706,ENSG00000200706.1,72
39677,39677,ENSG00000199938,Y_RNA_ENSG00000199938,106
39678,39678,ENSG00000217227,TFGP1,1207
39679,39679,ENSG00000244297,RN7SL465P,301
39680,39680,ENSG00000219273,RP1-217P22.2,1790
39681,39681,ENSG00000212586,ENSG00000212586.1,98
39682,39682,ENSG00000220076,RP1-207H1.2,123
39683,39683,ENSG00000220556,RP1-202I21.3,383
39684,39684,ENSG00000217165,ANKRD18EP,2632
39685,39685,ENSG00000218986,RP1-137F1.3,426
39686,39686,ENSG00000231276,E2F4P1,1133
39687,39687,ENSG00000252990,RNU1-54P,120
39688,39688,ENSG00000281969,XXyac-YR38GF2.1,4477
39689,39689,ENSG00000220586,TUBBP9,1708
39690,39690,ENSG00000180211,RP1-278E11.3,420
39691,39691,ENSG00000226070,RP11-552E20.4,824
39692,39692,ENSG00000252767,RNU6-250P,103
39693,39693,ENSG00000236075,RP11-121P10.1,292
39694,39694,ENSG00000226454,RP3-462C17.1,1342
39695,39695,ENSG00000237947,RP11-570K4.1,613
39696,39696,ENSG00000161912,ADCY10P1,5804
39697,39697,ENSG00000184106,TREML3P,978
39698,39698,ENSG00000212176,RNA5SP207,107
39699,39699,ENSG00000225690,TREML5P,576
39700,39700,ENSG00000274256,RP1-229K20.8,247
39701,39701,ENSG00000278745,RP1-229K20.9,163
39702,39702,ENSG00000218809,RP1-229K20.5,365
39703,39703,ENSG00000206745,RNU6-643P,107
39704,39704,ENSG00000213461,RPL32P15,400
39705,39705,ENSG00000279284,RP1-149M18.3,441
39706,39706,ENSG00000280371,RP1-149M18.4,743
39707,39707,ENSG00000266494,MIR4641,66
39708,39708,ENSG00000230913,NPM1P51,744
39709,39709,ENSG00000214736,TOMM6,637
39710,39710,ENSG00000268745,RP11-298J23.9,68
39711,39711,ENSG00000206977,ENSG00000206977.1,140
39712,39712,ENSG00000207371,Y_RNA_ENSG00000207371,111
39713,39713,ENSG00000206875,RNU6-761P,107
39714,39714,ENSG00000237107,RP11-256G5.1,313
39715,39715,ENSG00000206848,RNU6-890P,107
39716,39716,ENSG00000213435,ATP6V0CP3,467
39717,39717,ENSG00000181524,RPL24P4,421
39718,39718,ENSG00000240625,RN7SL403P,305
39719,39719,ENSG00000219222,RPL12P47,127
39720,39720,ENSG00000220614,RP11-480N24.4,343
39721,39721,ENSG00000179157,RPS2P28,741
39722,39722,ENSG00000226558,RP11-213N20.1,75
39723,39723,ENSG00000276770,MIR6780B,79
39724,39724,ENSG00000207076,RNU6-1113P,107
39725,39725,ENSG00000219470,RP3-337H4.6,882
39726,39726,ENSG00000252218,ENSG00000252218.1,127
39727,39727,ENSG00000218107,RP1-261G23.4,803
39728,39728,ENSG00000223469,RP11-344J7.2,394
39729,39729,ENSG00000183239,RP5-1120P11.4,455
39730,39730,ENSG00000265439,RN7SL811P,298
39731,39731,ENSG00000284427,MIR4647,80
39732,39732,ENSG00000249481,SPATS1,4591
39733,39733,ENSG00000266619,MIR4642,82
39734,39734,ENSG00000279076,RP3-449H6.2,1705
39735,39735,ENSG00000270900,NUDT19P4,585
39736,39736,ENSG00000276156,RP11-491H9.4,239
39737,39737,ENSG00000277769,RBM22P4,1240
39738,39738,ENSG00000219384,RP11-491H9.3,642
39739,39739,ENSG00000207769,MIR586,97
39740,39740,ENSG00000212468,RNU6-754P,107
39741,39741,ENSG00000229349,ACTG1P9,2658
39742,39742,ENSG00000226541,RP11-795J1.2,310
39743,39743,ENSG00000271328,B3GNTL1P2,288
39744,39744,ENSG00000199762,Y_RNA_ENSG00000199762,104
39745,39745,ENSG00000216813,RP11-812I20.2,397
39746,39746,ENSG00000252711,RN7SKP116,319
39747,39747,ENSG00000216616,RP11-550C4.4,413
39748,39748,ENSG00000200340,RNU1-105P,161
39749,39749,ENSG00000226068,HNRNPA3P4,803
39750,39750,ENSG00000216835,RBMXP1,1191
39751,39751,ENSG00000278736,RP1-281E18.1,382
39752,39752,ENSG00000271162,RP1-57E3.1,712
39753,39753,ENSG00000218337,RP4-724P12.1,340
39754,39754,ENSG00000274867,RP4-724P12.2,579
39755,39755,ENSG00000217631,RP1-142O9.2,195
39756,39756,ENSG00000252457,RNU7-65P,62
39757,39757,ENSG00000277043,EEF1A1P42,1331
39758,39758,ENSG00000216998,CYP2AC1P,1173
39759,39759,ENSG00000279127,RP3-442L6.4,2077
39760,39760,ENSG00000170950,PGK2,1626
39761,39761,ENSG00000226707,RP11-719J20.1,400
39762,39762,ENSG00000214643,DEFB133,608
39763,39763,ENSG00000177684,DEFB114,312
39764,39764,ENSG00000214642,DEFB113,249
39765,39765,ENSG00000203970,DEFB110,531
39766,39766,ENSG00000180872,DEFB112,1821
39767,39767,ENSG00000060303,RPS17P5,408
39768,39768,ENSG00000216913,RP4-753D5.3,611
39769,39769,ENSG00000230204,FTH1P5,545
39770,39770,ENSG00000270306,RP3-437C15.2,568
39771,39771,ENSG00000232702,RP3-437C15.1,457
39772,39772,ENSG00000212532,ENSG00000212532.1,76
39773,39773,ENSG00000214641,RP11-793K1.1,389
39774,39774,ENSG00000240641,RN7SL580P,287
39775,39775,ENSG00000207604,MIR206,86
39776,39776,ENSG00000199080,MIR133B,119
39777,39777,ENSG00000218363,SLC25A20P1,903
39778,39778,ENSG00000270382,RP1-152L7.9,279
39779,39779,ENSG00000216775,RP1-152L7.5,3821
39780,39780,ENSG00000220377,GSTA8P,637
39781,39781,ENSG00000271227,SREK1IP1P2,338
39782,39782,ENSG00000237674,GSTA7P,448
39783,39783,ENSG00000217228,GSTA12P,508
39784,39784,ENSG00000223622,GSTA6P,582
39785,39785,ENSG00000230375,GSTA11P,669
39786,39786,ENSG00000230845,GSTA10P,576
39787,39787,ENSG00000243236,GSTA9P,889
39788,39788,ENSG00000202198,7SK_ENSG00000202198,331
39789,39789,ENSG00000283293,RN7SK,328
39790,39790,ENSG00000242865,RN7SL244P,297
39791,39791,ENSG00000261745,RP11-506E9.3,503
39792,39792,ENSG00000253026,RNU6-464P,104
39793,39793,ENSG00000219074,SOD1P1,440
39794,39794,ENSG00000218713,RP1-34L19.1,2100
39795,39795,ENSG00000206908,RNU1-136P,164
39796,39796,ENSG00000219163,HMGB1P20,677
39797,39797,ENSG00000264056,MIR5685,79
39798,39798,ENSG00000217527,RPS16P5,404
39799,39799,ENSG00000219863,RPL31P28,351
39800,39800,ENSG00000218049,RPL31P33,340
39801,39801,ENSG00000218261,RPA3P2,359
39802,39802,ENSG00000271338,RP11-96J19.4,685
39803,39803,ENSG00000253010,RN7SKP256,314
39804,39804,ENSG00000271373,NANOGP3,286
39805,39805,ENSG00000236996,MLIP-IT1,643
39806,39806,ENSG00000218143,ERHP2,299
39807,39807,ENSG00000228231,TINAG-AS1,420
39808,39808,ENSG00000213335,CLNS1AP1,682
39809,39809,ENSG00000216347,RPL10P10,664
39810,39810,ENSG00000220773,RPSAP44,884
39811,39811,ENSG00000220635,KRASP1,552
39812,39812,ENSG00000251946,RNU6-1023P,106
39813,39813,ENSG00000261116,RP3-523K23.2,1933
39814,39814,ENSG00000220725,RP11-228O6.2,380
39815,39815,ENSG00000214604,NPM1P36,835
39816,39816,ENSG00000219095,DHFRP6,268
39817,39817,ENSG00000227602,RP3-445N2.1,330
39818,39818,ENSG00000220666,RCC2P7,1264
39819,39819,ENSG00000216854,RPL17P26,553
39820,39820,ENSG00000200224,RNU6-626P,107
39821,39821,ENSG00000219790,OSTCP6,457
39822,39822,ENSG00000218980,FTH1P15,280
39823,39823,ENSG00000276576,MRPL30P1,468
39824,39824,ENSG00000212017,MIR548U,81
39825,39825,ENSG00000239650,GUSBP4,672
39826,39826,ENSG00000283352,XXbac-BPGBPG55C20.4,675
39827,39827,ENSG00000218189,POM121L14P,1558
39828,39828,ENSG00000214563,GAPDHP15,975
39829,39829,ENSG00000216687,RP11-278J20.2,1415
39830,39830,ENSG00000214561,RBBP4P4,1289
39831,39831,ENSG00000275046,RP11-136G2.1,163
39832,39832,ENSG00000283453,RP3-401D24.1,3018
39833,39833,ENSG00000277172,GAPDHP41,975
39834,39834,ENSG00000275773,RP11-343D24.2,315
39835,39835,ENSG00000274844,RP11-325M4.2,349
39836,39836,ENSG00000276290,RBBP4P3,1283
39837,39837,ENSG00000220030,RP1-91N13.1,414
39838,39838,ENSG00000250686,KHDRBS2-OT1,673
39839,39839,ENSG00000216859,DHFRP5,564
39840,39840,ENSG00000217067,RP11-448N11.2,392
39841,39841,ENSG00000262566,RP11-448N11.3,175
39842,39842,ENSG00000217477,RP11-184C23.1,559
39843,39843,ENSG00000219940,SPTLC1P3,259
39844,39844,ENSG00000218520,RP11-184C23.4,1024
39845,39845,ENSG00000218617,RP3-407E4.2,385
39846,39846,ENSG00000218274,RP3-407E4.3,1548
39847,39847,ENSG00000218048,RP3-407E4.4,968
39848,39848,ENSG00000225121,EEF1B2P5,548
39849,39849,ENSG00000213312,RPL7AP34,801
39850,39850,ENSG00000285976,RP5-1148A21.4,4726
39851,39851,ENSG00000262651,RP11-164N20.2,143
39852,39852,ENSG00000213309,RPL9P18,535
39853,39853,ENSG00000218813,RP11-59D5__B.3,843
39854,39854,ENSG00000219653,GCNT1P4,329
39855,39855,ENSG00000217811,HNRNPDP2,478
39856,39856,ENSG00000243828,RP11-307F22.2,1041
39857,39857,ENSG00000214558,RP11-74E24.2,2436
39858,39858,ENSG00000220483,SLC25A51P1,871
39859,39859,ENSG00000233859,ADH5P4,1110
39860,39860,ENSG00000218890,NUFIP1P1,1479
39861,39861,ENSG00000270521,RP11-24C14.1,586
39862,39862,ENSG00000238949,RNU7-66P,62
39863,39863,ENSG00000212229,ENSG00000212229.1,73
39864,39864,ENSG00000271111,RP11-409K15.1,905
39865,39865,ENSG00000251965,RNA5SP208,78
39866,39866,ENSG00000201015,RNU6-280P,104
39867,39867,ENSG00000206672,Y_RNA_ENSG00000206672,109
39868,39868,ENSG00000270509,RP11-301G19.2,1198
39869,39869,ENSG00000285838,RP11-542F9.2,2872
39870,39870,ENSG00000218834,RP11-361F19.1,190
39871,39871,ENSG00000219085,NPM1P37,874
39872,39872,ENSG00000219881,GAPDHP42,981
39873,39873,ENSG00000216365,RPL37P15,287
39874,39874,ENSG00000238386,RNU7-48P,63
39875,39875,ENSG00000232389,RP11-134K13.2,1101
39876,39876,ENSG00000218870,SLC25A6P6,778
39877,39877,ENSG00000262803,RP11-160A9.3,781
39878,39878,ENSG00000217767,NDUFAB1P1,460
39879,39879,ENSG00000219669,BECN1P2,812
39880,39880,ENSG00000221345,U3_ENSG00000221345,213
39881,39881,ENSG00000218350,LYPLA1P3,695
39882,39882,ENSG00000207180,RNU6-411P,107
39883,39883,ENSG00000232295,RP11-154D6.1,5169
39884,39884,ENSG00000276127,RP11-154D6.2,1231
39885,39885,ENSG00000199094,MIR30C2,72
39886,39886,ENSG00000279289,RP3-331H24.6,3978
39887,39887,ENSG00000207827,MIR30A,71
39888,39888,ENSG00000285963,RP1-288M22.3,1959
39889,39889,ENSG00000219575,RP1-288M22.1,686
39890,39890,ENSG00000218014,KRT19P1,1186
39891,39891,ENSG00000202069,RNU4-66P,138
39892,39892,ENSG00000218732,RP5-1046G13.2,838
39893,39893,ENSG00000217483,RP11-135M8__A.1,598
39894,39894,ENSG00000181514,RP3-474G15.1,1184
39895,39895,ENSG00000285844,RP11-135M8.1,4479
39896,39896,ENSG00000266180,MIR4282,67
39897,39897,ENSG00000232422,KNOP1P4,1438
39898,39898,ENSG00000220515,PGAM1P10,761
39899,39899,ENSG00000234025,RBPMS2P1,623
39900,39900,ENSG00000251360,KHDC1P1,508
39901,39901,ENSG00000239626,RPSAP41,860
39902,39902,ENSG00000234882,EIF3EP1,1316
39903,39903,ENSG00000223389,SDCBP2P1,614
39904,39904,ENSG00000226840,PAICSP3,1168
39905,39905,ENSG00000203909,DPPA5,659
39906,39906,ENSG00000235174,RPL39P3,156
39907,39907,ENSG00000224221,RPS6P8,730
39908,39908,ENSG00000207023,RNU6-975P,105
39909,39909,ENSG00000271986,RN7SL827P,288
39910,39910,ENSG00000223967,RP11-505P4.5,136
39911,39911,ENSG00000218459,RPS27P15,252
39912,39912,ENSG00000279790,RP11-374N7.2,1770
39913,39913,ENSG00000217268,TXNP7,293
39914,39914,ENSG00000217178,RP11-9G10.1,395
39915,39915,ENSG00000218483,RP11-554D15.2,267
39916,39916,ENSG00000219736,RP11-560O20.1,1408
39917,39917,ENSG00000203489,HMGB1P39,880
39918,39918,ENSG00000221332,U3_ENSG00000221332,208
39919,39919,ENSG00000263533,MIR4463,67
39920,39920,ENSG00000217680,UBE2V1P15,448
39921,39921,ENSG00000201291,RNU1-34P,157
39922,39922,ENSG00000219722,RPL26P20,432
39923,39923,ENSG00000220730,H3P27,340
39924,39924,ENSG00000252137,RNU6-1338P,91
39925,39925,ENSG00000217488,RP11-474L11.5,988
39926,39926,ENSG00000252498,RNU6-1016P,94
39927,39927,ENSG00000200091,RN7SKP163,330
39928,39928,ENSG00000285401,RP1-134M13.2,566
39929,39929,ENSG00000252156,RNU6-155P,100
39930,39930,ENSG00000223169,RNA5SP209,97
39931,39931,ENSG00000200040,Y_RNA_ENSG00000200040,113
39932,39932,ENSG00000222652,RNU6-248P,107
39933,39933,ENSG00000238697,RNU6-261P,102
39934,39934,ENSG00000272445,RNU6-84P,102
39935,39935,ENSG00000231762,RP11-354K4.1,2285
39936,39936,ENSG00000276064,RP11-274E6.1,98
39937,39937,ENSG00000219253,RPS6P7,553
39938,39938,ENSG00000217512,RP11-477E3.2,447
39939,39939,ENSG00000220154,RP11-46B11.2,323
39940,39940,ENSG00000201464,Y_RNA_ENSG00000201464,104
39941,39941,ENSG00000286042,LCAL1,4498
39942,39942,ENSG00000217786,RP3-508D13.1,640
39943,39943,ENSG00000218029,RP1-232L24.2,271
39944,39944,ENSG00000262048,RP1-232L24.4,535
39945,39945,ENSG00000218748,DBIP1,260
39946,39946,ENSG00000261970,RP11-342L8.2,367
39947,39947,ENSG00000279659,RP11-177G23.1,1654
39948,39948,ENSG00000220918,RP1-92C4.1,949
39949,39949,ENSG00000285586,RP1-92C4.4,1283
39950,39950,ENSG00000233835,RP1-92C4.2,325
39951,39951,ENSG00000218582,GAPDHP63,1007
39952,39952,ENSG00000220311,RPL35AP18,305
39953,39953,ENSG00000218418,RP11-296E7.1,5914
39954,39954,ENSG00000217377,AK4P5,634
39955,39955,ENSG00000219547,RPL17P25,555
39956,39956,ENSG00000279022,RP11-250B2.4,443
39957,39957,ENSG00000219361,RPSAP72,358
39958,39958,ENSG00000181705,RP11-11L12.2,197
39959,39959,ENSG00000216352,RP11-486E2.1,1349
39960,39960,ENSG00000226089,RP1-300G12.2,786
39961,39961,ENSG00000212336,RNA5SP210,120
39962,39962,ENSG00000232031,RP5-991C6.4,471
39963,39963,ENSG00000206886,SNORA70_ENSG00000206886,133
39964,39964,ENSG00000219702,RP5-991C6.2,293
39965,39965,ENSG00000260574,RP11-801I18.1,87
39966,39966,ENSG00000223044,RNU6-130P,103
39967,39967,ENSG00000220537,RP3-492P14.2,979
39968,39968,ENSG00000220091,LAP3P1,294
39969,39969,ENSG00000219951,RP11-378G13.2,994
39970,39970,ENSG00000226309,SMARCE1P2,1219
39971,39971,ENSG00000219604,RP11-132M7.2,138
39972,39972,ENSG00000216523,RP3-435K13.1,229
39973,39973,ENSG00000220291,RP3-455E7.1,1002
39974,39974,ENSG00000216902,RP1-161C16.1,367
39975,39975,ENSG00000217060,RP11-30P6.1,1590
39976,39976,ENSG00000213211,KRT18P64,1219
39977,39977,ENSG00000216439,DUTP5,469
39978,39978,ENSG00000214460,TPT1P6,514
39979,39979,ENSG00000280232,RP11-321N4.4,618
39980,39980,ENSG00000220563,PKMP3,715
39981,39981,ENSG00000203875,SNHG5,12604
39982,39982,ENSG00000275072,SNORD50B,70
39983,39983,ENSG00000217334,RP11-33E24.3,641
39984,39984,ENSG00000198738,SMIM11P1,178
39985,39985,ENSG00000222686,RNU4-72P,173
39986,39986,ENSG00000200427,Y_RNA_ENSG00000200427,117
39987,39987,ENSG00000218766,RP11-207F8.1,512
39988,39988,ENSG00000202103,RNU4-12P,139
39989,39989,ENSG00000220069,RPL7P27,720
39990,39990,ENSG00000217272,RAB1AP2,572
39991,39991,ENSG00000220831,NDUFA5P9,340
39992,39992,ENSG00000219500,RP11-15J23.1,426
39993,39993,ENSG00000243124,RN7SL643P,291
39994,39994,ENSG00000218561,RP1-253B10.1,401
39995,39995,ENSG00000219190,RP1-253B10.2,411
39996,39996,ENSG00000217769,RP11-76H14.2,304
39997,39997,ENSG00000220240,RP11-76H14.5,137
39998,39998,ENSG00000214457,RPL7P29,728
39999,39999,ENSG00000217169,MTHFD2P2,247
40000,40000,ENSG00000217776,RP11-156F23.2,306
40001,40001,ENSG00000252697,RN7SKP209,304
40002,40002,ENSG00000215477,RCN1P1,996
40003,40003,ENSG00000218313,RP11-393I2.2,936
40004,40004,ENSG00000216990,HSPD1P10,1676
40005,40005,ENSG00000279616,RP1-102H19.7,1775
40006,40006,ENSG00000216324,RP3-382I10.2,294
40007,40007,ENSG00000218793,RP3-382I10.3,982
40008,40008,ENSG00000218698,ST13P16,781
40009,40009,ENSG00000206715,RNU6-444P,108
40010,40010,ENSG00000238628,ENSG00000238628.1,104
40011,40011,ENSG00000207131,Y_RNA_ENSG00000207131,113
40012,40012,ENSG00000240997,RN7SL183P,298
40013,40013,ENSG00000271114,RP11-453D21.1,446
40014,40014,ENSG00000279565,RP4-570O12.3,3502
40015,40015,ENSG00000220131,RP4-570O12.2,354
40016,40016,ENSG00000220267,ACTBP8,1108
40017,40017,ENSG00000222145,SNORA73_ENSG00000222145,189
40018,40018,ENSG00000280277,RP1-72A23.4,2061
40019,40019,ENSG00000220130,RP1-72A23.3,267
40020,40020,ENSG00000220960,RP1-72A23.1,482
40021,40021,ENSG00000223001,RNU2-61P,191
40022,40022,ENSG00000264017,RN7SL336P,297
40023,40023,ENSG00000220418,TUBB3P1,1332
40024,40024,ENSG00000218965,NACAP7,609
40025,40025,ENSG00000239316,RN7SL11P,293
40026,40026,ENSG00000220871,DNAJC19P6,280
40027,40027,ENSG00000217653,PIMREGP3,755
40028,40028,ENSG00000199630,Y_RNA_ENSG00000199630,96
40029,40029,ENSG00000218300,RPL22P14,335
40030,40030,ENSG00000219240,RP11-63K6.5,1396
40031,40031,ENSG00000252891,Y_RNA_ENSG00000252891,110
40032,40032,ENSG00000222078,RN7SKP110,285
40033,40033,ENSG00000218730,RP3-453I5.2,406
40034,40034,ENSG00000266760,MIR4464,92
40035,40035,ENSG00000263734,MIR4643,78
40036,40036,ENSG00000262095,MTATP6P25,261
40037,40037,ENSG00000219087,MTND4LP19,166
40038,40038,ENSG00000220340,MTCO1P56,224
40039,40039,ENSG00000240961,RN7SL415P,289
40040,40040,ENSG00000219867,RP11-40G16.1,586
40041,40041,ENSG00000285961,RP11-173O8.2,2720
40042,40042,ENSG00000220553,RPL5P19,893
40043,40043,ENSG00000200492,U3_ENSG00000200492,211
40044,40044,ENSG00000221455,U3_ENSG00000221455,213
40045,40045,ENSG00000219387,ATF1P1,927
40046,40046,ENSG00000213187,COPS5P1,785
40047,40047,ENSG00000280451,RP11-64I5.1,1212
40048,40048,ENSG00000252249,ENSG00000252249.1,124
40049,40049,ENSG00000229600,RP11-524K14.1,484
40050,40050,ENSG00000220370,RP3-399J4.2,226
40051,40051,ENSG00000279403,RP3-399J4.3,1166
40052,40052,ENSG00000270484,RP3-399J4.4,1780
40053,40053,ENSG00000216853,MTCYBP36,440
40054,40054,ENSG00000219627,CYCSP17,315
40055,40055,ENSG00000219549,RP11-374I15.1,499
40056,40056,ENSG00000219941,KRT18P50,1243
40057,40057,ENSG00000242560,RN7SL797P,297
