s_iri,relationship,t_iri,,,,,,
http://identifiers.org/hgnc/2210,characterize,https://purl.org/ccf/ASCTB-TEMP_ca13181,,,,,,
http://identifiers.org/hgnc/9472,characterize,http://purl.obolibrary.org/obo/CL_0000882,,,,,,
http://identifiers.org/hgnc/895,characterize,https://purl.org/ccf/ASCTB-TEMP_pericyte-cell-of-bladder,,,,,,
http://identifiers.org/hgnc/4086,characterize,https://purl.org/ccf/ASCTB-TEMP_msn430,,,,,,
http://identifiers.org/hgnc/17257,characterize,http://purl.obolibrary.org/obo/CL_4033020,,,,,,
http://identifiers.org/hgnc/16905,characterize,http://purl.obolibrary.org/obo/CL_0009075,,,,,,
http://identifiers.org/hgnc/1072,characterize,https://purl.org/ccf/ASCTB-TEMP_fbl24,,,,,,
http://identifiers.org/hgnc/1799,characterize,http://purl.obolibrary.org/obo/CL_0009071,,,,,,
http://identifiers.org/hgnc/4711,characterize,http://purl.obolibrary.org/obo/CL_0000938,,,,,,
http://identifiers.org/hgnc/6111,characterize,http://purl.obolibrary.org/obo/PCL_0015032,,,,,,
http://identifiers.org/hgnc/3498,characterize,https://purl.org/ccf/ASCTB-TEMP_vendvc16,,,,,,
http://identifiers.org/hgnc/4414,characterize,https://purl.org/ccf/ASCTB-TEMP_nkcell2,,,,,,
http://identifiers.org/hgnc/3128,characterize,http://purl.obolibrary.org/obo/CL_0000972,,,,,,
http://identifiers.org/hgnc/7228,characterize,https://purl.org/ccf/ASCTB-TEMP_splenic-perifollicular-zone-macrophage,,,,,,
http://identifiers.org/hgnc/1633,characterize,http://purl.obolibrary.org/obo/CL_0000815,,,,,,
http://identifiers.org/hgnc/130,characterize,https://purl.org/ccf/ASCTB-TEMP_vascular-smooth-muscle,,,,,,
http://identifiers.org/hgnc/7218,characterize,http://purl.obolibrary.org/obo/CL_0000775,,,,,,
http://identifiers.org/hgnc/26256,characterize,https://purl.org/ccf/ASCTB-TEMP_cbi300,,,,,,
http://identifiers.org/hgnc/1659,characterize,http://purl.obolibrary.org/obo/CL_0000942,,,,,,
http://identifiers.org/hgnc/11922,characterize,http://purl.obolibrary.org/obo/CL_0000818,,,,,,
http://identifiers.org/hgnc/10909,characterize,http://purl.obolibrary.org/obo/CL_0000866,,,,,,
http://identifiers.org/hgnc/8109,characterize,http://purl.obolibrary.org/obo/CL_0000897,,,,,,
http://identifiers.org/hgnc/5344,characterize,http://purl.obolibrary.org/obo/CL_1000489,,,,,,
http://identifiers.org/hgnc/7981,characterize,http://purl.obolibrary.org/obo/CL_0002038,,,,,,
http://identifiers.org/hgnc/17935,characterize,http://purl.obolibrary.org/obo/CL_0000453,,,,,,
http://identifiers.org/hgnc/3613,characterize,http://purl.obolibrary.org/obo/CL_0000559,,,,,,
http://identifiers.org/hgnc/21184,characterize,https://purl.org/ccf/ASCTB-TEMP_cbi299,,,,,,
http://identifiers.org/hgnc/1706,characterize,http://purl.obolibrary.org/obo/CL_0000542,,,,,,
http://identifiers.org/hgnc/3467,characterize,https://purl.org/ccf/ASCTB-TEMP_splat421,,,,,,
http://identifiers.org/hgnc/1662,characterize,http://purl.obolibrary.org/obo/CL_1000412,,,,,,
http://identifiers.org/hgnc/20303,characterize,https://purl.org/ccf/ASCTB-TEMP_ca13181,,,,,,
http://identifiers.org/hgnc/8021,characterize,https://purl.org/ccf/ASCTB-TEMP_amnion-mesenchymal-stromal-cell-amsc,,,,,,
http://identifiers.org/hgnc/1662,characterize,http://purl.obolibrary.org/obo/CL_0002620,,,,,,
http://identifiers.org/hgnc/1631,characterize,http://purl.obolibrary.org/obo/CL_0000866,,,,,,
http://identifiers.org/hgnc/1678,characterize,http://purl.obolibrary.org/obo/CL_0000084,,,,,,
http://identifiers.org/hgnc/1667,characterize,http://purl.obolibrary.org/obo/CL_0000980,,,,,,
http://identifiers.org/hgnc/1706,characterize,https://purl.org/ccf/ASCTB-TEMP_cytotoxic-memory-t-cell,,,,,,
http://identifiers.org/hgnc/6653,characterize,https://purl.org/ccf/ASCTB-TEMP_splat384,,,,,,
http://identifiers.org/hgnc/10024,characterize,http://purl.obolibrary.org/obo/CL_0000636,,,,,,
http://identifiers.org/hgnc/60,characterize,http://purl.obolibrary.org/obo/CL_0002144,,,,,,
http://identifiers.org/hgnc/6934,characterize,http://purl.obolibrary.org/obo/CL_0000669,,,,,,
http://identifiers.org/hgnc/7955,characterize,http://purl.obolibrary.org/obo/CL_0000540,,,,,,
http://identifiers.org/hgnc/3349,characterize,http://purl.obolibrary.org/obo/CL_1000489,,,,,,
http://identifiers.org/hgnc/8951,characterize,http://purl.obolibrary.org/obo/CL_1001096,,,,,,
http://identifiers.org/hgnc/19087,characterize,https://purl.org/ccf/ASCTB-TEMP_splat368,,,,,,
http://identifiers.org/hgnc/10044,characterize,http://purl.obolibrary.org/obo/CL_0000883,,,,,,
https://purl.org/ccf/ASCTB-TEMP_loc100996671,characterize,http://purl.obolibrary.org/obo/PCL_0015049,,,,,,
http://identifiers.org/hgnc/6149,characterize,http://purl.obolibrary.org/obo/CL_0000775,,,,,,
http://identifiers.org/hgnc/6740,characterize,https://purl.org/ccf/ASCTB-TEMP_monocyte,,,,,,
http://identifiers.org/hgnc/1674,characterize,http://purl.obolibrary.org/obo/CL_0001062,,,,,,
http://identifiers.org/hgnc/5318,characterize,https://purl.org/ccf/ASCTB-TEMP_astro56,,,,,,
http://identifiers.org/hgnc/20778,characterize,http://purl.obolibrary.org/obo/CL_0000740,,,,,,
http://identifiers.org/hgnc/6348,characterize,https://purl.org/ccf/ASCTB-TEMP_myeloid-progenitor-mop,,,,,,
http://identifiers.org/hgnc/24579,characterize,http://purl.obolibrary.org/obo/CL_0009076,,,,,,
http://identifiers.org/hgnc/3611,characterize,http://purl.obolibrary.org/obo/CL_0000767,,,,,,
http://identifiers.org/hgnc/2336,characterize,http://purl.obolibrary.org/obo/CL_0000788,,,,,,
https://purl.org/ccf/ASCTB-TEMP_pifo,characterize,https://purl.org/ccf/ASCTB-TEMP_ciliated-epithelial-cell,,,,,,
https://purl.org/ccf/ASCTB-TEMP_cd31,characterize,http://purl.obolibrary.org/obo/CL_1001099,,,,,,
http://identifiers.org/hgnc/1452,characterize,http://purl.obolibrary.org/obo/CL_0009072,,,,,,
http://identifiers.org/hgnc/50507,characterize,https://purl.org/ccf/ASCTB-TEMP_ca4198,,,,,,
http://identifiers.org/hgnc/10250,characterize,http://purl.obolibrary.org/obo/CL_1000850,,,,,,
http://identifiers.org/hgnc/1639,characterize,http://purl.obolibrary.org/obo/CL_0000796,,,,,,
http://identifiers.org/hgnc/3498,characterize,https://purl.org/ccf/ASCTB-TEMP_venda18,,,,,,
https://purl.org/ccf/ASCTB-TEMP_uroguanylin,characterize,https://purl.org/ccf/ASCTB-TEMP_bche-butyrylcholinesterase-cell,,,,,,
http://identifiers.org/hgnc/4942,characterize,http://purl.obolibrary.org/obo/CL_0009072,,,,,,
http://identifiers.org/hgnc/9666,characterize,http://purl.obolibrary.org/obo/CL_0000583,,,,,,
http://identifiers.org/hgnc/5541,characterize,http://purl.obolibrary.org/obo/CL_0009114,,,,,,
http://identifiers.org/hgnc/11922,characterize,https://purl.org/ccf/ASCTB-TEMP_cytotoxic-memory-t-cell,,,,,,
https://purl.org/ccf/ASCTB-TEMP_ctd-2215l10-1,characterize,https://purl.org/ccf/ASCTB-TEMP_dg205,,,,,,
https://purl.org/ccf/ASCTB-TEMP_rp11-799o21-2,characterize,https://purl.org/ccf/ASCTB-TEMP_mge248,,,,,,
http://identifiers.org/hgnc/4709,characterize,http://purl.obolibrary.org/obo/CL_0001050,,,,,,
http://identifiers.org/hgnc/20754,characterize,https://purl.org/ccf/ASCTB-TEMP_midi435,,,,,,
http://identifiers.org/hgnc/6138,characterize,http://purl.obolibrary.org/obo/CL_0000553,,,,,,
http://identifiers.org/hgnc/8968,characterize,http://purl.obolibrary.org/obo/CL_1000331,,,,,,
http://identifiers.org/hgnc/2428,characterize,http://purl.obolibrary.org/obo/CL_0000788,,,,,,
http://identifiers.org/hgnc/3620,characterize,http://purl.obolibrary.org/obo/CL_0000775,,,,,,
http://identifiers.org/hgnc/1001,characterize,http://purl.obolibrary.org/obo/CL_0009112,,,,,,
https://purl.org/ccf/ASCTB-TEMP_ac004538-3,characterize,https://purl.org/ccf/ASCTB-TEMP_ca13179,,,,,,
http://identifiers.org/hgnc/11068,characterize,http://purl.obolibrary.org/obo/CL_4030020,,,,,,
http://identifiers.org/hgnc/6482,characterize,https://purl.org/ccf/ASCTB-TEMP_bgl51,,,,,,
http://identifiers.org/hgnc/4579,characterize,http://purl.obolibrary.org/obo/CL_0000748,,,,,,
http://identifiers.org/hgnc/7028,characterize,http://purl.obolibrary.org/obo/CL_0000049,,,,,,
https://purl.org/ccf/ASCTB-TEMP_ctd-2058b24-2,characterize,https://purl.org/ccf/ASCTB-TEMP_ulit135,,,,,,
http://identifiers.org/hgnc/6776,characterize,http://purl.obolibrary.org/obo/CL_0002038,,,,,,
http://identifiers.org/hgnc/3349,characterize,http://purl.obolibrary.org/obo/CL_0000840,,,,,,
https://purl.org/ccf/ASCTB-TEMP_rp11-321p16-3,characterize,https://purl.org/ccf/ASCTB-TEMP_lrl317,,,,,,
http://identifiers.org/hgnc/41926,characterize,https://purl.org/ccf/ASCTB-TEMP_ulit129,,,,,,
http://identifiers.org/hgnc/29348,characterize,http://purl.obolibrary.org/obo/PCL_0015037,,,,,,
http://identifiers.org/hgnc/21063,characterize,https://purl.org/ccf/ASCTB-TEMP_amex156,,,,,,
http://identifiers.org/hgnc/13542,characterize,http://purl.obolibrary.org/obo/PCL_0015097,,,,,,
http://identifiers.org/hgnc/8620,characterize,https://purl.org/ccf/ASCTB-TEMP_emsn234,,,,,,
http://identifiers.org/hgnc/1681,characterize,http://purl.obolibrary.org/obo/CL_0000236,,,,,,
http://identifiers.org/hgnc/5541,characterize,http://purl.obolibrary.org/obo/CL_0000980,,,,,,
https://purl.org/ccf/ASCTB-TEMP_ca2,characterize,http://purl.obolibrary.org/obo/CL_0000212,,,,,,
http://identifiers.org/hgnc/1667,characterize,https://purl.org/ccf/ASCTB-TEMP_lympho-myeloid-progenitor-cell-lmpp,,,,,,
https://purl.org/ccf/ASCTB-TEMP_ac092684-1,characterize,https://purl.org/ccf/ASCTB-TEMP_thex450,,,,,,
http://identifiers.org/hgnc/2334,characterize,http://purl.obolibrary.org/obo/CL_0000499,,,,,,
http://identifiers.org/hgnc/1346,characterize,http://purl.obolibrary.org/obo/CL_0009078,,,,,,
http://identifiers.org/hgnc/6714,characterize,http://purl.obolibrary.org/obo/PCL_0015089,,,,,,
http://identifiers.org/hgnc/6068,characterize,http://purl.obolibrary.org/obo/CL_0002095,,,,,,
http://identifiers.org/hgnc/8823,characterize,http://purl.obolibrary.org/obo/CL_0009108,,,,,,
http://identifiers.org/hgnc/12709,characterize,http://purl.obolibrary.org/obo/CL_0000826,,,,,,
http://identifiers.org/hgnc/2252,characterize,http://purl.obolibrary.org/obo/CL_0000815,,,,,,
http://identifiers.org/hgnc/10620,characterize,http://purl.obolibrary.org/obo/CL_0002138,,,,,,
http://identifiers.org/hgnc/1435,characterize,http://purl.obolibrary.org/obo/CL_0002095,,,,,,
http://identifiers.org/hgnc/6380,characterize,http://purl.obolibrary.org/obo/CL_0002437,,,,,,
http://identifiers.org/hgnc/23631,characterize,https://purl.org/ccf/ASCTB-TEMP_splat371,,,,,,
http://identifiers.org/hgnc/384,characterize,https://purl.org/ccf/ASCTB-TEMP_hillock-cell-of-prostatic-urethra,,,,,,
http://identifiers.org/hgnc/11801,characterize,http://purl.obolibrary.org/obo/CL_1000489,,,,,,
http://identifiers.org/hgnc/16379,characterize,https://purl.org/ccf/ASCTB-TEMP_dlnp91,,,,,,
http://identifiers.org/hgnc/24323,characterize,https://purl.org/ccf/ASCTB-TEMP_thex453,,,,,,
http://identifiers.org/hgnc/25552,characterize,https://purl.org/ccf/ASCTB-TEMP_thex372,,,,,,
http://identifiers.org/hgnc/54284,characterize,https://purl.org/ccf/ASCTB-TEMP_mgl4,,,,,,
https://purl.org/ccf/ASCTB-TEMP_m-z-788-6153,characterize,http://purl.obolibrary.org/obo/CL_0000740,,,,,,
http://identifiers.org/hgnc/1607,characterize,http://purl.obolibrary.org/obo/CL_0000899,,,,,,
http://identifiers.org/hgnc/6024,characterize,http://purl.obolibrary.org/obo/CL_0000767,,,,,,
http://identifiers.org/hgnc/11529,characterize,http://purl.obolibrary.org/obo/CL_4033021,,,,,,
http://identifiers.org/hgnc/1593,characterize,http://purl.obolibrary.org/obo/PCL_0015021,,,,,,
http://identifiers.org/hgnc/30455,characterize,http://purl.obolibrary.org/obo/CL_0000071,,,,,,
http://identifiers.org/hgnc/9666,characterize,http://purl.obolibrary.org/obo/CL_0002437,,,,,,
http://identifiers.org/hgnc/10727,characterize,https://purl.org/ccf/ASCTB-TEMP_dlct6b108,,,,,,
http://identifiers.org/hgnc/13222,characterize,http://purl.obolibrary.org/obo/CL_0009082,,,,,,
http://identifiers.org/hgnc/2705,characterize,https://purl.org/ccf/ASCTB-TEMP_dpt-fibroblast-cell-of-bladder,,,,,,
http://identifiers.org/hgnc/26705,characterize,http://purl.obolibrary.org/obo/CL_0002059,,,,,,
http://identifiers.org/hgnc/28416,characterize,https://purl.org/ccf/ASCTB-TEMP_mgl8,,,,,,
http://identifiers.org/hgnc/5476,characterize,http://purl.obolibrary.org/obo/CL_0002585,,,,,,
http://identifiers.org/hgnc/16232,characterize,http://purl.obolibrary.org/obo/CL_0009089,,,,,,
http://identifiers.org/hgnc/2538,characterize,http://purl.obolibrary.org/obo/CL_0009070,,,,,,
https://purl.org/ccf/ASCTB-TEMP_rp11-312a15-5,characterize,https://purl.org/ccf/ASCTB-TEMP_url308,,,,,,
http://identifiers.org/hgnc/2185,characterize,http://purl.obolibrary.org/obo/CL_0000743,,,,,,
http://identifiers.org/hgnc/409,characterize,http://purl.obolibrary.org/obo/CL_4033023,,,,,,
http://identifiers.org/hgnc/37078,characterize,https://purl.org/ccf/ASCTB-TEMP_midi441,,,,,,
http://identifiers.org/hgnc/1678,characterize,http://purl.obolibrary.org/obo/CL_0001062,,,,,,
http://identifiers.org/hgnc/10492,characterize,http://purl.obolibrary.org/obo/CL_1000417,,,,,,
https://purl.org/ccf/ASCTB-TEMP_loc101927874,characterize,http://purl.obolibrary.org/obo/PCL_0015087,,,,,,
https://purl.org/ccf/ASCTB-TEMP_loc401134,characterize,http://purl.obolibrary.org/obo/PCL_0015092,,,,,,
http://identifiers.org/hgnc/6152,characterize,http://purl.obolibrary.org/obo/CL_0000887,,,,,,
http://identifiers.org/hgnc/4943,characterize,http://purl.obolibrary.org/obo/CL_0002399,,,,,,
http://identifiers.org/hgnc/13278,characterize,http://purl.obolibrary.org/obo/PCL_0015078,,,,,,
http://identifiers.org/hgnc/19090,characterize,https://purl.org/ccf/ASCTB-TEMP_splat379,,,,,,
http://identifiers.org/hgnc/4172,characterize,http://purl.obolibrary.org/obo/CL_1000716,,,,,,
http://identifiers.org/hgnc/7035,characterize,http://purl.obolibrary.org/obo/CL_1000493,,,,,,
http://identifiers.org/hgnc/28572,characterize,https://purl.org/ccf/ASCTB-TEMP_mmb332,,,,,,
http://identifiers.org/hgnc/25552,characterize,https://purl.org/ccf/ASCTB-TEMP_splat393,,,,,,
http://identifiers.org/hgnc/20657,characterize,https://purl.org/ccf/ASCTB-TEMP_airway-submucosal-gland-ciliated-duct-cell,,,,,,
http://identifiers.org/hgnc/15576,characterize,https://purl.org/ccf/ASCTB-TEMP_midi440,,,,,,
http://identifiers.org/hgnc/6551,characterize,https://purl.org/ccf/ASCTB-TEMP_splat370,,,,,,
http://identifiers.org/hgnc/9958,characterize,http://purl.obolibrary.org/obo/CL_0000648,,,,,,
http://identifiers.org/hgnc/6895,characterize,http://purl.obolibrary.org/obo/CL_0009109,,,,,,
http://identifiers.org/hgnc/8139,characterize,https://purl.org/ccf/ASCTB-TEMP_emsn227,,,,,,
http://identifiers.org/hgnc/11528,characterize,https://purl.org/ccf/ASCTB-TEMP_glutamic-acid-decarboxylase-65-cell,,,,,,
http://identifiers.org/hgnc/7976,characterize,https://purl.org/ccf/ASCTB-TEMP_splat424,,,,,,
http://identifiers.org/hgnc/10918,characterize,http://purl.obolibrary.org/obo/CL_1001099,,,,,,
http://identifiers.org/hgnc/9459,characterize,http://purl.obolibrary.org/obo/CL_1001107,,,,,,
http://identifiers.org/hgnc/52997,characterize,https://purl.org/ccf/ASCTB-TEMP_msn210,,,,,,
http://identifiers.org/hgnc/2605,characterize,https://purl.org/ccf/ASCTB-TEMP_alveolar-macrophage-mt-positive,,,,,,
http://identifiers.org/hgnc/7107,characterize,http://purl.obolibrary.org/obo/CL_0000844,,,,,,
http://identifiers.org/hgnc/14449,characterize,http://purl.obolibrary.org/obo/PCL_0015110,,,,,,
http://identifiers.org/hgnc/6152,characterize,http://purl.obolibrary.org/obo/CL_0000784,,,,,,
http://identifiers.org/hgnc/5525,characterize,http://purl.obolibrary.org/obo/CL_0000980,,,,,,
http://identifiers.org/hgnc/12371,characterize,https://purl.org/ccf/ASCTB-TEMP_airway-submucosal-gland-ciliated-duct-cell,,,,,,
http://identifiers.org/hgnc/11526,characterize,https://purl.org/ccf/ASCTB-TEMP_llc268,,,,,,
http://identifiers.org/hgnc/1434,characterize,http://purl.obolibrary.org/obo/CL_4030017,,,,,,
http://identifiers.org/hgnc/4411,characterize,http://purl.obolibrary.org/obo/CL_0000604,,,,,,
http://identifiers.org/hgnc/11599,characterize,http://purl.obolibrary.org/obo/CL_0000623,,,,,,
http://identifiers.org/hgnc/2047,characterize,https://purl.org/ccf/ASCTB-TEMP_endothelial-cell,,,,,,
http://identifiers.org/hgnc/1695,characterize,http://purl.obolibrary.org/obo/CL_0000915,,,,,,
http://identifiers.org/hgnc/16953,characterize,https://purl.org/ccf/ASCTB-TEMP_ca13163,,,,,,
http://identifiers.org/hgnc/11241,characterize,https://purl.org/ccf/ASCTB-TEMP_myeloid-progenitor-mop,,,,,,
http://identifiers.org/hgnc/14268,characterize,http://purl.obolibrary.org/obo/PCL_0015015,,,,,,
http://identifiers.org/hgnc/11922,characterize,http://purl.obolibrary.org/obo/CL_0002436,,,,,,
http://identifiers.org/hgnc/6895,characterize,http://purl.obolibrary.org/obo/CL_0009108,,,,,,
https://purl.org/ccf/ASCTB-TEMP_cd69,characterize,https://purl.org/ccf/ASCTB-TEMP_innate-lymphoid-cell,,,,,,
http://identifiers.org/hgnc/20771,characterize,http://purl.obolibrary.org/obo/CL_0002332,,,,,,
http://identifiers.org/hgnc/1544,characterize,https://purl.org/ccf/ASCTB-TEMP_dlit146,,,,,,
https://purl.org/ccf/ASCTB-TEMP_-enolase,characterize,https://purl.org/ccf/ASCTB-TEMP_limbal-stem-cells,,,,,,
http://identifiers.org/hgnc/11092,characterize,https://purl.org/ccf/ASCTB-TEMP_lipofibroblast-cell-of-ureter,,,,,,
http://identifiers.org/hgnc/2200,characterize,http://purl.obolibrary.org/obo/CL_1001607,,,,,,
http://identifiers.org/hgnc/20657,characterize,http://purl.obolibrary.org/obo/CL_4033023,,,,,,
http://identifiers.org/hgnc/1697,characterize,http://purl.obolibrary.org/obo/CL_0000788,,,,,,
http://identifiers.org/hgnc/2198,characterize,http://purl.obolibrary.org/obo/CL_0009079,,,,,,
http://identifiers.org/hgnc/27287,characterize,https://purl.org/ccf/ASCTB-TEMP_epen70,,,,,,
http://identifiers.org/hgnc/12405,characterize,https://purl.org/ccf/ASCTB-TEMP_dg204,,,,,,
http://identifiers.org/hgnc/13875,characterize,http://purl.obolibrary.org/obo/PCL_0015101,,,,,,
http://identifiers.org/hgnc/1706,characterize,http://purl.obolibrary.org/obo/CL_0001062,,,,,,
http://identifiers.org/hgnc/12559,characterize,http://purl.obolibrary.org/obo/CL_1001109,,,,,,
http://identifiers.org/hgnc/6415,characterize,https://purl.org/ccf/ASCTB-TEMP_hillock-cell-of-prostatic-urethra,,,,,,
http://identifiers.org/hgnc/2210,characterize,https://purl.org/ccf/ASCTB-TEMP_ulit128,,,,,,
http://identifiers.org/hgnc/9666,characterize,http://purl.obolibrary.org/obo/CL_0000840,,,,,,
http://identifiers.org/hgnc/14082,characterize,https://purl.org/ccf/ASCTB-TEMP_oligo44,,,,,,
http://identifiers.org/hgnc/6442,characterize,http://purl.obolibrary.org/obo/CL_1000352,,,,,,
https://purl.org/ccf/ASCTB-TEMP_cd31,characterize,https://purl.org/ccf/ASCTB-TEMP_lymphatics,,,,,,
http://identifiers.org/hgnc/3236,characterize,http://purl.obolibrary.org/obo/CL_0000525,,,,,,
https://purl.org/ccf/ASCTB-TEMP_loc105374971,characterize,http://purl.obolibrary.org/obo/PCL_0015091,,,,,,
https://purl.org/ccf/ASCTB-TEMP_rp11-217c7-1,characterize,https://purl.org/ccf/ASCTB-TEMP_dg201,,,,,,
http://identifiers.org/hgnc/11641,characterize,https://purl.org/ccf/ASCTB-TEMP_splat373,,,,,,
http://identifiers.org/hgnc/17382,characterize,http://purl.obolibrary.org/obo/PCL_0015037,,,,,,
https://purl.org/ccf/ASCTB-TEMP_hla-dr,characterize,http://purl.obolibrary.org/obo/CL_0002399,,,,,,
https://purl.org/ccf/ASCTB-TEMP_podoplanin,characterize,https://purl.org/ccf/ASCTB-TEMP_lymphatic,,,,,,
http://identifiers.org/hgnc/9446,characterize,https://purl.org/ccf/ASCTB-TEMP_amex405,,,,,,
http://identifiers.org/hgnc/1759,characterize,http://purl.obolibrary.org/obo/CL_0000132,,,,,,
http://identifiers.org/hgnc/16892,characterize,http://purl.obolibrary.org/obo/CL_0000084,,,,,,
http://identifiers.org/hgnc/24665,characterize,https://purl.org/ccf/ASCTB-TEMP_dlnp94,,,,,,
http://identifiers.org/hgnc/11782,characterize,http://purl.obolibrary.org/obo/CL_3000002,,,,,,
http://identifiers.org/hgnc/4028,characterize,https://purl.org/ccf/ASCTB-TEMP_transitional-principal-intercalated-cell,,,,,,
http://identifiers.org/hgnc/50687,characterize,https://purl.org/ccf/ASCTB-TEMP_splat356,,,,,,
http://identifiers.org/hgnc/2186,characterize,http://purl.obolibrary.org/obo/CL_1001607,,,,,,
http://identifiers.org/hgnc/10882,characterize,https://purl.org/ccf/ASCTB-TEMP_mmb333,,,,,,
http://identifiers.org/hgnc/32696,characterize,https://purl.org/ccf/ASCTB-TEMP_msn217,,,,,,
http://identifiers.org/hgnc/591,characterize,http://purl.obolibrary.org/obo/CL_0000788,,,,,,
https://purl.org/ccf/ASCTB-TEMP_sema3g,characterize,https://purl.org/ccf/ASCTB-TEMP_endothelial-cell,,,,,,
http://identifiers.org/hgnc/7035,characterize,http://purl.obolibrary.org/obo/CL_0009107,,,,,,
http://identifiers.org/hgnc/2705,characterize,https://purl.org/ccf/ASCTB-TEMP_pi16-fibroblast-cell-of-ureter,,,,,,
http://identifiers.org/hgnc/20754,characterize,https://purl.org/ccf/ASCTB-TEMP_mge249,,,,,,
http://identifiers.org/hgnc/537,characterize,http://purl.obolibrary.org/obo/CL_0000897,,,,,,
http://identifiers.org/hgnc/1628,characterize,http://purl.obolibrary.org/obo/CL_0001058,,,,,,
http://identifiers.org/hgnc/10882,characterize,https://purl.org/ccf/ASCTB-TEMP_splat413,,,,,,
http://identifiers.org/hgnc/6593,characterize,https://purl.org/ccf/ASCTB-TEMP_splat377,,,,,,
http://identifiers.org/hgnc/11599,characterize,http://purl.obolibrary.org/obo/CL_0001067,,,,,,
http://identifiers.org/hgnc/14632,characterize,http://purl.obolibrary.org/obo/PCL_0015053,,,,,,
http://identifiers.org/hgnc/2705,characterize,http://purl.obolibrary.org/obo/CL_0000057,,,,,,
http://identifiers.org/hgnc/1093,characterize,http://purl.obolibrary.org/obo/CL_0000764,,,,,,
https://purl.org/ccf/ASCTB-TEMP_rp11-286o1-1,characterize,https://purl.org/ccf/ASCTB-TEMP_dlnp92,,,,,,
http://identifiers.org/hgnc/12726,characterize,http://purl.obolibrary.org/obo/CL_0002350,,,,,,
https://purl.org/ccf/ASCTB-TEMP_hgnc-9666,characterize,http://purl.obolibrary.org/obo/CL_0000815,,,,,,
http://identifiers.org/hgnc/4711,characterize,http://purl.obolibrary.org/obo/CL_0000934,,,,,,
http://identifiers.org/hgnc/7656,characterize,http://purl.obolibrary.org/obo/CL_0000837,,,,,,
http://identifiers.org/hgnc/19364,characterize,http://purl.obolibrary.org/obo/CL_0002062,,,,,,
http://identifiers.org/hgnc/2252,characterize,http://purl.obolibrary.org/obo/CL_0000583,,,,,,
http://identifiers.org/hgnc/20766,characterize,https://purl.org/ccf/ASCTB-TEMP_airway-submucosal-gland-ciliated-duct-cells,,,,,,
http://identifiers.org/hgnc/10632,characterize,http://purl.obolibrary.org/obo/CL_0000909,,,,,,
http://identifiers.org/hgnc/11743,characterize,https://purl.org/ccf/ASCTB-TEMP_splat359,,,,,,
http://identifiers.org/hgnc/10720,characterize,http://purl.obolibrary.org/obo/CL_0000900,,,,,,
http://identifiers.org/hgnc/11926,characterize,http://purl.obolibrary.org/obo/CL_0009103,,,,,,
http://identifiers.org/hgnc/8831,characterize,https://purl.org/ccf/ASCTB-TEMP_msn430,,,,,,
http://identifiers.org/hgnc/7035,characterize,http://purl.obolibrary.org/obo/CL_0019018,,,,,,
http://identifiers.org/hgnc/52704,characterize,https://purl.org/ccf/ASCTB-TEMP_misc164,,,,,,
http://identifiers.org/hgnc/43643,characterize,https://purl.org/ccf/ASCTB-TEMP_msn213,,,,,,
http://identifiers.org/hgnc/2705,characterize,http://purl.obolibrary.org/obo/CL_4033016,,,,,,
http://identifiers.org/hgnc/43906,characterize,https://purl.org/ccf/ASCTB-TEMP_chrp76,,,,,,
http://identifiers.org/hgnc/6024,characterize,http://purl.obolibrary.org/obo/CL_0000899,,,,,,
http://identifiers.org/hgnc/6441,characterize,https://purl.org/ccf/ASCTB-TEMP_respiratory-suprabasal-cell,,,,,,
http://identifiers.org/hgnc/3969,characterize,https://purl.org/ccf/ASCTB-TEMP_mmb325,,,,,,
http://identifiers.org/hgnc/1636,characterize,http://purl.obolibrary.org/obo/CL_0000845,,,,,,
https://purl.org/ccf/ASCTB-TEMP_ac018717-1,characterize,https://purl.org/ccf/ASCTB-TEMP_epen66,,,,,,
https://purl.org/ccf/ASCTB-TEMP_cdh1,characterize,http://purl.obolibrary.org/obo/CL_1001106,,,,,,
https://purl.org/ccf/ASCTB-TEMP_cxcr4,characterize,http://purl.obolibrary.org/obo/CL_0000084,,,,,,
http://identifiers.org/hgnc/7593,characterize,http://purl.obolibrary.org/obo/CL_0000540,,,,,,
http://identifiers.org/hgnc/19265,characterize,http://purl.obolibrary.org/obo/PCL_0015013,,,,,,
http://identifiers.org/hgnc/15195,characterize,http://purl.obolibrary.org/obo/PCL_0015111,,,,,,
http://identifiers.org/hgnc/18123,characterize,http://purl.obolibrary.org/obo/PCL_0015074,,,,,,
http://identifiers.org/hgnc/20412,characterize,http://purl.obolibrary.org/obo/CL_1000321,,,,,,
http://identifiers.org/hgnc/1667,characterize,http://purl.obolibrary.org/obo/CL_0000049,,,,,,
http://identifiers.org/hgnc/13299,characterize,http://purl.obolibrary.org/obo/CL_4033025,,,,,,
https://purl.org/ccf/ASCTB-TEMP_rp11-81d17-1,characterize,https://purl.org/ccf/ASCTB-TEMP_dlct6b106,,,,,,
http://identifiers.org/hgnc/11892,characterize,http://purl.obolibrary.org/obo/CL_0000897,,,,,,
http://identifiers.org/hgnc/8021,characterize,http://purl.obolibrary.org/obo/CL_0009110,,,,,,
http://identifiers.org/hgnc/6015,characterize,http://purl.obolibrary.org/obo/CL_0000818,,,,,,
http://identifiers.org/hgnc/787,characterize,http://purl.obolibrary.org/obo/CL_0004253,,,,,,
