organ,id,rdfs_label,name,b_type
large_intestine,HGNC:2211,,Col6A1,protein
large_intestine,HGNC:2212,,Col6A2,protein
large_intestine,HGNC:1050,,S100,gene
large_intestine,HGNC:7656,,CD56,gene
large_intestine,HGNC:12513,,PGP9.5,gene
large_intestine,HGNC:1050,,CD274/PDL1,protein
large_intestine,HGNC:7656,,CD56,protein
large_intestine,HGNC:12513,,PGP9.5,protein
large_intestine,HGNC:9461,,peripherin,gene
large_intestine,HGNC:6839,,MAP-2,gene
large_intestine,HGNC:9461,,peripherin,protein
large_intestine,HGNC:6839,,MAP-2,protein
large_intestine,,,sialyl lewis a antigen,protein
large_intestine,HGNC:2336,,CD21,gene
large_intestine,HGNC:1633,,CD19,gene
large_intestine,HGNC:7315,,CD20,gene
large_intestine,HGNC:1698,,CD79a,gene
large_intestine,HGNC:2336,,CD21,protein
large_intestine,HGNC:1633,,CD19,protein
large_intestine,HGNC:7315,,CD20,protein
large_intestine,HGNC:1698,,CD79a,protein
large_intestine,HGNC:6106,,FOXP3,gene
large_intestine,HGNC:6008,,CD25,gene
large_intestine,HGNC:6106,,FOXP3,protein
large_intestine,HGNC:6008,,CD25,protein
large_intestine,HGNC:1697,,HLA-DR,gene
large_intestine,HGNC:1631,,CD163,gene
large_intestine,HGNC:7228,,CD206,gene
large_intestine,HGNC:1693,,CD68,gene
large_intestine,HGNC:1697,,HLA-DR,protein
large_intestine,HGNC:1631,,CD163,protein
large_intestine,HGNC:7228,,CD206,protein
large_intestine,HGNC:6149,,CD11B,protein
large_intestine,HGNC:1693,,CD68,protein
large_intestine,HGNC:921,,CD57,gene
large_intestine,HGNC:6152,,CD11c,gene
large_intestine,HGNC:18788,,NKG2D,gene
large_intestine,HGNC:1695,,CD57,protein
large_intestine,HGNC:6152,,CD11c,protein
large_intestine,HGNC:18788,,NKG2D,protein
large_intestine,HGNC:14687,,LYVE-1,gene
large_intestine,HGNC:14687,,LYVE-1,protein
large_intestine,HGNC:6765,,MADCAM1,gene
large_intestine,HGNC:6765,,MADCAM1,protein
large_intestine,HGNC:10658,,CD138,gene
large_intestine,HGNC:10658,,CD138,protein
large_intestine,HGNC:6342,,CD117,gene
large_intestine,HGNC:10922,,MCT,gene
large_intestine,HGNC:6342,,CD117,protein
large_intestine,HGNC:10922,,MCT,protein
large_intestine,HGNC:4015,,CD15,gene
large_intestine,HGNC:3619,,CD16,gene
large_intestine,HGNC:4015,,CD15,protein
large_intestine,HGNC:3619,,CD16,protein
large_intestine,HGNC:921,,CD57,protein
large_intestine,HGNC:6012,,CD123,gene
large_intestine,HGNC:6012,,CD123,protein
large_intestine,HGNC:6024,,CD127,gene
large_intestine,HGNC:6373,,CD161,gene
large_intestine,HGNC:6024,,CD127,protein
large_intestine,HGNC:6373,,CD161,protein
large_intestine,HGNC:17635,,PDL1,gene
large_intestine,HGNC:17635,,PDL1,protein
large_intestine,HGNC:8823,PECAM1,CD31,protein
large_intestine,HGNC:1050,,S100,protein
large_intestine,HGNC:1119,,SOX10,gene
large_intestine,HGNC:1119,,SOX10,protein
large_intestine,HGNC:11126,,smoothelin,gene
large_intestine,HGNC:11126,,smoothelin,protein
large_intestine,HGNC:6446,,keratin 8,gene
large_intestine,HGNC:6430,,keratin 18,gene
large_intestine,HGNC:1435,,calretinin,gene
large_intestine,HGNC:6446,,keratin 8,protein
large_intestine,HGNC:6430,,keratin 18,protein
large_intestine,HGNC:1435,,calretinin,protein
large_intestine,HGNC:2764,,defensin alpha 5,gene
large_intestine,HGNC:2764,,defensin alpha 5,protein
large_intestine,HGNC:921,,CD7,gene
large_intestine,HGNC:6445,,keratin 7,gene
large_intestine,HGNC:6436,,keratin 19,gene
large_intestine,HGNC:6445,,keratin 7,protein
large_intestine,HGNC:6436,,keratin 19,protein
large_intestine,HGNC:23600,KRTAP5-6,keratin 5/6,gene
large_intestine,HGNC:1911,,p60,gene
large_intestine,HGNC:23600,KRTAP5-6,keratin 5/6,protein
large_intestine,HGNC:1911,,p60,protein
large_intestine,HGNC:1911,,keratin 19,protein
large_intestine,HGNC:1634,,CD1a,gene
large_intestine,HGNC:17935,,langerin,gene
large_intestine,HGNC:1634,,CD1a,protein
large_intestine,HGNC:17935,,langerin,protein
large_intestine,HGNC:10500,,S100,gene
large_intestine,HGNC:7124,,melanA,gene
large_intestine,HGNC:10500,,S100,protein
large_intestine,HGNC:7124,,melanA,protein
large_intestine,HGNC:11190,,SOX10,protein
large_intestine,,,p60,gene
large_intestine,,,p60,protein
large_intestine,,,langerin,gene
large_intestine,,,langerin,protein
large_intestine,,,chromogranin A,gene
large_intestine,,,synaptophysin,gene
large_intestine,,,chromogranin A,protein
large_intestine,,,synaptophysin,protein
large_intestine,,,melanA,gene
large_intestine,,,SOX10,gene
large_intestine,,,melanA,protein
large_intestine,,,SOX10,protein
large_intestine,,,keratin 19,gene
large_intestine,,,keratin 19,protein
large_intestine,HGNC:6147,,integrin subunit alpha E/CD103,gene
large_intestine,HGNC:6149,,integrin subunit alpha M/CD11b,gene
large_intestine,HGNC:6147,,integrin subunit alpha E/CD103,protein
large_intestine,HGNC:6149,,integrin subunit alpha M/CD11b,protein
large_intestine,HGNC:1673,,CD3,gene
large_intestine,HGNC:1673,,CD3,protein
large_intestine,HGNC:10492,,S100 calcium binding protein A2,gene
large_intestine,HGNC:10492,,S100 calcium binding protein A2,protein
large_intestine,HGNC:130,,"actin alpha 2, smooth muscle",gene
large_intestine,HGNC:3023,,dopamine receptor D2,gene
large_intestine,HGNC:130,,"actin alpha 2, smooth muscle",protein
large_intestine,HGNC:3023,,dopamine receptor D2,protein
large_intestine,HGNC:2770,,DES,gene
large_intestine,HGNC:2770,,DES,protein
liver,HGNC:8823,PECAM1,CD31,gene
liver,HGNC:3349,endoglin,endoglin,gene
liver,HGNC:1662,CD34,CD34,protein
liver,HGNC:8823,PECAM1,CD31,protein
liver,HGNC:3349,endoglin,CD105,protein
liver,HGNC:1693,CD68,CD68,gene
liver,HGNC:1693,CD68,CD68,protein
liver,,,CD68,protein
liver,HGNC:8804,PDGFRB,PDGFRB,gene
liver,HGNC:4235,GFAP,GFAP,gene
liver,HGNC:2770,DES,DES,gene
liver,HGNC:8804,PDGFRb,PDGFRb,protein
liver,HGNC:4235,GFAP,,protein
liver,HGNC:2770,DES,desmin,protein
liver,HGNC:2625,CYP2D6,CYP2D6,protein
liver,HGNC:7154,MME,CD10,protein
liver,HGNC:42,ABCB11,BSEP,protein
liver,HGNC:4806,CFTR,CFTR,gene
liver,HGNC:2611,CYP2A7,CYP2A7,gene
liver,HGNC:4806,HAL,HAL,protein
liver,HGNC:2611,CYP2A7,,protein
liver,HGNC:4341,GLUL,GLUL,gene
liver,HGNC:2637,CYP3A4,CYP3A4,gene
liver,HGNC:4341,GLUL,GLUL,protein
liver,HGNC:2637,CYP3A4,,protein
liver,HGNC:4806,HAL,HAL,gene
liver,HGNC:8823,PECAM1,PECAM1,gene
liver,HGNC:1662,CD34,CD34,gene
liver,HGNC:8823,PECAM1,PECAM1,protein
liver,HGNC:6436,KRT19,KRT19,gene
liver,HGNC:6445,KRT7,KRT7,gene
liver,HGNC:6436,KRT19,KRT19,protein
liver,HGNC:6445,KRT7,KRT7,protein
liver,HGNC:1884,CFTR,CFTR,gene
liver,HGNC:10718,SELE,E-Selectin,protein
liver,HGNC:12726,vWF,vWF,protein
liver,HGNC:13635,Pal-E antigen,Pal-E antigen,protein
liver,HGNC:20772,TUBB3,TUBB3,gene
liver,,S100,S100,protein
liver,HGNC:12716,TRPV1,TRPV1,protein
liver,HGNC:130,ACTA2,ACTA2,gene
liver,HGNC:130,ACTA2,ACTA2,protein
liver,HGNC:2500,CTGF,CTGF,gene
liver,HGNC:11801,THY1,THY1,protein
liver,,,OV-6 ANTIGEN,gene
liver,HGNC:11801,THY1,THY1,gene
liver,HGNC:6342,KIT,KIT,gene
liver,HGNC:4504,LGR5,LGR5,gene
liver,HGNC:9454,PROM1,PROM1,gene
liver,HGNC:8148,OPN1,OPN1,gene
liver,HGNC:11204,SOx9,SOx9,gene
liver,HGNC:11529,EPCAM,EPCAM,protein
liver,HGNC:2198,COL1A2,COL1A2,protein
liver,HGNC:2201,,COL3A1,protein
liver,HGNC:2202,COL4A1,COL IV,protein
liver,HGNC:6152,ITGAX,ITGAX,protein
liver,HGNC:1697,,CD74,protein
liver,HGNC:3765,FLT3,FLT3,protein
liver,HGNC:3336,ADGRE1,ADGRE1,protein
liver,HGNC:2433,CSF1R,CSF1R,protein
liver,HGNC:3613,FCGR1A,FCGR1A,protein
liver,HGNC:11784,THBD,THBD,protein
liver,HGNC:1636,CD1C,CD1C,protein
liver,HGNC:28495,HOBIT,HOBIT,gene
liver,HGNC:28495,ZNF683,ZNF683,gene
liver,HGNC:9346,PRDM1, BLIMP1,gene
liver,HGNC:1706,CD8A,CD8A,protein
liver,HGNC:12029,TRAC,TRAC,protein
liver,HGNC:1694,CD69,CD69,protein
liver,HGNC:6147,ITGAE,ITGAE,protein
liver,HGNC:1678,CD4,CD4,protein
liver,,,gamma delta TCR,protein
liver,HGNC:11922,CD27,CD27lo,protein
liver,HGNC:9666,CD45RA,CD45RAlo,protein
liver,,CD69,CD69,protein
liver,HGNC:4540,CXCR3,CXCR3,protein
liver,HGNC:16647,CXCR6,CXCR6,protein
liver,HGNC:1608,CCR7,CCR7,protein
liver,HGNC:10720,SELL,SELL,protein
liver,HGNC:6347,KLF2,KLF2,protein
liver,HGNC:3165,S1PR1,S1PR1,protein
liver,HGNC:12053,TRAJ24,TRAJ24,protein
liver,HGNC:12046,TRAJ18,TRAJ18,protein
liver,HGNC:12104,TRAV11,TRAV11,protein
liver,HGNC:1637,CD1D,CD1D,protein
liver,HGNC:11599,TBX21,TBX21,gene
liver,HGNC:3372,eomes,eomes,gene
liver,HGNC:6134,ITGA1,ITGA1,protein
liver,HGNC:7656,NCAM1,NCAM1,protein
liver,HGNC:3372,EOMES,EOMES,protein
liver,HGNC:6134,ITGA1,ITGA1,gene
lung,HGNC:20772,beta-III tubulin,TUBB3,gene
lung,HGNC:1748,CDH1,CDH1,gene
lung,HGNC:11529,epithelial cell adhesion molecule,EPCAM,gene
lung,HGNC:3318,E74 like ETS transcription factor 3,ELF3,gene
lung,HGNC:4027,FXYD domain containing ion transport regulator 3,FXYD3,gene
lung,HGNC:20657,tetraspanin 1,TSPAN1,gene
lung,HGNC:3816,forkhead box J1,FOXJ1,gene
lung,HGNC:20766,tubulin alpha 1a,TUBA1A,gene
lung,HGNC:15467,dynein light chain roadblock-type 2,DYNLRB2,gene
lung,HGNC:20771,tubulin beta 4B class IVb,TUBB4B,gene
lung,HGNC:12371,radial spoke head component 1,RSPH1,gene
lung,HGNC:3816,forkhead box J1,FOXJ1,protein
lung,HGNC:20766,tubulin alpha 1a,TUBA1A,protein
lung,HGNC:15979,tumor protein p63,TP63,gene
lung,HGNC:6442,keratin 5,KRT5,gene
lung,HGNC:3800,forkhead box C1,FOXC1,gene
lung,HGNC:6416,keratin 14,KRT14,gene
lung,HGNCL2514,catenin beta 1,CTNNB1,gene
lung,HGNC:15979,tumor protein p63,TP63,protein
lung,HGNC:6442,keratin 5,KRT5,protein
lung,HGNC:3800,forkhead box C1,FOXC1,protein
lung,HGNC:6416,keratin 14,KRT14,protein
lung,HGNC:15749,BPI Fold Containing Family A Member 1,PLUNC,gene
lung,HGNC:7076,MIA SH3 domain containing,MIA,gene
lung,HGNC:409,aldehyde dehydrogenase 1 family member A3,ALDH1A3,gene
lung,HGNC:9867,retinoic acid receptor responder 1,RARRES1,gene
lung,HGNC:15749,BPI Fold Containing Family A Member 1,PLUNC,protein
lung,HGNC:8968,polymeric immunoglobulin receptor,PIGR,gene
lung,HGNC:6740,lysozyme,LYZ,gene
lung,HGNC:6678,lactoperoxidase,LPO,gene
lung,HGNC:6720,lactotransferrin,LTF,gene
lung,HGNC:6740,lysozyme,LYZ,protein
lung,HGNC:6720,lactotransferrin,LTF,protein
lung,HGNC:7516,"mucin 5B, oligomeric mucus/gel-forming",MUC5B,gene
lung,HGNC:17257,SAM pointed domain containing ETS transcription factor,SPDEF,gene
lung,HGNC:328,"anterior gradient 2, protein disulphide isomerase family member",AGR2,gene
lung,HGNC:7516,"mucin 5B, oligomeric mucus/gel-forming",MUC5B,protein
lung,HGNC:17257,SAM pointed domain containing ETS transcription factor,SPDEF,protein
lung,HGNC:130,"actin alpha 2, smooth muscle",ACTA2,gene
lung,HGNC:7569,myosin heavy chain 11,MYH11,gene
lung,HGNC:2155,calponin 1,CNN1,gene
lung,HGNC:130,"actin alpha 2, smooth muscle",ACTA2,protein
lung,HGNC:2198,collagen type I alpha 2 chain,COL1A2,gene
lung,HGNC:2705,decorin,DCN,gene
lung,HGNC:7035,microfibril associated protein 4,MFAP4,gene
lung,HGNC:2770,desmin,DES,gene
lung,HGNC:9080,phospholamban,PLN,gene
lung,HGNC:19719,leucine rich repeat containing G protein-coupled receptor 6,LGR6,gene
lung,HGNC:16122,family with sequence similarity 83 member D,FAM83D,gene
lung,HGNC:11553,transgelin,TAGLN,protein
lung,HGNC:19719,leucine rich repeat containing G protein-coupled receptor 6,LGR6,protein
lung,HGNC:2155,calponin 1,CNN1,protein
lung,HGNC:2213,collagen type VI alpha 3 chain,COL6A3,gene
lung,HGNC:3600,fibulin 1,FBLN1,gene
lung,HGNC:6724,lumican,LUM,gene
lung,HGNC:2200,collagen type II alpha 1 chain,COL2A1,gene
lung,HGNC:2200,collagen type II alpha 1 chain,COL2A1,protein
lung,HGNC:11204,SRY-box transcription factor 9,SOX9,protein
lung,HGNC:26344,deuterosome assembly protein 1,DEUP1,gene
lung,HGNC:21399,forkhead box N4,FOXN4,gene
lung,HGNC:24222,cell division cycle 20B,CDC20B,gene
lung,HGNC:12441,thymidylate synthetase,TYMS,gene
lung,HGNC:740,achaete-scute family bHLH transcription factor 3,ASCL3,gene
lung,HGNC:3815,forkhead box I1,FOXI1,gene
lung,HGNC:16512,barttin CLCNK type accessory subunit beta,BSND,gene
lung,HGNC:2027,chloride voltage-gated channel Kb,CLCNKB,gene
lung,HGNC:1884,cystic fibrosis transmembrane conductance regulator,CFTR,protein
lung,HGNC:7809,nerve growth factor receptor,NGFR,gene
lung,HGNC:6436,keratin 19,KRT19,gene
lung,HGNC:7883,notch receptor 3,NOTCH3,gene
lung,HGNC:6441,keratin 4,KRT4,gene
lung,HGNC:6441,keratin 4,KRT4,protein
lung,HGNC:26308,cadherin related family member 3,CDHR3,protein
lung,HGNC:34527,cadherin related family member 4,CDHR4,protein
lung,HGNC:7515,"mucin 5AC, oligomeric mucus/gel-forming",MUC5AC,gene
lung,HGNC:11756,trefoil factor 2,TFF2,gene
lung,HGNC:328,"anterior gradient 2, protein disulphide isomerase family member",AGR2,protein
lung,HGNC:7515,"mucin 5AC, oligomeric mucus/gel-forming",MUC5AC,protein
lung,HGNC:16438,solute carrier family 4 member 11,SLC4A11,protein
lung,HGNC:8659,protocadherin 7,PCDH7,protein
lung,HGNC:7809,nerve growth factor,NGFR,protein
lung,HGNC:12338,transient receptor potential cation channel subfamily C member 6,TRPC6,protein
lung,HGNC:19864,POU class 2 homeobox 3,POU2F3,gene
lung,HGNC:739,achaete-scute family bHLH transcription factor 2,ASCL2,gene
lung,HGNC:14323,transient receptor potential cation channel subfamily M member 5,TRPM5,gene
lung,HGNC:2700,doublecortin like kinase 1,DCLK1,gene
lung,HGNC:19864,POU class 2 homeobox 3,POU2F3,protein
lung,HGNC:2700,doublecortin like kinase 1,DCLK1,protein
lung,HGNC:14323,transient receptor potential cation channel subfamily M member 5,TRPM5,protein
lung,HGNC:738,achaete-scute family bHLH transcription factor 1,ASCL1,gene
lung,HGNC:4605,gastrin releasing peptide,GRP,gene
lung,HGNC:1929,chromogranin A,CHGA,gene
lung,HGNC:1437,calcitonin related polypeptide alpha,CALCA,gene
lung,HGNC:1437,calcitonin related polypeptide alpha,CALCA,protein
lung,HGNC:4605,gastrin releasing peptide,GRP,protein
lung,HGNC:1757,cadherin 18,CDH18,protein
lung,HGNC:8008,neurexin 1,NRXN1,protein
lung,HGNC:12523,secretoglobin family 1A member 1,SCGB1A1,gene
lung,HGNC:18391,secretoglobin family 3A member 2,SCGB3A2,gene
lung,HGNC:2632,cytochrome P450 family 2 subfamily F member 1,CYP2F1,gene
lung,HGNC:12523,secretoglobin family 1A member 1,SCGB1A1,protein
lung,HGNC:18391,secretoglobin family 3A member 2,SCGB3A2,protein
lung,HGNC:7515,mucin 5AC,MUC5AC,protein
lung,HGNC:11553,transgelin,TAGLN,gene
lung,HGNC:144,alpha smooth muscle actin,ACTA2,protein
lung,HGNC:2632,cytochrome P450 family 2 subfamily F member 1,CYP2F2,gene
lung,HGNC:6359,kallikrein related peptidase 11,KLK11,gene
lung,HGNC:11200,SRY-box transcription factor 4,SOX4,gene
lung,HGNC:2047,claudin 5,CLDN5,gene
lung,HGNC:7884,NOTCH4,NOTCH4,gene
lung,HGNC:19832,C-type lectin domain containing 14A,CLEC14A,gene
lung,HGNC:35454,endothelial cell surface expressed chemotaxis and apoptosis regulator,ECSCR,gene
lung,HGNC:3180,endothelin receptor type B,EDNRB,gene
lung,HGNC:16665,apelin,APLN,gene
lung,HGNC:1375,carbonic anhydrase 4,CA4,gene
lung,HGNC:8823,platelet and endothelial cell adhesion molecule 1,PECAM1,protein
lung,HGNC:3180,endothelin receptor type B,EDNRB,protein
lung,HGNC:16665,apelin,APLN,protein
lung,HGNC:1375,carbonic anhydrase 4,CA4,protein
lung,HGNC:30288,denticleless E3 ubiquitin protein ligase homolog,DTL,gene
lung,HGNC:6024,interleukin 7 receptor,IL7R,gene
lung,HGNC:339,apelin receptor,APLNR,gene
lung,HGNC:13635,plasmalemma vesicle associated protein,PLVAP,gene
lung,HGNC:24945,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1,GPIHBP1,gene
lung,HGNC:6024,interleukin 7 receptor,IL7R,protein
lung,HGNC:339,apelin receptor,APLNR,protein
lung,HGNC:18386,surfactant associated 2,SFTA2,gene
lung,HGNC:20862,solute carrier family 39 member 8,SLC39A8,gene
lung,HGNC:24961,HOP homeobox,HOPX,gene
lung,HGNC:25897,"MFSD2 lysolipid transporter A, lysophospholipid",MFSD2A,gene
lung,HGNC:33,ATP binding cassette subfamily A member 3,ABCA3,gene
lung,HGNC:10799,surfactant protein A2,SFTPA2,gene
lung,HGNC:14582,lysosomal associated membrane protein 3,LAMP3,gene
lung,HGNC:1067,bone morphogenetic protein 1,BMP1,gene
lung,HGNC:6412,"Keratin, type II cytoskeletal 1",Cytokeratin 1,protein
lung,HGNC:10802,surfactant protein C,SFTPC,protein
lung,HGNC:33,ATP binding cassette subfamily A member 3,ABCA3,protein
lung,HGNC:320,advanced glycosylation end-product specific receptor,AGER,gene
lung,HGNC:13517,chloride intracellular channel 5,CLIC5,gene
lung,HGNC:19364,rhotekin 2,RTKN2,gene
lung,HGNC:637,aquaporin 4,AQP4,gene
lung,HGNC:10573,sciellin,SCEL,gene
lung,HGNC:27287,GRAM domain containing 2A,GRAMD2A,gene
lung,HGNC:320,advanced glycosylation end-product specific receptor,AGER,protein
lung,HGNC:24961,HOP homeobox,HOPX,protein
lung,HGNC:10724,semaphorin 3B,SEMA3B,protein
lung,HGNC:6494,laminin subunit gamma 3,LAMC3,gene
lung,HGNC:24318,HIG1 hypoxia inducible domain family member 1B,HIGD1B,gene
lung,HGNC:16232,cytochrome c oxidase subunit 4I2 HGNC:16232,COX4I2,gene
lung,HGNC:12338,transient receptor potential cation channel subfamily C member 6,TRPC6,gene
lung,HGNC:8804,platelet derived growth factor receptor beta,PDGFRB,gene
lung,HGNC:2466,chondroitin sulfate proteoglycan 4,CSPG4,protein
lung,HGNC:8804,platelet derived growth factor receptor beta,PDGFRB,protein
lung,HGNC:29673,microfibril associated protein 5,MFAP5,gene
lung,HGNC:28701,scavenger receptor class A member 5,SCARA5,gene
lung,HGNC:3600,fibulin 1,FBLN1,protein
lung,HGNC:17104,"cell adhesion associated, oncogene regulated",CDON,protein
lung,HGNC:12780,Wnt family member 2,WNT2,gene
lung,HGNC:11632,transcription factor 21,TCF21,gene
lung,HGNC:3691,fibroblast growth factor receptor 4,FGFR4,gene
lung,HGNC:14674,protocadherin related 15,PCDH15,protein
lung,HGNC:248,perilipin 2,PLIN2,protein
lung,HGNC:6342,"KIT proto-oncogene, receptor tyrosine kinase",KIT,gene
lung,HGNC:6342,"KIT proto-oncogene, receptor tyrosine kinase",KIT,protein
lung,HGNC:4035,atypical chemokine receptor 1 (Duffy blood group),ACKR1,gene
lung,HGNC:30552,PDZ domain containing ring finger 4,PDZRN4,gene
lung,HGNC:7976,nuclear receptor subfamily 2 group F member 2,NRF2,gene
lung,HGNC:8823,platelet endothelial cell adhesion molecule,PECAM1,protein
lung,HGNC:12726,von Willebrand factor,VWF,protein
lung,HGNC:16041,endomucin,EMCN,protein
lung,HGNC:4035,atypical chemokine receptor 1 ,ACKR1,protein
lung,HGNC:7178,multimerin 1,MMRN1,gene
lung,HGNC:9459,prospero homeobox 1,PROX1,gene
lung,HGNC:10620,C-C motif chemokine ligand 21,CCL21,gene
lung,HGNC:14687,lymphatic vessel endothelial hyaluronan receptor 1,LYVE1,gene
lung,HGNC:14687,lymphatic vessel endothelial hyaluronan receptor 1,LYVE1,protein
lung,HGNC:9459,prospero homeobox 1,PROX1,protein
lung,HGNC:12796,WT1 transcription factor,WT1,gene
lung,HGNC:21444,uroplakin 3B,UPK3B,gene
lung,HGNC:18259,intelectin 1,ITLN1,gene
lung,HGNC:12796,WT1 transcription factor,WT1,protein
lung,HGNC:6138,integrin subunit alpha 2b,ITGA2B,gene
lung,HGNC:6156,integrin subunit beta 3,ITGB3,gene
lung,HGNC:8861,platelet factor 4,PF4,gene
lung,HGNC:4439,glycoprotein Ib platelet subunit alpha,GP1BA,gene
lung,HGNC:8861,platelet factor 4,PF4,protein
lung,HGNC:6156,integrin subunit beta 3,ITGB3,protein
lung,HGNC:6138,integrin subunit alpha 2b,ITGA2B,protein
lung,HGNC:6715,latent transforming growth factor beta binding protein 2,LTBP2,gene
lung,HGNC:8804,platelet derived growth factor receptor beta,PDGFRA,gene
lung,HGNC:14342,C1q & TNF Related 7,C1QTNF7,gene
lung,HGNC:144,ACTA2,alpha smooth muscle actin,protein
lung,HGNC:8033,neurotrophic receptor tyrosine kinase 3,NTRK3,gene
lung,HGNC:4881,hes related family bHLH transcription factor with YRPW motif 2,HEY2,gene
lung,HGNC:7166,matrix metallopeptidase 2,MMP2,gene
lung,HGNC:2892,dickkopf WNT signaling pathway inhibitor 2,DKK2,gene
lung,HGNC:4279,gap junction protein alpha 5,GJA5,gene
lung,HGNC:3227,phrin B2,EFNB2,gene
lung,HGNC:4880,hes related family bHLH transcription factor with YRPW motif 1,HEY1,gene
lung,HGNC:18122,SRY-box transcription factor 17,SOX17,gene
lung,HGNC:1686,CD53 molecule,CD53,gene
lung,HGNC:9666,protein tyrosine phosphatase receptor type C,PTPRC,gene
lung,HGNC:2252,coronin 1A,CORO1A,gene
lung,HGNC:11127,sialic acid binding Ig like lectin 1,SIGLEC1,gene
lung,HGNC:7228,mannose receptor C-type 1,MRC1,gene
lung,HGNC:1631,CD163 molecule,CD163,gene
lung,HGNC:10627,C-C motif chemokine ligand 3,CCL3,gene
lung,HGNC:3559,fatty acid binding protein 4,FABP4,gene
lung,HGNC:6895,macrophage receptor with collagenous structure,MARCO,gene
lung,HGNC:2605,cytochrome P450 family 27 subfamily A member 1,CYP27A1,gene
lung,HGNC:9236,peroxisome proliferator activated receptor gamma,PPARG,gene
lung,HGNC:9666,protein tyrosine phosphatase receptor type C,PTPRC,protein
lung,HGNC:1693,macrosialin,CD68,protein
lung,HGNC:9666,protein tyrosine phosphatase receptor type C,CD45,protein
lung,HGNC:11127,sialic acid binding Ig like lectin 1,SIGLEC1,protein
lung,HGNC:6895,macrophage receptor with collagenous structure,MARCO,protein
lung,HGNC:1722,cyclin dependent kinase 1,CDK1,gene
lung,HGNC:7397,metallothionein 1E,MT1E,gene
lung,HGNC:18628,stabilin 1,STAB1,gene
lung,HGNC:6149,integrin subunit alpha M,ITGAM,gene
lung,HGNC:28246,immunoglobin superfamily member 21,IGSF21,gene
lung,HGNC:3793,folate receptor beta,FOLR2,gene
lung,HGNC:1705,CD86 molecule,CD86,protein
lung,HGNC:2558,C-X3-C motif chemokine receptor 1,CX3CR1,protein
lung,HGNC:1663,CD36 molecule,CD36,protein
lung,HGNC:3611,Fc epsilon receptor Ig,FCER1G,gene
lung,HGNC:28344,chromosome 1 open reading frame 162,C1orf162,gene
lung,HGNC:14558,C-type lectin domain containing 7A,CLEC7A,gene
lung,HGNC:1628,CD14 molecule,CD14,gene
lung,HGNC:10499,S100 calcium binding protein A9,S100A9,gene
lung,HGNC:2464,versican,VCAN,gene
lung,HGNC:1603,C-C motif chemokine receptor 2,CCR2,gene
lung,HGNC:3623,ficolin 1,FCN1,gene
lung,HGNC:13378,membrane spanning 4-domains A7,MS4A7,gene
lung,HGNC:2433,colony stimulating factor 1 receptor,CSF1R,gene
lung,HGNC:14261,regulator of G protein signaling 18,RGS18,gene
lung,HGNC:7830,natural killer cell granule protein 7,NKG7,gene
lung,HGNC:6378,killer cell lectin like receptor D1,KLRD1,gene
lung,HGNC:11599,T-box transcription factor 21,TBX21,gene
lung,HGNC:3372,eomesodermin,EOMES,gene
lung,HGNC:6731,natural cytotoxicity triggering receptor 1,NKp46,gene
lung,HGNC:7656,neural cell adhesion molecule 1,NCAM1,protein
lung,HGNC:24045,serine palmitoyltransferase small subunit B,SPTSSB,gene
lung,HGNC:10645,X-C motif chemokine ligand 1,XCL1,gene
lung,HGNC:10646,X-C motif chemokine ligand 2,XCL2,gene
lung,HGNC:7656,neural cell adhesion molecule 1,CD56,gene
lung,HGNC:7316,membrane spanning 4-domains A2,MS4A2,gene
lung,HGNC:10935,solute carrier family 18 member A2,SLC18A2,gene
lung,HGNC:9995,regulator of G protein signaling 13,RGS13,gene
lung,HGNC:12019,tryptase alpha/beta 1,TPSAB1,gene
lung,HGNC:14120,tryptase beta 2,TPSB2,gene
lung,HGNC:12019,tryptase alpha/beta 1,TPSAB1,protein
lung,HGNC:2298,carboxypeptidase A3,CPA3,gene
lung,HGNC:2097,chymase 1,CMA1,gene
lung,HGNC:2298,carboxypeptidase A3,CPA3,protein
lung,HGNC:2097,chymase 1,CMA1,protein
lung,HGNC:2439,colony stimulating factor 3 receptor,CSF3R,gene
lung,HGNC:3620,Fc gamma receptor IIIb,FCGR3B,gene
lung,HGNC:1603,fucosyltransferase 4,FUT4,protein
lung,HGNC:3620,Fc gamma receptor IIIb,CD16b,protein
lung,HGNC:6012,interleukin 3 receptor subunit alpha,IL3RA,protein
lung,HGNC:1604,C-C motif chemokine receptor 3,CCR3,protein
lung,HGNC:3358,ectonucleotide pyrophosphatase/phosphodiesterase 3,ENPP3,protein
lung,HGNC:3609,Fc epsilon receptor Ia,FCER1A,protein
lung,HGNC:3423,eosinophil peroxidase,EPX,gene
lung,HGNC:10046,ribonuclease A family member 3,EAR11,gene
lung,HGNC:1709,CD9 molecule,CD9,protein
lung,HGNC:1602,C-C motif chemokine receptor 1,CCR1,protein
lung,HGNC:1674,CD3e molecule,CD3E,gene
lung,HGNC:7656,neural cell adhesion molecule 1,NCAM1,gene
lung,HGNC:1674,CD3 epsilon subunit of T-cell receptor complex,CD3E,protein
lung,HGNC:1608,C-C motif chemokine receptor 7,CCR7,gene
lung,HGNC:6551,lymphoid enhancer binding factor 1,LEF1,gene
lung,HGNC:1678,CD4 molecule,CD4,protein
lung,HGNC:1608,C-C motif chemokine receptor 7,CCR7,protein
