source_id,source_rdfs_label,source_name,source_type,relationship,target_id,target_rdfs_label,target_name,target_type
CL:0001035,bone cell,bone cell,CT,located_in,,,head of fifth distal phalanx of foot,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,FMA:70479,Anterior inferior pancreaticoduodenal artery,anterior inferior pancreaticoduodenal artery,AS
HGNC:6740,lysozyme,LYZ,B,characterizes,CL:1000330,serous cell of epithelium of trachea,serous cell of epithelium of trachea,CT
,CA13_180 Hippocampal CA1-3 Neuron of hippocampal gyrus (formation),CA13_180,CT,located_in,,,hippocampal gyrus (formation),AS
CL:0001035,bone cell,bone cell,CT,located_in,,,vertebral foramen of first cervical vertebra,AS
CL:0000097,mast cell,Mast Cell,CT,located_in,UBERON:0009745,lymph node medullary cord,Medullary Cord,AS
HGNC:4708,granzyme A,GZMA,B,characterizes,CL:0000824,mature natural killer cell,mature Natural killer,CT
,,lateral posterior cervical intertransversarii muscle,AS,part_of,,,segmental back muscle,AS
HGNC:3604,fibrillin 2,FBN2,B,characterizes,,MGE_242 MGE interneuron Neuron of cerebral cortex,MGE_242,CT
,Thex_450 Thalamic excitatory Neuron of thalamus,Thex_450,CT,is_a,CL:4023068,thalamic excitatory neuron,thalamic excitatory neuron,CT
,,endothelial cell,CT,located_in,UBERON:0015173,,arcuate artery of uterus,AS
FMA:44699,superficial fibular nerve,superficial fibular nerve,AS,part_of,FMA:19039,common fibular nerve,common fibular nerve,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:20548,branch of ilioinguinal nerve to internal oblique,branch of ilioinguinal nerve to internal oblique,AS
CL:0000057,fibroblast,fibroblast,CT,located_in,FMA:43918,Circumflex fibular artery,circumflex fibular artery,AS
FMA:54451,branch of hypoglossal nerve to ansa cervicalis,branch of hypoglossal nerve to ansa cervicalis,AS,part_of,FMA:54402,descending branch of hypoglossal nerve,descending branch of hypoglossal nerve,AS
,ULIT_130 Upper-layer intratelencephalic Neuron of cerebral cortex,ULIT_130,CT,is_a,CL:4023008,intratelencephalic-projecting glutamatergic cortical neuron,intratelencephalic-projecting glutamatergic cortical neuron,CT
UBERON:0001253,lamina propria of ureter,lamina propria of ureter,AS,part_of,UBERON:0036376,wall of left ureter,wall of left ureter,AS
CL:0002573,Schwann cell,nerve,CT,located_in,UBERON:0003331,submucosa of colon,submucosa,AS
CL:0001035,bone cell,bone cell,CT,located_in,,,transverse process of first lumbar vertebra,AS
HGNC:1434,calbindin 1,calbindin 1,B,characterizes,CL:0000745,retina horizontal cell,Horizontal Cell,CT
HGNC:19664,G protein subunit gamma 8,GNG8,B,characterizes,,Splat_334 Splatter Neuron of thalamus,Splat_334,CT
UBERON:0011022,flexor hallucis brevis muscle,flexor hallucis brevis muscle,AS,part_of,,,sole of foot muscle,AS
HGNC:37261,death domain containing 1,DTHD1,B,characterizes,,Epen_65 Ependymal Non-neuron of brain,Epen_65,CT
HGNC:8760,PDCD1,PD-1,B,characterizes,CL:0002038,T follicular helper cell,T Follicular Helper Cell,CT
HGNC:4279,gap junction protein alpha 5,GJA5,B,characterizes,CL:1000413,endothelial cell of artery,endothelial cell of artery,CT
HGNC:3520,EYA transcriptional coactivator and phosphatase 2,EYA2,B,characterizes,,LRL_316 Lower rhombic lip Neuron of gray matter of hindbrain,LRL_316,CT
HGNC:2252,coronin 1A,CORO1A,B,characterizes,CL:0000583,alveolar macrophage,alveolar macrophage,CT
UBERON:0005467,platysma,platysma muscle,AS,part_of,,,muscle of facial expression,AS
HGNC:10585,sodium voltage-gated channel alpha subunit 1,sodium voltage-gated channel alpha subunit 1,B,characterizes,CL:4033029,diffuse bipolar 3a cell,Diffuse bipolar 3a cell,CT
FMA:15404,Prepyloric vein,prepyloric vein,AS,part_of,UBERON:0014691,right gastric vein,right gastric vein,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:4708,Left marginal vein,left marginal vein,AS
CL:0002059,CD8alpha-positive thymic conventional dendritic cell,conventional dendritic cell 1,CT,located_in,UBERON:0002124,medulla of thymus,medulla of thymus,AS
HGNC:7218,MPO,myeloperoxidase,B,characterizes,CL:0000775,neutrophil,Neutrophil,CT
UBERON:0001310,umbilical artery,umbilical arteries,AS,part_of,UBERON:0002331,umbilical cord,umbilical cord,AS
CL:0001035,bone cell,bone cell,CT,located_in,,,crest of head of fifth rib,AS
CL:0000034,stem cell,stem cell,CT,located_in,UBERON:0008346,duodenal epithelium,Epithelium,AS
HGNC:19364,rhotekin 2,RTKN2,B,characterizes,CL:0000815,regulatory T cell,regulatory T cell,CT
UBERON:0004188,glomerular epithelium,Glomerular Epithelium,AS,part_of,UBERON:0001284,renal column,renal column (column of Bertin),AS
FMA:44630,Calcaneal branch of fibular artery,calcaneal branch of fibular artery,AS,part_of,UBERON:0001540,peroneal artery,peroneal artery,AS
UBERON:0010395,lymph node primary follicle,Primary Follicle,AS,part_of,UBERON:0002006,cortex of lymph node,Cortex,AS
HGNC:26483,glycosyltransferase 1 domain containing 1,glycosyltransferase 1 domain containing 1,B,characterizes,CL:4033033,flat midget bipolar cell,Flat midget bipolar cell,CT
HGNC:1455,,CRT,B,characterizes,CL:0000077,mesothelial cell,mesothelial cell,CT
PCL:0015058,Inh L6 SST TH primary motor cortex GABAergic interneuron (Hsap),Inh L6 SST TH,CT,located_in,UBERON:0001384,Primary motor cortex,Primary motor cortex,AS
HGNC:10751,SELENOP,SELENOP,B,characterizes,CL:0000882,thymic medullary macrophage,macrophage,CT
,,superior vertebral notch of fifth thoracic vertebra,AS,part_of,UBERON:0004630,thoracic vertebra 5,thoracic vertebra 5,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,FMA:20701,Trunk of pubic part of inferior epigastric artery,pubic branch of inferior epigastric artery,AS
CL:0002543,vein endothelial cell,endothelial cell of vein,CT,located_in,,,common facial vein,AS
,,inferior articular facet of sixth rib,AS,part_of,UBERON:0004606,rib 6,rib 6,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:4184,Posterior radicular branch of posterior intercostal artery,posterior radicular artery,AS
HGNC:6776,MAF bZIP transcription factor,MAF,B,characterizes,CL:0000540,neuron,Dorsal Excitatory Neuron 4,CT
HGNC:8514,CLDN11,Claudin11,B,characterizes,CL:0002138,endothelial cell of lymphatic vessel,Endothelial Cell of Lymphatic Vessel,CT
UBERON:0002345,descending thoracic aorta,descending thoracic aorta,AS,part_of,UBERON:0001514,descending aorta,descending aorta,AS
UBERON:0005742,adventitia,adventitia,AS,part_of,UBERON:0000159,anal canal,transitional anal canal,AS
,,RP11-380P13.1,B,characterizes,,ULIT_124 Upper-layer intratelencephalic Neuron of cerebral cortex,ULIT_124,CT
CL:0001035,bone cell,bone cell,CT,located_in,UBERON:0004320,middle phalanx of manual digit 2,middle phalanx of digit of hand 2,AS
CL:0001006,dermal dendritic cell,Dendritic cell (DC1),CT,located_in,UBERON:0002067,dermis,Dermis,AS
UBERON:0002493,uterine artery,uterine artery,AS,part_of,FMA:69797,Anterior division of internal iliac artery,anterior division of internal iliac artery,AS
HGNC:15464,SPINK5,SPINK5,B,characterizes,CL:0009073,medullary thymic epithelial cell type 3,medullary thymic epithelial cell type 3,CT
HGNC:5988,IL18R1,CD218,B,characterizes,CL:0000940,mucosal invariant T cell,mucosal associated invariant T cell,CT
CL:0002543,vein endothelial cell,endothelial cell of vein,CT,located_in,FMA:14324,Superior laryngeal vein,superior laryngeal vein,AS
HGNC:11592,TBX1,TBX-1,B,characterizes,CL:0001070,beige adipocyte,beige adipocyte,CT
,,perivascular cells,CT,located_in,UBERON:0009980,condyle of femur,Distal Femur,AS
,,lateral dorsal digital artery of fifth digit of hand,AS,part_of,FMA:0323597,Fourth dorsal metacarpal artery,fourth dorsal metacarpal artery,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,UBERON:0005192,deferent duct artery,deferent duct artery,AS
HGNC:52626,long intergenic non-protein coding RNA 1821,LINC01821,B,characterizes,,DLCT6b_102 Deep-layer corticothalamic and 6b Neuron of gray matter of forebrain,DLCT6b_102,CT
CL:0002543,vein endothelial cell,endothelial cell of vein,CT,located_in,FMA:50800,Inferior laryngeal vein,inferior laryngeal vein,AS
,,keratin 19,B,characterizes,CL:0000033,apocrine cell,apocrine,CT
CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",Cytotoxic T Cells,CT,located_in,,,Outer PALS,AS
,,head of second proximal phalanx of hand,AS,part_of,UBERON:0004328,proximal phalanx of manual digit 2,proximal phalanx of digit of hand 2,AS
HGNC:1667,CD38,CD38 molecule,B,characterizes,CL:0000786,plasma cell,Plasma cell,CT
HGNC:8818,solute carrier family 26 member 4,SLC26A4,B,characterizes,CL:1000715,kidney cortex collecting duct intercalated cell,Cortical Collecting Duct Intercalated Cell Type B,CT
HGNC:11056,solute carrier family 6 member 9,SLC6A9,B,characterizes,CL:0000561,Amacrine Cell,Amacrine Cell,CT
HGNC:1674,CD3E,CD3,B,characterizes,CL:0002394,CD141-positive myeloid dendritic cell,dendritic cell type 1 (DC1),CT
,,vertebral body of eleventh thoracic vertebra,AS,part_of,UBERON:0004635,thoracic vertebra 11,thoracic vertebra 11,AS
HGNC:1674,CD3E,CD3,B,characterizes,CL:0000938,"CD16-negative, CD56-bright natural killer cell, human",CD56 bright Natural killer,CT
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,,,thoracic wall muscle,AS
HGNC:7809,nerve growth factor,NGFR,B,characterizes,CL:1000352,basal cell of epithelium of lobular bronchiole,basal cell of epithelium of lobular bronchiole,CT
HGNC:29602,PDPN,Podoplanin,B,characterizes,CL:0009104,B cell zone reticular cell,B Cell Zone Reticular Cell,CT
HGNC:9361,serglycin,SRGN,B,characterizes,,VendV_17 Vascular Non-neuron of brain,VendV_17,CT
HGNC:6934,melanoma cell adhesion molecule,MCAM,B,characterizes,CL:0008036,extravillous trophoblast,extravillous trophoblast (interstitial),CT
FMA:4962,Left tenth posterior intercostal vein,left posterior intercostal vein 10,AS,part_of,UBERON:0006663,hemiazygos vein,hemiazygos vein,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:11221,meningeal branch of second thoracic nerve,recurrent meningeal branch of second thoracic spinal nerve,AS
CL:0000057,fibroblast,fibroblast,CT,located_in,UBERON:0000947,aorta,aorta,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:53480,tympanic nerve,jacobson's nerve,AS
CL:0000540,neuron,neuron,CT,located_in,UBERON:0001646,abducens nerve,abducens nerve,AS
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,,,anterior compartment of forearm muscle,AS
HGNC:130,ACTA2,Smooth Muscle Actin,B,characterizes,CL:0000186,myofibroblast cell,Myofibroblast,CT
HGNC:10477,retinoid X receptor alpha,RXRA,B,characterizes,CL:2000062,placental villous capillary endothelial cell,placental microvascular endothelial cells,CT
CL:0001035,bone cell,bone cell,CT,located_in,UBERON:0007119,neck of femur,neck of femur,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,FMA:44649,Third dorsal metatarsal artery,third dorsal metatarsal artery,AS
,,superior vertebral notch of seventh thoracic vertebra,AS,part_of,UBERON:0004632,thoracic vertebra 7,thoracic vertebra 7,AS
HGNC:1929,,chromogranin A,B,characterizes,CL:0000242,Merkel cell,Merkel,CT
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,UBERON:0011532,female pubococcygeus muscle,pubovaginalis,AS
FMA:65638,meningeal branch of first cervical nerve,meningeal branch of first cervical nerve,AS,part_of,FMA:6440,first cervical nerve,first cervical spinal nerve,AS
UBERON:0010011,collection of basal ganglia,basal nuclei (basal ganglia),AS,part_of,UBERON:0019264,gray matter of forebrain,gray matter of forebrain,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:4245,Right fifth posterior intercostal artery,right posterior intercostal artery 5,AS
HGNC:7001,Meis homeobox 2,MEIS2,B,characterizes,,Splat_365 Splatter Neuron of brain,Splat_365,CT
,Oligo_50 Oligodendrocyte Non-neuron of hypothalamus,Oligo_50,CT,located_in,UBERON:0001898,hypothalamus,hypothalamus,AS
FMA:44812,lateral branch of superficial fibular nerve,lateral branch of superficial fibular nerve,AS,part_of,FMA:44699,superficial fibular nerve,superficial fibular nerve,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,,,lateral sural artery,AS
HGNC:9360,PRF1,PRF1+,B,characterizes,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",Cytotoxic T Cells,CT
UBERON:0007324,pancreatic lobule,Pancreas lobule,AS,part_of,UBERON:0010373,uncinate process of pancreas,Uncinate process of pancreas,AS
HGNC:16097,lysosomal associated membrane protein family member 5,LAMP5,B,characterizes,,LLC_272 LAMP5-LHX6 and Chandelier Neuron of gray matter of forebrain,LLC_272,CT
CL:0000556,Megakaryocyte,Megakaryocyte (MK),CT,located_in,UBERON:0002371,Bone marrow,Bone marrow,AS
,LLC_264 LAMP5-LHX6 and Chandelier Neuron of gray matter of forebrain,LLC_264,CT,located_in,UBERON:0019264,gray matter of forebrain,gray matter of forebrain,AS
HGNC:9666,protein tyrosine phosphatase receptor type C,PTPRC,B,characterizes,CL:0000775,neutrophil,neutrophil,CT
UBERON:0001313,iliolumbar artery,iliolumbar artery,AS,part_of,FMA:69798,Posterior division of internal iliac artery,posterior division of internal iliac artery,AS
CL:0000787,memory B cell,Memory-Like B Cell,CT,located_in,,,Sheathed Capillary,AS
HGNC:3318,E74 like ETS transcription factor 3,ELF3,B,characterizes,CL:4033009,goblet cell of epithelium of lobar bronchus,goblet cell of epithelium of lobar bronchus,CT
HGNC:7656,NCAM1,neural cell adhesion molecule 1/CD56,B,characterizes,CL:0001067,group 1 innate lymphoid cell,Natural killer cell / Innate lymphoid cell 1,CT
HGNC:7154,MME,CD10,B,characterizes,,,Myeloid progenitor (MOP),CT
UBERON:0002493,,uterine artery,AS,part_of,UBERON:0012332,broad ligament of uterus,broad ligament of uterus,AS
HGNC:11784,THBD,CD141,B,characterizes,CL:0000990,conventional dendritic cell,dendritic cell type 1 (DC1),CT
HGNC:1667,CD38,CD38,B,characterizes,CL:0000557,granulocyte monocyte progenitor cell,granulocyte-macrophage progenitor cell (GMP),CT
UBERON:0004314,distal phalanx of manual digit 5,distal phalanx of digit of hand 5,AS,part_of,UBERON:0005897,manus bone,hand bone,AS
CL:0000057,fibroblast,fibroblast,CT,located_in,FMA:22420,Descending branch of medial circumflex femoral artery,descending branch of medial circumflex femoral artery,AS
FMA:49911,Right inferior pulmonary vein,right inferior pulmonary vein,AS,part_of,UBERON:0002079,left cardiac atrium,left atrium,AS
HGNC:1706,,CD8,B,characterizes,CL:0009018,lymphocyte of large intestine lamina propria,CD8+ T cell,CT
FMA:69797,Anterior division of internal iliac artery,anterior division of internal iliac artery,AS,part_of,UBERON:0001309,internal iliac artery,internal iliac artery,AS
FMA:7053,posterior ramus of first lumbar nerve,dorsal ramus of first lumbar spinal nerve,AS,part_of,FMA:6172,first lumbar nerve,first lumbar spinal nerve,AS
,,lateral dorsal digital artery of third digit of hand,AS,part_of,FMA:0323595,Second dorsal metacarpal artery,second dorsal metacarpal artery,AS
HGNC:8028,NTHL1,NTHL1,B,characterizes,CL:0009072,medullary thymic epithelial cell type 2,medullary thymic epithelial cell type 2,CT
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,FMA:22680,Anterior circumflex humeral artery,anterior humeral circumflex artery,AS
FMA:53291,temporal branch of facial nerve,temporal branch of facial nerve,AS,part_of,UBERON:0001647,facial nerve,facial nerve,AS
CL:0019028,midzonal region hepatocyte,mid zone hepatocyte,CT,located_in,UBERON:0005452,hepatic cord,hepatic plate,AS
HGNC:2195,COL18A1,Collagen XVIII,B,characterizes,,,Reticular Cell of splenic sinusoid,CT
HGNC:2705,,DCN,B,characterizes,CL:0000057,fibroblast,fibroblast,CT
HGNC:6149,ITGAM,CD11b,B,characterizes,CL:0000775,neutrophil,neutrophil,CT
CL:0001035,bone cell,bone cell,CT,located_in,,,non-articular facet of tubercle of fourth rib,AS
UBERON:0001524,extensor carpi radialis longus muscle,extensor carpi radialis longus muscle,AS,part_of,,,posterior compartment of forearm muscle,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,UBERON:0004688,costo-cervical trunk,costocervical trunk,AS
,,CD7,B,characterizes,,,CD8+ T,CT
FMA:6247,bronchial branch of vagus nerve,bronchial branch of vagus nerve,AS,part_of,UBERON:0001759,vagus nerve,vagus nerve,AS
HGNC:3619,FCGR3A,CD16hi,B,characterizes,CL:0000775,neutrophil,neutrophil,CT
HGNC:12726,von Willebrand factor,VWF,B,characterizes,CL:1000413,endothelial cell of artery,endothelial cell of artery,CT
HGNC:6132,ISL LIM homeobox 1,ISL1,B,characterizes,,MSN_427 Medium spiny neuron Neuron of brain,MSN_427,CT
UBERON:0004212,glomerular capillary,glomerular capillary,AS,part_of,UBERON:0004639,renal afferent arteriole,renal afferent arteriole,AS
HGNC:12692,VIM,Vimentin,B,characterizes,CL:0000186,myofibroblast cell,Myofibroblast,CT
,,Inner PALS,AS,part_of,UBERON:0010401,spleen central arteriole,Periarteriolar Lymphoid Sheath (PALS),AS
HGNC:1676,,CD3,B,characterizes,CL:0000796,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",surface intraepithelial CD8+ alph beta positive alpha/beta lymphocyte,CT
HGNC:20412,,keratin 20,B,characterizes,CL:0019032,,tuft cell,CT
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,UBERON:0013133,superior phrenic artery,superior phrenic artery,AS
HGNC:6065,inhibin subunit alpha,inhibin subunit alpha,B,characterizes,CL:0002095,hilar cell,hilar cell,CT
FMA:15397,Right gastroepiploic vein,right gastroepiploic vein,AS,part_of,UBERON:0001138,superior mesenteric vein,superior mesenteric vein,AS
CL:0009070,corticomedullary thymic epithelial cell,corticomedullary thymic epithelial cell,CT,located_in,UBERON:0003988,thymus corticomedullary boundary,corticomedullary boundary of thymus,AS
CL:1000414,endothelial cell of venule,venule endothelium,CT,located_in,UBERON:0002439,myenteric plexus of Auerbach,myenteric plexus of Auerbach,AS
,,RP11-66G15.1,B,characterizes,,DLNP_89 Deep-layer near-projecting Neuron of cerebral cortex,DLNP_89,CT
CL:0000057,fibroblast,fibroblast,CT,located_in,FMA:69585,Medial part of dorsal digital artery of great toe,medial dorsal digital artery of first digit of foot,AS
HGNC:18788,,NKG2D,B,characterizes,CL:0009018,lymphocyte of large intestine lamina propria,NK cell,CT
CL:0001035,bone cell,bone cell,CT,located_in,UBERON:0004616,mammalian cervical vertebra 7,cervical vertebra 7,AS
HGNC:12580,uroplakin 3A,UPK3A,B,characterizes,,,superficial cell of ureter urothelium,CT
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,FMA:22536,Middle genicular artery,middle genicular artery,AS
PCL:0015024,Inh L1-3 VIP FNDC1 primary motor cortex GABAergic interneuron (Hsap),Inh L1-3 VIP FNDC1,CT,located_in,UBERON:0001384,Primary motor cortex,Primary motor cortex,AS
,,shaft of third middle phalanx of foot,AS,part_of,UBERON:0004325,middle phalanx of pedal digit 3,middle phalanx of digit of foot 3,AS
,,posterior talar articular surface of calcaneus,AS,part_of,UBERON:0001450,calcaneus,calcaneus,AS
HGNC:10640,C-X-C motif chemokine ligand 14,CXCL14,B,characterizes,,MSN_219 Medium spiny neuron Neuron of brain,MSN_219,CT
,Mmb_332 Mammillary body Neuron of hypothalamus,Mmb_332,CT,located_in,UBERON:0001898,hypothalamus,hypothalamus,AS
HGNC:2891,dickkopf WNT signaling pathway inhibitor 1,DKK1,B,characterizes,,,basal cell of bladder urothelium,CT
UBERON:0000397,colonic epithelium,lymphocyte,AS,part_of,UBERON:0004989,mucosa of appendix,mucosa,AS
,,ganglion,CT,located_in,UBERON:0005304,submucosal plexus of Meissner,submucosal plexus of Meissner,AS
HGNC:7315,MS4A1,MS4A1+,B,characterizes,,B cell,B cell,CT
HGNC:8823,,CD31,B,characterizes,CL:0002138,endothelial cell of lymphatic vessel,lymphatic endothelium,CT
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,FMA:70453,Lateral inferior segmental hepatic artery,lateral inferior segmental branch of left hepatic artery,AS
CL:0002145,ciliated columnar cell of tracheobronchial tree,ciliated columnar cell of tracheobronchial tree,CT,located_in,UBERON:0001901,epithelium of trachea,tracheal epithelium,AS
UBERON:0006767,head of femur,head of femur,AS,part_of,UBERON:0000981,femur,femur,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:80189,nerve to tensor fasciae latae,branch of superior gluteal nerve to tensor fasciae latae,AS
,,paraventricular nucleus of thalamus,AS,part_of,UBERON:0001899,epithalamus,epithalamus,AS
FMA:6171,third thoracic nerve,third thoracic spinal nerve,AS,part_of,UBERON:0001780,spinal nerve,spinal nerve,AS
HGNC:11220,SPARCL1,SPARCL1,B,characterizes,CL:0009078,thymic fibroblast type 1,thymic capsular fibroblast,CT
UBERON:0001125,serratus ventralis,serratus anterior muscle,AS,part_of,UBERON:0001482,muscle of shoulder,shoulder muscle,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,UBERON:0035529,left common iliac artery,left common iliac artery,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:80285,branch of posterior interosseous nerve,posterior interosseous nerve,AS
FMA:53401,vestibular nerve,vestibular nerve,AS,part_of,UBERON:0001648,vestibulocochlear nerve,vestibulocochlear nerve,AS
FMA:52239,Anterior vestibular artery,anterior vestibular artery,AS,part_of,UBERON:0018231,labyrinthine artery,labyrinthine artery,AS
,,anterior fascicle of palatopharyngeus muscle,AS,part_of,UBERON:0010234,palatopharyngeus muscle,palatopharyngeus muscle,AS
UBERON:0005304,submucosal plexus of Meissner,submucosal plexus of Meissner,AS,part_of,UBERON:0003331,submucosa of colon,submucosa,AS
UBERON:0000381,urinary bladder detrusor smooth muscle,urinary bladder detrusor smooth muscle,AS,part_of,UBERON:0012378,muscle layer of urinary bladder,muscle layer of urinary bladder,AS
HGNC:4942,HLA-DQA1,HLA-DQA1,B,characterizes,CL:0002460,CD8alpha-negative thymic conventional dendritic cell,conventional dendritic cell 2,CT
HGNC:44915,long intergenic non-protein coding RNA 836,LINC00836,B,characterizes,,LRL_318 Lower rhombic lip Neuron of pons,LRL_318,CT
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:49483,Cricothyroid artery,cricothyroid artery,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,,,dorsal digital artery of first digit of hand,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,UBERON:0001197,ileocolic artery,ileocolic artery,AS
HGNC:6441,keratin 4,KRT4,B,characterizes,,,respiratory suprabasal cell,CT
HGNC:10620,CCL21,CCL21,B,characterizes,CL:0002138,endothelial cell of lymphatic vessel,lymphatic endothelial cell,CT
HGNC:7955,neuropeptide Y,NPY,B,characterizes,,MGE_244 MGE interneuron Neuron of gray matter of forebrain,MGE_244,CT
HGNC:11784,THBD,CD141,B,characterizes,CL:0002460,CD8alpha-negative thymic conventional dendritic cell,conventional dendritic cell 2,CT
CL:0000071,blood vessel endothelial cell,vascular endothelial cells,CT,located_in,,,stem villous vessel,AS
HGNC:7720,NEB,NEB,B,characterizes,CL:0009075,myo-medullary thymic epithelial cell,myo-medullary thymic epithelial cell,CT
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,UBERON:0005431,anterior spinal artery,anterior spinal artery,AS
HGNC:50913,lncRNA activating regulator of DKK1,LNCAROD,B,characterizes,,Mgl_8 Microglia Non-neuron of brain,Mgl_8,CT
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,FMA:22584,Superior medial genicular artery,medial superior genicular artery,AS
UBERON:0015173,,arcuate artery of uterus,AS,part_of,,,central posterior lower uterine segment,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,FMA:49628,Stylomastoid artery,stylomastoid artery,AS
HGNC:23145,MAFA,MAFA,B,characterizes,CL:0000169,type B pancreatic cell,Beta cell,CT
HGNC:42435,ADAMTS9 antisense RNA 2,ADAMTS9-AS2,B,characterizes,,MGE_262 MGE interneuron Neuron of cerebral cortex,MGE_262,CT
HGNC:6277,potassium two pore domain channel subfamily K member 2,KCNK2,B,characterizes,CL:4030022,renal medullary fibroblast,Medullary Fibroblast,CT
,,transverse costal facet of second thoracic vertebra,AS,part_of,UBERON:0004627,thoracic vertebra 2,thoracic vertebra 2,AS
CL:0001035,bone cell,bone cell,CT,located_in,,,spinous process of sixth cervical vertebra,AS
HGNC:6149,,CD11b,B,characterizes,CL:0001056,"dendritic cell, human",dendritic cell,CT
,,HLA-DR,B,characterizes,CL:0002399,CD1c-positive myeloid dendritic cell,dendritic cell type 2 (DC2),CT
HGNC:1748,CDH1,CDH1,B,characterizes,CL:1000330,serous cell of epithelium of trachea,serous cell of epithelium of trachea,CT
HGNC:6107,PDX1,PDX1,B,characterizes,CL:0000169,type B pancreatic cell,Beta cell,CT
CL:0000057,fibroblast,fibroblast,CT,located_in,FMA:4544,Left ninth posterior intercostal artery,left posterior intercostal artery 9,AS
CL:0000057,fibroblast,fibroblast,CT,located_in,FMA:15736,Conus artery,conus artery,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:18905,Lateral sacral vein,lateral sacral vein,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:79880,nerve to temporoparietalis,branch of temporal branch of facial nerve to temporoparietalis,AS
CL:0000071,blood vessel endothelial cell,Blood Vessel Endothelial Cell,CT,located_in,UBERON:8410038,high endothelial venule of lymph node,High Endothelial Venule,AS
HGNC:3318,E74 like ETS transcription factor 3,ELF3,B,characterizes,,,respiratory suprabasal cell,CT
HGNC:12693,vasoactive intestinal peptide,VIP,B,characterizes,,CGE_290 CGE interneuron Neuron of cerebral cortex,CGE_290,CT
CL:0000540,neuron,neuron,CT,located_in,FMA:6710,extra-laryngeal branch of recurrent laryngeal nerve to larynx,extra-laryngeal branch of recurrent laryngeal nerve to larynx,AS
CL:0002543,vein endothelial cell,endothelial cell of vein,CT,located_in,UBERON:0035152,internal cerebral vein,internal cerebral vein,AS
FMA:43934,Deep medial plantar artery,deep branch of medial plantar artery,AS,part_of,UBERON:0001541,medial plantar artery,medial plantar artery,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,UBERON:0014685,pterygoid plexus,pterygoid venous plexus,AS
,,semilunar type 3 cell,CT,is_a,CL:0000540,Neuron,Neuron,CT
,,DCLK1,B,characterizes,CL:0009080,tuft cell of small intestine,tuft cell,CT
CL:4023061,hippocampal CA4 neuron,hippocampal CA4 neuron,CT,located_in,UBERON:0000955,brain,brain,AS
CL:0002543,vein endothelial cell,endothelial cell of vein,CT,located_in,UBERON:0001545,anterior tibial vein,anterior tibial vein,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,,,zygomaticofacial artery,AS
CL:0002543,vein endothelial cell,endothelial cell of vein,CT,located_in,FMA:15415,Left portal vein,left hepatic portal vein #2,AS
CL:0002144,capillary endothelial cell,capillary endothelium,CT,located_in,UBERON:0007177,lamina propria,lamina propria,AS
HGNC:6024,IL7R,IL7R,B,characterizes,CL:0002038,T follicular helper cell,T follicular helper cell,CT
FMA:22710,Inferior ulnar collateral artery,inferior ulnar collateral artery,AS,part_of,UBERON:0001398,brachial artery,brachial artery,AS
HGNC:3372,eomes,eomes,B,characterizes,,,Eomes low Liver NK cell,CT
