keyword,processed
LAT2,0
keratin 17,0
AVPR1A,0
TRP,0
KRT15,0
CD41,0
endothelium,0
endometrial stromal cell,0
branch of posterior femoral cutaneous nerve to back of thigh and leg,0
Glomerulus Vasculature,0
inferior articular facet of sixth thoracic vertebra,0
LOC105373893,0
flexor pollicis longus muscle,0
MCAM,0
branch of recurrent laryngeal nerve to oblique arytenoid,0
branch of deep branch of ulnar nerve to abductor digiti minimi of hand,0
medial occipital artery,0
Inh L5-6 SST ISX,0
T1 segment of thoracic spinal cord,0
accessory process of first lumbar vertebra,0
Subcapsule,0
inferior horn of lateral ventricle,0
PAEP,0
brachial vein,0
bed nucleus of stria terminalis,0
IQGAP2,0
fourth common plantar digital artery,0
superior mesenteric artery,0
IDO,0
memory B cell,0
CD19,0
Splat_370,0
TCR alpha/beta,0
head of fifth distal phalanx of foot,0
fourth common plantar digital nerve,0
inferior articular process of first lumbar vertebra,0
lateral posterior superior nasal nerve,0
shaft of third metacarpal bone,0
dorsal ramus of third thoracic spinal nerve,0
vertebral arch of ninth thoracic vertebra,0
lateral head of triceps brachii muscle,0
thoracic spinal cord gray matter,0
alar part of nasalis muscle,0
branch of medial pectoral nerve to clavicular part of pectoralis major,0
TRPV4,0
RP11-340A13.4,0
Fbl_30,0
hepatic artery,0
brachialis muscle,0
orbicularis oculi muscle,0
straight sinus,0
TCRdelta,0
LOC105371663,0
ITGA8,0
Splat_371,0
Trabeculae,0
NOTCH1,0
AIF1,0
RP11-537P24.1,0
amnion mesenchymal stromal cell (AMSC),0
PLEKHG4B,0
gamma delta T cell,0
intralobular arteriole of pancreas,0
COL1A1,0
anterior accessory saphenous vein,0
neuroendocrine cell,0
calcium binding protein 1,0
LOC101927281,0
ACL,0
ANXA4,0
Integrin Î²5,0
airway submucosal gland duct basal cell,0
left lumbar artery 5,0
MSN_221,0
wall of Fallopian tube isthmus,0
SRPX,0
pubococcygeus muscle,0
fluid of Fallopian tube infundibulum,0
SDC1,0
pedicle of second cervical vertebra,0
TAFA4,0
superior labial branch of infra-orbital nerve,0
hepatic arteriole,0
Endocrine cell,0
BTBD11,0
CD38 molecule,0
Connecting Tubule Intercalated Cell,0
superior colliculus,0
optic choroid,0
vertebral arch of first thoracic vertebra,0
EBF3,0
NK lymphocytes,0
costal groove of sixth rib,0
kidney outer medulla outer stripe,0
orbicularis oris muscle,0
Inh L1-6 LAMP5 NES,0
endothelial cell of venule,0
pecten pubis of pubis of os coxa,0
inferior articular process of fifth cervical vertebra,0
RP11-154H17.1,0
internal branch of superior laryngeal nerve,0
IGFBP7,0
RP11-829H16.3,0
lumbar spinal cord gray commissure,0
nerve to carpal joint,0
Splat_387,0
CD135,0
EAR11,0
double negative thymocyte 4,0
"cingulate gyrus, caudal (posterior) part",0
RGS5_ENSG00000143248,0
linea terminalis of sacrum,0
SLC22A3,0
greater tubercle of humerus,0
left posterior intercostal artery 11,0
NTHL1,0
promonocyte,0
DLCT6b_109,0
LRRN3,0
keratocyte,0
transverse process of sixth cervical vertebra,0
dorsal artery of clitoris,0
costal facet of twelfth thoracic vertebra,0
CGE_285,0
basal cell of prostatic urethra,0
Fibrillin 1,0
PTGER3,0
CCK,0
retroaortic lymph node,0
deep dorsal vein of clitoris,0
CXCL13+,0
sternal region bone,0
SMPD3,0
sternal end of seventh rib,0
superficial temporal vein,0
integrin subunit alpha E/CD103,0
HECW2,0
CRYM,0
P3H2,0
nerve to inferior rectus,0
RNF43,0
mastoid foramen of mastoid part of temporal bone,0
digastric fossa of mandible,0
Exc L2 LAMP5 KCNG3,0
marginal venous sinus,0
lateral nucleus,0
PREX2,0
cranial muscle,0
intramedullary radial vein #3,0
inferior bulb of internal jugular vein,0
hepatic oval cell,0
Transitional principal-intercalated cell,0
lateral sacral vein,0
CNR1,0
base of fourth distal phalanx of hand,0
communicating branch of glossopharyngeal nerve with chorda tympani,0
superior costal facet of first thoracic vertebra,0
XACT,0
nerve of Fallopian tube isthmus,0
branch of anterior branch of obturator nerve to subsartorial nerve plexus,0
pectineus muscle,0
lateral inferior mesenteric ovary,0
subcostal muscle,0
Fbl_27,0
lacrimal bone,0
CTC-340A15.2,0
IGJ,0
deep middle cerebral vein,0
plantar metatarsal vein,0
ID3,0
SIX3,0
Mmb_327,0
posterior radicular artery,0
inferior rectal vein,0
branch of lingual nerve to sublingual ganglion,0
Exc L2 LINC00507 GLRA3,0
chondropharyngeal part of middle pharyngeal constrictor muscle,0
CTXND1,0
Alkaline Phosphatase,0
C3 segment of cervical spinal cord,0
arcuate artery of foot,0
CD209,0
nerve to extensor hallucis longus,0
sacral spinal cord ventral horn,0
rod bipolar cell,0
Splenic Littoral Cell,0
longissimus cervicis muscle,0
iNKT,0
adductor brevis muscle,0
Fbl_28,0
branch of supratrochlear nerve to skin of upper eyelid,0
transverse process of third cervical vertebra,0
mylohyoid muscle,0
gluteus minimus muscle,0
m/z 851.6397,0
caldesmon 1,0
medium-field cell,0
Synaptophysin,0
extravillous trophoblast (EVT),0
GPX2,0
FKBP11,0
distal phalanx of digit of hand 4,0
Splat_373,0
XCL2,0
terminal ileum,0
PLIN2,0
transverse foramen of seventh cervical vertebra,0
dorsal carpal branch of ulnar artery,0
inferior articular facet of eleventh thoracic vertebra,0
sustentaculum tali of calcaneus,0
lymph vasculature,0
lateral head of gastrocnemius muscle,0
DRD3,0
ascending branch of lateral femoral circumflex artery,0
PTCSC3,0
CD45RA(lo),0
proximal phalanx of digit of foot 2,0
vertebral body of first cervical vertebra,0
TFF2,0
second common plantar digital artery,0
paraaortic lymph node,0
Inh L5-6 SST PAWR,0
middle phalanx of digit of foot 2,0
extensor indicis muscle,0
deep cervical vein,0
rib 5,0
angle of second rib,0
submucosa of urinary bladder,0
anterior internal vertebral venous plexus,0
inferior left bronchial artery,0
branch of lateral terminal branch of deep fibular nerve,0
superior vertebral notch of seventh thoracic vertebra,0
semispinalis thoracis muscle,0
Chromogranin A,0
Interfollicular Cortex,0
vertebral foramen of third thoracic vertebra,0
subcutaneous,0
dorsal ramus of tenth thoracic spinal nerve,0
cDC2 CD1c-positive myeloid dendritic cell,0
basilar artery,0
branch of lingual nerve to submandibular ganglion,0
middle phalanx of digit of hand 3,0
head of humerus,0
hemopoietic stem cell (HSC),0
RP11-656G20.1,0
obliquus capitis superior muscle,0
SPON1,0
PLD4,0
PMAIP1,0
abdominal aorta,0
superficial epigastric vein,0
flexor digitorum longus muscle,0
deep cervical artery,0
KLRD1,0
TRHDE,0
biceps femoris branch of common fibular nerve,0
TRPM6,0
posterior ulnar recurrent artery,0
labial part of orbicularis oris muscle,0
vaginal artery,0
non-articular facet of tubercle of fifth rib,0
angular vein,0
Thex_448,0
palatoglossus muscle,0
descending branch of occipital artery,0
artery to angular gyrus,0
FLNB,0
communicating branch of intermediate nerve with vagus nerve,0
lower deep buccal branch of facial nerve,0
external nasal vein,0
muscular branch of tibial nerve to gastrocnemius,0
anterior intercostal vein 1,0
anconeus muscle,0
thenar compartment of hand muscle,0
submandibular fossa of mandible,0
posterior interosseous artery,0
naive B cell,0
keratin K19,0
Splat_354,0
dorsal artery of penis,0
costal groove of twelfth rib,0
lamina of fourth lumbar vertebra,0
pedicle of fourth cervical vertebra,0
proper palmar digital artery,0
Collecting Duct (Inner Medulla),0
proper plantar digital nerve,0
IGHA1,0
Aquaporin 0,0
superior articular process of fourth cervical vertebra,0
GNLY,0
HRH3,0
left middle suprarenal artery,0
ANO2,0
MYH7,0
distal phalanx of digit of foot 5,0
sternal end of sixth rib,0
VendVC_16,0
CLEC11A,0
anterior tibial artery,0
matrisome,0
vocalis muscle,0
SLC8A1,0
CCDC50,0
articular branch of common fibular nerve,0
Fibronectin,0
caudal vertebra,0
Dorsal Excitatory Neuron 3,0
inferior articular process of ninth thoracic vertebra,0
posterior segmental renal artery,0
abducens nerve,0
medial segmental artery of right lung,0
proximal phalanx of digit of foot 5,0
MGE_253,0
WNT2,0
iris,0
atrioventricular node,0
lateral olfactory gyrus,0
superior rectal artery,0
anterior fascicle of palatopharyngeus muscle,0
TRPM5,0
NRXN3,0
anterior ciliary vein,0
tumor protein p53,0
ATP1A1,0
superior thalamostriate vein,0
ENG,0
ethmoidal air cells of ethmoid bone,0
CHRNA1,0
common cochlear artery,0
base of first metacarpal bone,0
Inh L1-6 LAMP5 CA1,0
medial inferior antimesenteric ovary,0
scaphoid tubercle of scaphoid,0
nasal bone,0
THEMIS,0
superior oblique extraocular muscle,0
dorsal thalamus,0
iliac tuberosity of ilium of os coxa,0
angular artery,0
superior articular process of third cervical vertebra,0
conjuctival epithelium,0
sternal end of twelfth rib,0
right artery of caudate lobe,0
jejunum,0
lateral inferior antimesenteric ovary,0
LOC100506497,0
Splat_388,0
vein of genicular venous plexus,0
surface intraepithelial CD8+ alpha alpha positive alpha/beta lymphocyte,0
pancreatic islet capillary,0
myelocyte,0
serosa of Fallopian tube isthmus,0
VCAM1,0
CD1c+,0
cerebellum,0
GZMH,0
CYR61,0
costal groove of eleventh rib,0
CD62L,0
oviduct-specific glycoprotein-1,0
Pretectal region,0
crest of head of fourth rib,0
MGE_254,0
pulmonary trunk,0
sinoatrial nodal artery,0
Loop of Henle (Thick Limb/Medulla),0
dorsal digital nerve of foot,0
rectosigmoid vein,0
ventral ramus of ninth thoracic spinal nerve,0
postcentral gyrus,0
Switched B Cell,0
right posterior intercostal vein 8,0
superior pharyngeal artery,0
superior longitudinal lingual muscle,0
fluid of Fallopian tube intramural segment,0
BMP5,0
trachea cartilage,0
Mki67,0
pericryptal fibroblastic sheath,0
"globus pallidus, internal",0
T4 segment of thoracic spinal cord,0
pulmonary artery endothelial cell,0
third dorsal metacarpal artery,0
metatarsal bone of digit 4,0
fourth plantar metatarsal artery,0
tibalis anterior muscle,0
radial collateral artery,0
LYAR,0
serous secreting cell of bronchus submucosal gland,0
Distal Femur,0
CDH6,0
Medulla,0
right suprarenal vein,0
ventral ramus of first lumbar spinal nerve,0
CDH7,0
posterior intercostal vein,0
HGNC:6008,0
paravermis of cerebellum,0
sacral spinal cord ventral column,0
Loop of Henle (Thick Limb/Cortex),0
anterior cerebral vein,0
UPK1A,0
neck of ninth rib,0
RP11-33A14.1,0
PPP1R17,0
M2-like macrophage,0
mesothelial cell of visceral pleura,0
Collagen IV,0
inhibin subunit beta C,0
"naive thymus-derived CD8-positive, alpha-beta T cell",0
inferior thyroid artery,0
radial fossa of humerus,0
CD271+,0
rostral (anterior) transverse temporal gyrus,0
inferior articular process of seventh thoracic vertebra,0
EMSN_223,0
nerve to second lumbrical of foot,0
HBG2,0
anterior diaphragmatic branch of phrenic nerve,0
index finger medial lymphatic channel,0
AP3M2,0
Splat_364,0
angle of sixth rib,0
posterior diaphragmatic branch of phrenic nerve,0
dendritic cell type 2 (DC2),0
radial tuberosity of radius,0
central vein,0
JCHAIN,0
XCR1+,0
Splat_362,0
pons,0
nerve to gluteus maximus (2),0
superior vena cava,0
lingual branch of glossopharyngeal nerve to vallate papillae,0
superior articular process of sixth thoracic vertebra,0
m/z 756.5539,0
Thymosin alpha-1,0
inferior mesenteric artery,0
NKG7,0
anterior cerebral artery,0
MMP7,0
Paneth cell,0
retromandibular vein,0
PVALB,0
plantaris muscle,0
ULIT_138,0
MGE_263,0
granulosa cell layer,0
CD13,0
AIFM2 (FSP1),0
umbilical artery,0
extensor digitorum muscle,0
Venule,0
cutaneous branch of infratrochlear nerve to eyelid,0
auricular branch of vagus nerve,0
POU2AF1,0
CYP1B1-AS1,0
Misc_404,0
tonsillar branch of facial artery,0
mentalis muscle,0
TSHZ1,0
substantia gelatinosa of thoracic spinal cord dorsal horn,0
SLC5A12,0
dorsal digital nerve of third toe,0
CD16hi,0
spiral modiolar artery,0
recurrent meningeal branch of eighth thoracic spinal nerve,0
TRPV5,0
keratin 1,0
ovarian interstitia,0
CD10,0
left gastric vein,0
cystic vein,0
Splat_385,0
inferior vertebral notch of fifth cervical vertebra,0
"paracentral lobule, caudal part",0
Endothelial Cell of Lymphatic Vessel,0
cervical spinal cord ventral horn,0
M2-Macrophage,0
APBB1IP,0
surface intraepithelial CD8+ alpha beta positive alpha/beta lymphocyte,0
sternocleidomastoid branch of spinal accessory nerve,0
vastus medialis muscle,0
proximal phalanx of digit of hand 2,0
mucosal venule of colon,0
Renal Corpuscle,0
labium majus branch of posterior labial nerve,0
CDH13,0
GRP,0
respiratory bronchiole,0
radial artery of uterus,0
SLC26A2,0
Outer Medullary Collecting Duct Intercalated Cell Type A,0
lunate,0
small cardiac vein,0
CRTH2,0
mammillary body neuron,0
Marginal Reticular Cell,0
maxillary nerve,0
PAX8,0
RAMP2,0
THSD7B,0
PLCH1,0
CTD-2058B24.2,0
neck of second rib,0
lingual artery,0
inferior gluteal vein,0
Papillary Tip Epithelium,0
RELN,0
PCOLCE2,0
deltoid muscle,0
right renal vein,0
CD28,0
lesser tubercle of humerus,0
SCX,0
lens epithelial cell,0
alveolar macrophage,0
mandibular foramen of mandible,0
Thex_451,0
Exc L5 THEMIS LINC01116,0
CD38,0
interstitial fibroblast,0
shaft of first distal phalanx of foot,0
superior thoracic artery,0
ventral ramus of eighth thoracic spinal nerve,0
GNAS,0
superficial back muscle,0
blue cone bipolar cell,0
branch of masseteric nerve to temporomandibular joint,0
Mgl_10,0
decidual blood vessel,0
Keratinocyte (Basal),0
cisterna chyli,0
Stroma Type I cell,0
submental artery,0
IL2RG,0
XBP1+,0
choroid plexus cell,0
head of eighth rib,0
inferior temporal line of parietal bone,0
neuroendocrine epithelia,0
branch of ilioinguinal nerve to internal oblique,0
WNT2B,0
STC1,0
branch of suprascapular nerve to infraspinatus muscle,0
transverse process of third lumbar vertebra,0
body of seventh rib,0
gamma-enolase (human),0
"KIT proto-oncogene, receptor tyrosine kinase",0
left first superior phrenic artery,0
zygomatic process of frontal bone,0
urothelium of ureter,0
inferior articular process of second lumbar vertebra,0
infraorbital foramen of maxilla,0
lobular vein of pancreas,0
pterygoid process of sphenoid bone,0
superior uterine vein,0
"secretagogin, EF-hand calcium binding protein",0
DLCT6b_103,0
iliocostalis cervicalis muscle,0
SCIN,0
stylomastoid branch of occipital artery,0
PLA2G4A,0
neutrophils,0
little finger medial lymphatic channel,0
posterior talar articular surface of calcaneus,0
groove for superior sagittal sinus of parietal bone,0
UPK3A,0
Capsule,0
vertebral arch of fourth cervical vertebra,0
superior articular facet of fifth rib,0
LOC101927439,0
peripheral nervous system,0
ulna,0
anterior intercostal artery 4,0
C6 segment of cervical spinal cord,0
NUPR1,0
vertebral body of eighth thoracic vertebra,0
DENND2D,0
KLRB1,0
triceps brachii muscle,0
saccular nerve,0
lung parenchyma resident eosinophil,0
nerve to first plantar interosseous of foot,0
periportal hepatocyte,0
hepatic progenitor cell,0
CCL25,0
Integrin Î²2,0
CBI_305,0
Inh L1 PAX6 MIR101-1,0
ventral thalamus,0
lateral dorsal digital artery of fifth digit of foot,0
inferior gluteal artery,0
head of fourth metatarsal bone,0
branch of recurrent laryngeal nerve to vocalis,0
MUC2,0
arterial system smooth muscle,0
BCHE (butyrylcholinesterase) cell,0
lateral plantar artery,0
hyperpolarization activated cyclic nucleotide gated potassium channel 1,0
inferior mesenteric vein,0
Dorsal Inhibitory Neuron 7,0
LHX9,0
CGE_288,0
RP11-624A4.2,0
medial plantar artery,0
FOXN4,0
obliquus capitis inferior muscle,0
circumflex scapular artery,0
PIM2,0
extra-ocular muscle,0
internal iliac lymph node,0
internal thoracic vein,0
transverse foramen of second cervical vertebra,0
soleal vein #2,0
medial posterior superior nasal nerve,0
zygomaticotemporal branch of zygomatic nerve,0
RARA,0
Splat_391,0
muscle of facial expression,0
deep palmar branch of ulnar artery,0
transverse foramen of fourth cervical vertebra,0
Thick Ascending Limb Cell,0
lumbrical of foot muscle,0
HOPX,0
RGS5,0
thumb lateral lymphatic channel,0
CD8+ Liver-Resident Memory T cell,0
superior laryngeal artery,0
anterior tubercle of first cervical vertebra,0
CD69,0
Memory CD8+ T cell,0
periaqueductal gray substance,0
SLC13A1,0
right jugular lymph trunk,0
descending branch of hypoglossal nerve,0
CORO1A,0
shaft of humerus,0
SLITRK4,0
LOC101929028,0
glutamic acid decarboxylase 65 cell,0
FGF10,0
inferior suprarenal artery,0
CD4 T cell effector memory CD45RA,0
medial condyle of tibia,0
inferior tympanic artery,0
anterior radicular vein,0
branch of accessory obturator nerve to hip joint,0
tubercle of sixth rib,0
REN,0
sternocleidomastoid branch of superior thyroid artery,0
LLC_270,0
Midi_442,0
inferior nasal concha,0
sigmoid vein,0
medial superior antimesenteric ovary,0
body of sphenoid bone,0
branch of deep branch of ulnar nerve to opponens pollicis,0
myofibroblast cell of ureter,0
zygomaticotemporal artery,0
inferior lobar artery of spleen,0
BLIMP1,0
Exc L6 FEZF2 PROKR2,0
ventral ramus of fourth lumbar spinal nerve,0
anterior superior segmental branch of right hepatic artery,0
muscle layer of urinary bladder,0
long thoracic nerve,0
ITGA4,0
RP11-97F8.2,0
free coli,0
thymus trabecula,0
omental coli,0
pectoralis minor muscle,0
frontal process of maxilla,0
Splenic Stromal Cell (non-FRC/non-FDC),0
branch of long thoracic nerve to serratus anterior (n),0
branch of deep branch of ulnar nerve to first palmar interosseous of hand,0
serratus posterior inferior muscle,0
dorsal ramus of second sacral spinal nerve,0
chorionic plate,0
polyaxonal amacrine cell,0
Naive CD8+ T cell,0
A2M,0
inferior gemellus muscle,0
VAV3,0
Innate Lymphoid Cell (Type 3),0
anterior segmental artery of left lung,0
thoracic vertebra 2,0
RP1-45C12.1,0
arteriole endothelium,0
non-articular facet of tubercle of third rib,0
Splenic Cord,0
CA4_197,0
RP11-370B11.4,0
longus capitus muscle,0
left posterior intercostal vein 4,0
lesser superficial petrosal nerve,0
LINC01239,0
mast cell,0
ventral ramus of fifth thoracic spinal nerve,0
wall of Fallopian tube infundibulum,0
Papilla,0
smooth muscle tissue of bronchiole,0
Monocytes,0
endometrium luminal epithelium,0
ulnar head of pronator teres muscle,0
tracheal branch of recurrent laryngeal nerve,0
CD4 naive,0
NOTCH3,0
C1QL1,0
B lymphocyte,0
TRAC,0
limbic lobe,0
oligodendrocyte,0
LINC02055,0
inferior articular facet of twelfth thoracic vertebra,0
deep superior gluteal artery,0
meningeal branch of first cervical nerve,0
prostate perictye,0
head of first metatarsal bone,0
dorsal ramus of seventh cervical spinal nerve,0
soleal line of tibia,0
EMSN_224,0
ring finger medial lymphatic channel,0
posterior auricular vein,0
obturator externus muscle,0
branch of iliohypogastric nerve to internal oblique,0
inferior occipital gyrus,0
left gastric artery,0
DARC,0
gracilis muscle,0
long ciliary nerve,0
alveolar process of maxilla,0
Stroma of pancreas,0
base of third proximal phalanx of foot,0
RBP5,0
BCHE,0
MROH9,0
GABRB2,0
Medial Excitatory Neuron 3,0
PDGFRa,0
left posterior intercostal vein 6,0
HGNC:6106,0
Splat_344,0
PDC,0
palmar carpal arterial arch,0
Oligo_48,0
crista galla of ethmoid bone,0
oblique part of cricothyroid muscle,0
heart,0
Mmb_332,0
cDC1 myeloid dendritic cell,0
infratrochlear nerve,0
orbital operculum,0
sternum,0
ascending cervical artery,0
communicating branch of buccal branch of facial nerve with buccal nerve,0
popliteal lymph node,0
nerve to auricularis posterior,0
transverse costal facet of eleventh thoracic vertebra,0
HPGD,0
DLIT_137,0
plica of Fallopian tube infundibulum,0
PRODH2,0
CALML5,0
superior articular facet of third thoracic vertebra,0
RXFP1,0
Splat_417,0
lateral pterygoid muscle,0
left subclavian lymph trunk,0
ventral ramus of second sacral spinal nerve,0
PSCA,0
trapezoid line of clavicle,0
BATF3,0
DEFA5,0
anterior compartment of thigh muscle,0
transverse process of third thoracic vertebra,0
right posterior intercostal vein 7,0
thoracic vertebra 7,0
ganglion,0
tuberosity of fifth metatarsal bone,0
cumulus granulosa cell,0
Dendritic cell (monocyte-derived),0
pubic branch of inferior epigastric artery,0
CD68 molecule,0
IGHD+,0
CNTN1,0
vertebral body of first lumbar vertebra,0
sacral spinal cord gray matter,0
distal phalanx of digit of foot 2,0
shaft of fifth metatarsal bone,0
TLL1,0
surgical neck of humerus,0
infrahyoid muscle,0
RP11-60A8.1,0
left hepatic portal vein,0
infraorbital groove of maxilla,0
DNASE1L3,0
SFTPC,0
HS3ST3A1,0
LAMP3,0
lymphatics,0
DLNP_86,0
LEP,0
modiolus muscle,0
capillary endothelial cell,0
Splat_431,0
fifth common plantar digital nerve,0
neck of femur,0
saphenous branch of descending genicular artery,0
HPGDS,0
SNTG2,0
WDR86,0
SPP1,0
rib 12,0
fimbria of Fallopian tube,0
gray matter of hindbrain,0
TCRab,0
obturator artery,0
IgG1,0
NTRK3,0
PGP9.5,0
cervical spinal cord,0
NUDT4,0
spinous process of seventh thoracic vertebra,0
dorsal ramus of eleventh thoracic spinal nerve,0
CRYAB,0
psoas major muscle,0
sixth cervical spinal nerve,0
VendAC_14,0
parietal bone,0
lateral superior mesenteric ovary,0
Tall columnar epithelial cell,0
IFNG-AS1,0
inferior costal facet of second thoracic vertebra,0
PF4,0
Splat_369,0
STK32A,0
posterior superior segmental branch of right hepatic artery,0
Basal lamina,0
XBP1,0
capsule of thymus,0
NKp44,0
CRCP,0
coracobrachialis muscle,0
subscapularis branch of inferior subscapular nerve,0
superior articular process of second cervical vertebra,0
musculophrenic vein,0
base of second middle phalanx of hand,0
CD86,0
auricular surface of ilium of os coxa,0
dorsal branch of medial proper palmar digital artery of fourth digit of hand,0
superficial transverse perineal muscle branch of perineal nerve,0
rib 7,0
posterolateral spinal vein,0
proper plantar digital nerve of third toe,0
submucosa of trigone of urinary bladder,0
Lymphatic Endothelial Cell -Subcapsular Sinus Ceiling,0
LYPD6,0
PILRA,0
middle cardiac vein,0
CAP2 aerocyte capillary aCap,0
perineal vein,0
TRPC5,0
LINC01378,0
vertebral foramen of fourth cervical vertebra,0
scrotal branch of genital branch of genitofemoral nerve,0
superficial epigastric artery,0
Amex_171,0
pulmonary branch of vagus nerve,0
inferior branch of oculomotor nerve,0
PCSK6,0
central superior ovary,0
PDGFRbeta,0
oblique arytenoid muscle,0
VPREB1,0
LGR5,0
LINC00609,0
KLF4,0
OTX2,0
FRMD7,0
superior rectus extraocular muscle,0
MGE_258,0
nestin,0
vasculature,0
nerve to second dorsal interosseous of foot,0
vertebral foramen of first cervical vertebra,0
PHOX2B,0
JAML,0
transverse process of tenth thoracic vertebra,0
KCNH8,0
costal groove of seventh rib,0
medial supraclavicular nerve,0
NDUFA4L2,0
sternothyroid muscle,0
IL1RL1,0
Cytokeratin 1,0
CD38hi,0
Lysozyme,0
extensor digitorum brevis muscle,0
DLCT6b_97,0
MOGAT1,0
posterior arch of first cervical vertebra,0
Splat_361,0
dorsal digital nerve of little toe,0
head of fourth distal phalanx of hand,0
anterior inferior segmental branch of right hepatic portal vein,0
amniotic mesoderm,0
submucosal arteriole of colon,0
levator palpebrae superioris muscle,0
trochlear nerve,0
right hepatic portal vein,0
CDH1,0
superior branch of transverse cervical nerve,0
malleus bone,0
HCN1,0
medial proper plantar digital artery of third digit of foot,0
meningeal branch of second lumbar spinal nerve,0
ID2,0
branch of superior gluteal nerve to tensor fasciae latae,0
CD27lo,0
NR2F1,0
erythroid,0
posterior inferior nasal branch of greater palatine nerve,0
corrugator supercilii muscle,0
scapula,0
immature NKT cell,0
LLC_275,0
dorsal ramus of fifth thoracic spinal nerve,0
fundus of uterus,0
CBI_303,0
Misc_165,0
ceratoglossus of hyoglossus muscle,0
transverse process of sixth thoracic vertebra,0
LAMP5,0
CH25H,0
inferior vertebral notch of tenth thoracic vertebra,0
lower branch of internal laryngeal nerve to mucosa of arytenoid cartilage,0
transitional anal canal,0
inferior segmental renal artery,0
dorsal digital vein of hand,0
Deep Zone,0
PARD3B,0
Î±-enolase,0
JAM2,0
base of second proximal phalanx of foot,0
interspinales lumborum muscle,0
Tryptase,0
CA7,0
branch of posterior interosseous nerve to extensor carpi ulnaris,0
CD141,0
inferior costal facet of sixth thoracic vertebra,0
inferior articular facet of seventh cervical vertebra,0
LOC100132891,0
damage specific DNA binding protein 2,0
Inh L2-5 PVALB RPH3AL,0
S3 sacral spinal cord segment,0
Germinal Center B Cell,0
transverse facial vein #2,0
LAPTM5,0
prostatic artery,0
left superior intercostal vein,0
LLC_266,0
communicating branch to posterior scrotal nerve,0
medulla oblongata,0
Hilar Vein,0
lamina of spiral limbus,0
circumflex humeral vein,0
jugular venous arch,0
CD11c-/,0
Descending Thin Limb Cell,0
foramen magnum of basilar part of occipital bone,0
LINC01036,0
Subcapsular sinus ceiling,0
CTD-2545M3.8,0
FXYD4,0
Vascular Smooth Muscle Cell,0
HOXB3,0
HLA-DQA2,0
frontal belly of occipitofrontalis muscle,0
eccrine (sweat) gland,0
sublingual vein,0
LPAR1,0
spinous process of sixth thoracic vertebra,0
crest of head of fifth rib,0
MGP,0
segmental renal artery,0
CYTL1,0
adductor magnus muscle,0
vestibular bulb artery,0
ICAM1,0
deep branch of medial plantar artery,0
KRT4,0
acetabular branch of obturator artery,0
head of second proximal phalanx of hand,0
Thex_460,0
goblet cell of epithelium of lobar bronchus,0
common fibular nerve,0
superior temporal gyrus,0
MGE_252,0
superior cerebellar peduncle,0
vascular smooth muscle cells,0
DLCT6b_105,0
SLC5A2,0
VendV_17,0
inferior vertebral notch of fourth cervical vertebra,0
right common iliac vein,0
anterior intercostal artery 9,0
base of fifth middle phalanx of hand,0
Vimentin,0
lumbar branch of iliolumbar artery,0
NPSR1-AS1,0
ileal artery,0
CTSG,0
groove for tendon of flexor hallucis longus muscle of calcaneus,0
connective tissue of the uterine serosa,0
CTD-2050E21.1,0
ALG13,0
lung mesenchyme,0
postovulatory follicle,0
mental branch of mental nerve,0
ZNF683,0
anterior intercostal vein 7,0
inferior vertebral notch of ninth thoracic vertebra,0
blood vessel smooth muscle cell,0
T helper,0
goblet cell,0
right hepatic portal vein #2,0
occipital condyle of basilar part of occipital bone,0
shaft of second distal phalanx of hand,0
lateral geniculate nuclei,0
inferior articular facet of fifth thoracic vertebra,0
TRDN,0
plantar venous arch #2,0
CLEC9A,0
neurofilament heavy pseudogene 1,0
fibroblasts,0
ileocolic artery,0
articular facet of tubercle of sixth rib,0
shaft of third proximal phalanx of hand,0
DLNP_90,0
temporal branch of facial nerve,0
peritubular capillary,0
ventral ramus of fifth lumbar spinal nerve,0
posterior auricular artery,0
cranial nerve,0
head of fifth distal phalanx of hand,0
COL5A2,0
IL4R+,0
AES,0
Medial Excitatory Neuron 4,0
recurrent meningeal branch of first thoracic spinal nerve,0
urinary bladder urothelium,0
odontoid arcade,0
anterior intercostal artery,0
STAT1,0
Transitional Immature B Cells,0
metacarpal bone of digit 3,0
medial supracondylar ridge of humerus,0
non Classical Monocyte,0
bundle of His,0
EMSN_232,0
arcuate artery of uterus,0
thymus subcapsular epithelium,0
depressor supercilii muscle,0
medial proper plantar digital artery of second digit of foot,0
medial internal nasal branch of anterior ethmoidal nerve,0
supinator muscle,0
eleventh thoracic spinal nerve,0
basement membrane of Fallopian tube isthmus,0
RLBP1,0
MSN_430,0
fifth thoracic spinal nerve,0
posterior process of talus,0
popliteal vein,0
eccrine,0
ventral ramus of coccygeal nerve,0
LOC105370610,0
Inh L3 PVALB SAMD13,0
medial dorsal digital artery of third digit of hand,0
CD56,0
thoracic subsegment of spinal cord,0
superior articular process of sixth cervical vertebra,0
CXCL16,0
superior belly of omohyoid muscle,0
intralobular venule of pancreas,0
Splat_235,0
transverse colon,0
vasculature of Fallopian tube infundibulum,0
endocardial cell,0
SCGB2A2,0
FAM163A,0
Amex_157,0
AT1A1,0
platelet and endothelial cell adhesion molecule 1,0
Lymphatic Endothelial Cell of Medulla Ceiling,0
myenteric plexus of Auerbach,0
inferior articular process of fourth thoracic vertebra,0
Macrophage,0
