organ,id,doi,notes,type
blood_vasculature,https://en.wikipedia.org/wiki/Occipital_vein,,For AS,reference
muscular-system,https://en.wikipedia.org/wiki/Transverse_muscle_of_the_chin,,,reference
skin,PMID: 29902530,10.1016/j.jaip.2018.06.002,"Leiferman KM, Peters MS. Eosinophil-Related Disease and the Skin. J Allergy Clin Immunol Pract. 2018 Sep-Oct;6(5):1462-1482.e6.",reference
spleen,"Lewis SM, Williams A, Eisenbarth SC. Structure and function of the immune system in the spleen. Sci Immunol. 2019 Mar 1;4(33):eaau6085.",10.1126/sciimmunol.aau6085,AS,reference
placenta full term,,,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Subcostal_arteries,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Lumbar_nerves#First_lumbar_nerve,,,reference
thymus,"Wakimoto T, Tomisaka R, Nishikawa Y, Sato H, Yoshino T, Takahashi K. Identification and characterization of human thymic cortical dendritic macrophages that may act as professional scavengers of apoptotic thymocytes. Immunobiology. 2008;213(9-10):837-47.",10.1016/j.imbio.2008.07.032,"AS-CT, CT-B",reference
placenta full term,doi: 10.3390/cells1041061,10.3390/cells1041061,,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Lumbar_nerves#Fifth_lumbar_nerve,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Internal_iliac_vein,,For AS,reference
blood_vasculature,"J.A. AragÃ£o, F.P. Reis, G.B.B. Pitta, F. Miranda, L.F. Poli de Figueiredo, Anatomical Study of the Gastrocnemius Venous Network and Proposal for a Classification of the Veins, European Journal of Vascular and Endovascular Surgery, Volume 31, Issue 4, 2006, Pages 439-442, ISSN 1078-5884.",10.1016/j.ejvs.2005.10.022,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Inferior_ulnar_collateral_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Renal_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Superficial_epigastric_vein,,For AS,reference
large_intestine,ISBN-13: 978-1496398949,,pages 682-683,reference
spleen,"Coppin E, Florentin J, Vasamsetti SB, Arunkumar A, Sembrat J, Rojas M, Dutta P. Splenic hematopoietic stem cells display a pre-activated phenotype. Immunol Cell Biol. 2018 Mar 11:10.1111/imcb.12035.",10.1111/imcb.12035,"AS-CT, CT-B",reference
lymph_nodes,"Fletcher AL, Malhotra D, Acton SE, Lukacs-Kornek V, Bellemare-Pelletier A, Curry M, Armant M, Turley SJ. Reproducible isolation of lymph node stromal cells reveals site-dependent differences in fibroblastic reticular cells. Front Immunol. 2011 Sep 12;2:35. doi: 10.3389/fimmu.2011.00035. PMID: 22566825; PMCID: PMC3342056.",10.3389/fimmu.2011.00035,AS-CT,reference
muscular-system,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,reference
brain,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",10.1002/cne.24080,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Thyrocervical_trunk,,For AS,reference
thymus,"Nagasawa M, Germar K, Blom B, Spits H. Human CD5+ Innate Lymphoid Cells Are Functionally Immature and Their Development from CD34+ Progenitor Cells Is Regulated by Id2. Front Immunol. 2017 Aug 31;8:1047.",10.3389/fimmu.2017.01047,CT-B,reference
ovary,,10.2741/s140,,general_publication
kidney,HuBMAP unpublished,,,reference
main-bronchus,none,,,reference
blood_vasculature,"Hsieh, C. H., Liu, S. P., Hsu, G. L., Chen, H. S., Molodysky, E., Chen, Y. H., & Yu, H. J. (2012). Advances in understanding of mammalian penile evolution, human penile anatomy and human erection physiology: clinical implications for physicians and surgeons. Medical science monitor : international medical journal of experimental and clinical research, 18(7), RA118-RA125.",10.12659/msm.883201,For AS,reference
kidney,PMID: 31249312. PMCID: PMC6597610,10.1038/s41467-019-10861-2,Has CNT and DCT signature,reference
blood_vasculature,https://en.wikipedia.org/wiki/Recurrent_artery_of_Heubner,,For AS,reference
eye,,10.1523/jneurosci.0907-11.2011,,general_publication
skin,PMID: 30098299,10.1111/wrr.12647,"Silva WN, Leonel C, Prazeres PHDM, Sena IFG, Guerra DAP, Heller D, Diniz IMA, Fortuna V, Mintz A, Birbrair A. Role of Schwann cells in cutaneous wound healing. Wound Repair Regen. 2018 Sep;26(5):392-397.",reference
thymus,,10.1126/science.aay3224,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Lateral_plantar_artery,,For AS,reference
lymph_nodes,"Dorfman DM, Brown JA, Shahsafaei A, Freeman GJ. Programmed death-1 PD-1 is a marker of germinal center-associated T cells and angioimmunoblastic T-cell lymphoma. Am J Surg Pathol. 2006 Jul;307:802-10. doi: 10.1097/01.pas.0000209855.28282.ce. PMID: 16819321; PMCID: PMC3137919.",10.1097/01.pas.0000209855.28282.ce,"AS-CT,CT,B",reference
blood_vasculature,https://radiopaedia.org/articles/calcarine-artery,,For AS,reference
skin,PMID: 21860392,10.1038/nrm3175,"Simpson CL, Patel DM, Green KJ. Deconstructing the skin: cytoarchitectural determinants of epidermal morphogenesis. Nat Rev Mol Cell Biol. 2011 Aug 23;12(9):565-80.",reference
eye,"Puthussery, T., Gayet-Primo, J., Taylor, W.R. and Haverkamp, S. (2011), Immunohistochemical identification and synaptic inputs to the diffuse bipolar cell type DB1 in macaque retina. J. Comp. Neurol., 519: 3640-3656.",10.1002/cne.22756,protein kinase C-Å’Â± marks rod and DB4 bipolar cell,reference
blood_vasculature,https://neupsykey.com/the-external-carotid-artery-and-extracranial-circulation/,,For AS,reference
thymus,"Tulic MK, Sly PD, Andrews D, Crook M, Davoine F, Odemuyiwa SO, Charles A, Hodder ML, Prescott SL, Holt PG, Moqbel R. Thymic indoleamine 2,3-dioxygenase-positive eosinophils in young children: potential role in maturation of the naive immune system. Am J Pathol. 2009 Nov;175(5):2043-52.",10.2353/ajpath.2009.090015,CT-B,reference
blood_vasculature,https://en.wikipedia.org/wiki/Umbilical_artery,,For AS,reference
blood_vasculature,https://www.healthline.com/human-body-maps/lateral-inferior-genicular-artery#1,,For AS,reference
skin,PMID: 26272445,10.1016/j.acthis.2015.07.007,"Wakai J, Takayama A, Yokoyama T, Nakamuta N, Kusakabe T, Yamamoto Y. Immunohistochemical localization of dopamine D2 receptor in the rat carotid body. Acta Histochem. 2015 Oct;117(8):784-9.",reference
blood_vasculature,https://radiopaedia.org/articles/inferior-hypophyseal-artery,,For AS,reference
lymph_nodes,"Egan C, Jaffe ES. Non-neoplastic histiocytic and dendritic cell disorders in lymph nodes. Semin Diagn Pathol. 2018 Jan;351:20-33. doi: 10.1053/j.semdp.2017.11.002. Epub 2017 Nov 3. PMID: 29150219; PMCID: PMC5803315.",10.1053/j.semdp.2017.11.002,AS-CT,reference
blood_vasculature,https://en.wikipedia.org/wiki/Dorsal_venous_arch_of_the_foot,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Nerve,,,reference
kidney,,10.1126/science.aat5031,,reference
large_intestine,PMID: 2618659,10.1111/j.1440-1827.1989.tb02421.x,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Meningohypophyseal_artery,,For AS,reference
ureter,,,,general_publication
spleen,"Santegoets, S.J.A.M., Dijkgraaf, E.M., Battaglia, A. et al. Monitoring regulatory T cells in clinical samples: consensus on an essential marker set and gating strategy for regulatory T cell analysis by flow cytometry.",10.1007/s00262-015-1729-x,CT-B,reference
spleen,"Ellyard, J., Avery, D., Mackay, C. and Tangye, S. (2005), Contribution of stromal cells to the migration, function and retention of plasma cells in human spleen: potential roles of CXCL12, IL?6 and CD54. Eur. J. Immunol., 35: 699-708.",10.1002/eji.200425442,"AS-CT, CT-B",reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Superior_laryngeal_nerve,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Dorsal_lingual_veins,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Deep_plantar_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Right_coronary_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Inferior_suprarenal_artery,,For AS,reference
lymph_nodes,"Link A, Hardie DL, Favre S, Britschgi MR, Adams DH, Sixt M, Cyster JG, Buckley CD, Luther SA. Association of T-zone reticular networks and conduits with ectopic lymphoid tissues in mice and humans. Am J Pathol. 2011 Apr;1784:1662-75. doi: 10.1016/j.ajpath.2010.12.039. PMID: 21435450; PMCID: PMC3070229.",10.1016/j.ajpath.2010.12.039,AS-CT,reference
lung,,10.1038/s41586-020-2922-4,,general_publication
peripheral_nervous_system,https://en.wikipedia.org/wiki/Sacral_spinal_nerve_3,,,reference
main-bronchus,ISBN:978-0-7020-7705-0,,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Tibial-fibular_trunk,,For AS,reference
spleen,"Jiajing Qiu, Xiaoli Wang, Mohamed E Salama, Ronald Hoffman; Characterization and Isolation of Splenic Littoral Cells, a Possible Cellular Niche for Extramedullary Hematopoiesis in Myelofibrosis. Blood 2015; 126 (23): 3594. DOI: DOI: 10.1182/blood.V126.23.3594.3594",10.1182/blood.v126.23.3594.3594,"AS-CT, CT-B",reference
liver,https://pubmed.ncbi.nlm.nih.gov/23354049/,10.1038/nature11826,LGR5,reference
kidney,,10.1101/2021.07.28.454201,"no CD14, CD3, CD19, CD56, CD66B",reference
skin,PMID: 3434224,10.1007/bf00687077,"Perentes E, Nakagawa Y, Ross GW, Stanton C, Rubinstein LJ. Expression of epithelial membrane antigen in perineurial cells and their derivatives. An immunohistochemical study with multiple markers. Acta Neuropathol. 1987;75(2):160-5.",reference
blood_vasculature,https://radiopaedia.org/articles/labyrinthine-artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Median_cubital_vein,,For AS,reference
skin,PMID: 8006064,,"North AJ, Gimona M, Cross RA, Small JV. Calponin is localised in both the contractile apparatus and the cytoskeleton of smooth muscle cells. J Cell Sci. 1994 Mar;107 ( Pt 3):437-44.",reference
blood_vasculature,https://en.wikipedia.org/wiki/Stellate_veins,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Iliac_branch_of_iliolumbar_artery,,For AS,reference
thymus,"NuâˆšÂ±ez S, Moore C, Gao B, Rogers K, Hidalgo Y, Del Nido PJ, Restaino S, Naka Y, Bhagat G, Madsen JC, Bono MR, Zorn E. The human thymus perivascular space is a functional niche for viral-specific plasma cells. Sci Immunol. 2016 Dec;1(6):eaah4447.",10.1126/sciimmunol.aah4447,"AS-CT, CT-B",reference
blood_vasculature,https://en.wikipedia.org/wiki/Internal_thoracic_vein,,For AS,reference
blood_vasculature,https://radiopaedia.org/articles/inferior-vesical-artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Helicine_arteries_of_penis,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Hypoglossal_nerve,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Renal_vein,,For AS,reference
spleen,"James B. Chung, Richard A. Sater, Michele L. Fields, Jan Erikson, John G. Monroe, CD23 defines two distinct subsets of immature B cells which differ in their responses to T cell help signals, International Immunology, Volume 14, Issue 2, February 2002, Pages 157â€šÃ„Ã¬166,.",10.1093/intimm/14.2.157,AS-CT,reference
blood_vasculature,https://en.wikipedia.org/wiki/Great_saphenous_vein,,For AS,reference
blood_vasculature,https://www.kenhub.com/en/library/anatomy/veins-of-the-vertebral-column,,For AS,reference
blood_vasculature,http://purl.obolibrary.org/obo/UBERON_0036300,,For AS,reference
blood_vasculature,https://radiopaedia.org/articles/appendicular-artery,,For AS,reference
skin,PMID: 12191019,10.1034/j.1600-0854.2002.30909.x,"De MaziâˆšÂ®re AM, Muehlethaler K, van Donselaar E, Salvi S, Davoust J, Cerottini JC, LâˆšÂ©vy F, Slot JW, Rimoldi D. The melanocytic protein Melan-A/MART-1 has a subcellular localization distinct from typical melanosomal proteins. Traffic. 2002 Sep;3(9):678-93.",reference
large_intestine,,10.1111/j.1440-1827.1989.tb02421.x,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Plantar_arch,,For AS,reference
blood_vasculature,https://radiopaedia.org/articles/right-hepatic-artery,,For AS,reference
spleen,"Puga, I., Cols, M., Barra, C. et al. B cellâ€šÃ„Ã¬helper neutrophils stimulate the diversification and production of immunoglobulin in the marginal zone of the spleen. Nat Immunol 13, 170â€šÃ„Ã¬180 (2012).",10.1038/ni.2194,"AS-CT, CT-B",reference
blood_vasculature,https://radiopaedia.org/articles/transverse-cervical-artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Inferior_phrenic_arteries,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Cervical_spinal_nerve_7,,,reference
eye,"Ulrike GrâˆšÂºnert, Paul R. Martin, Cell types and cell circuits in human and non-human primate retina.",10.1016/j.preteyeres.2020.100844,polyaxonal amacrine cell. Specifically Semilunar 1,reference
skin,PMID: 11306952,10.1159/000053694,"de Paulis A, Annunziato F, Di Gioia L, Romagnani S, Carfora M, Beltrame C, Marone G, Romagnani P. Expression of the chemokine receptor CCR3 on human mast cells. Int Arch Allergy Immunol. 2001 Jan-Mar;124(1-3):146-50.",reference
spleen,"Oâ€šÃ„Ã´Malley, Dennis P., George, Tracy I., Orazi, Attilio, Abbondanzo, Susan L. â€šÃ„ÃºChapter 1: General Immunology of Lymph Node and Spleen.â€šÃ„Ã¹ Benign and Reactive Conditions of the Lymph Node and Spleen, edited by Jason L. Hornick, American Registry of Pathology, 2009, pp. 1-14.",,AS-CT,reference
eye,none,,,reference
blood_vasculature,https://www.kenhub.com/en/library/anatomy/blood-supply-of-the-spinal-cord,,For AS,reference
ovary,DOI: 10.1016/0090-8258(79)90005-2,10.1016/0090-8258(79)90005-2,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Paramedian_arteries,,For AS,reference
bone_marrow,,10.1038/ni.1889,,reference
placenta full term,PMID: 7579453,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Posterior_auricular_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Liver_sinusoid,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Accessory_meningeal_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Ulnar_artery,,For AS,reference
liver,https://pubmed.ncbi.nlm.nih.gov/21113154/,10.1038/ng.722,SOX9,reference
blood_vasculature,https://en.wikipedia.org/wiki/Lumbar_branch_of_iliolumbar_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Transverse_facial_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Lateral_nasal_branch_of_facial_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Anterior_intercostal_veins,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Thoracic_spinal_nerve_4,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Anterior_cerebral_artery,,For AS,reference
kidney,PMID: 31249312. PMCID: PMC6597610,10.1038/s41467-019-10861-2,PALMD low to none,reference
liver,https://pubmed.ncbi.nlm.nih.gov/6204917/,10.1002/hep.1840040425,Desmin,reference
blood_vasculature,https://en.wikipedia.org/wiki/Superficial_temporal_artery,,For AS,reference
skin,PMID: 6276474,10.1111/1523-1747.ep12506462,"Bradley PP, Priebat DA, Christensen RD, Rothstein G. Measurement of cutaneous inflammation: estimation of neutrophil content with an enzyme marker. J Invest Dermatol. 1982 Mar;78(3):206-9.",reference
blood_vasculature,https://en.wikipedia.org/wiki/Brachial_veins,,For AS,reference
skin,PMID: 3141225,10.1159/000248491,"Ortonne JP, Petchot-Bacque JP, Verrando P, Pisani A, Pautrat G, Bernerd F. Normal Merkel cells express a synaptophysin-like immunoreactivity. Dermatologica. 1988;177(1):1-10.",reference
blood_vasculature,https://en.wikipedia.org/wiki/Superior_rectal_vein,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Lesser_palatine_nerve,,,reference
blood_vasculature,https://radiopaedia.org/articles/sulcal-artery?lang=us,,For AS,reference
blood_vasculature,https://www.healthline.com/human-body-maps/colic-branch-of-the-ileocolic-artery,,For AS,reference
skin,PMID: 25301671,10.1016/j.jdermsci.2014.08.012,"Haniffa M, Gunawan M, Jardine L. Human skin dendritic cells in health and disease. J Dermatol Sci. 2015 Feb;77(2):85-92.",reference
liver,PMID: 31333651 PMID: 28289707 PMID: 27798170,10.3389/fimmu.2019.01502,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Right_marginal_branch_of_right_coronary_artery,,For AS,reference
kidney,,10.1038/s41586-020-2941-1,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Stylomastoid_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Superior_vena_cava,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Artery_of_Adamkiewicz,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Brachiocephalic_artery,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Cervical_spinal_nerve_6,,,reference
blood_vasculature,https://www.wikiwand.com/en/Anterior_spinal_veins,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Mylohyoid_nerve,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Left_gastric_artery,,For AS,reference
spleen,,10.1182/blood.v126.23.3594.3594,,general_publication
spleen,"Lori A, Perrotta M, Lembo G, Carnevale D. The Spleen: A Hub Connecting Nervous and Immune Systems in Cardiovascular and Metabolic Diseases. Int J Mol Sci. 2017 Jun 7;18(6):1216.",10.3390/ijms18061216,"AS, CT-B",reference
muscular-system,https://en.wikipedia.org/wiki/List_of_skeletal_muscle_of_the_human_body,,,reference
blood_vasculature,https://radiopaedia.org/articles/angular-artery-mcabranch,,For AS,reference
pancreas,PMID: 28965763,,,general_publication
ovary,PMID: 4143757,,,reference
urinary_bladder,,,,general_publication
peripheral_nervous_system,https://en.wikipedia.org/wiki/Maxillary_nerve,,,reference
eye,"Jamie L. Wenke, Kristie L. Rose, Jeffrey M. Spraggins, Kevin L. Schey; MALDI Imaging Mass Spectrometry Spatially Maps Age-Related Deamidation and Truncation of Human lens Aquaporin-0. Invest. Ophthalmol. Vis. Sci. 2015;56(12):7398-7405.",10.1167/iovs.15-18117,"modified AQP0 with m/z 28,387",reference
liver,https://pubmed.ncbi.nlm.nih.gov/11688465/,10.1097/00000478-200110000-00011,CD10,reference
large_intestine,PMID: 17934449,10.1038/nature06196,,reference
placenta full term,doi: 10.1016/j.jri.2009.02.007,10.1016/j.jri.2009.02.007,,reference
eye,"KLUMP, K., ZHANG, A., WU, S., & MARSHAK, D. (2009). Parvalbumin-immunoreactive amacrine cell of macaque retina. Visual Neuroscience, 26(3), 287-296.",10.1017/s0952523809090075,,reference
blood_vasculature,https://www.kenhub.com/en/library/anatomy/anterior-jugular-vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Hepatic_veins,,For AS,reference
blood_vasculature,http://purl.obolibrary.org/obo/UBERON_0001659,,For AS,reference
lung,none,,,reference
skin,PMID: 26014472,10.1111/exd.12773,"Cui CY, Schlessinger D. Eccrine sweat gland development and sweat secretion. Exp Dermatol. 2015 Sep;24(9):644-50.",reference
blood_vasculature,https://en.wikipedia.org/wiki/Ileal_veins,,For AS,reference
muscular-system,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Palmar_carpal_branch_of_ulnar_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Superficial_temporal_vein,,For AS,reference
blood_vasculature,https://www.kenhub.com/en/library/anatomy/obturator-artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Lingual_artery,,For AS,reference
lymph_nodes,"Granot T, Senda T, Carpenter DJ, Matsuoka N, Weiner J, Gordon CL, Miron M, Kumar BV, Griesemer A, Ho SH, Lerner H, Thome JJC, Connors T, Reizis B, Farber DL. Dendritic Cells Display Subset and Tissue-Specific Maturation Dynamics over Human Life. Immunity. 2017 Mar 21;463:504-515. doi: 10.1016/j.immuni.2017.02.019. PMID: 28329707; PMCID: PMC5415308.",10.1016/j.immuni.2017.02.019,AS-CT,reference
thymus,"Pearse G. Normal structure, function and histology of the thymus. Toxicol Pathol. 2006;34(5):504-14. doi: 10.1080/01926230600865549. PMID: 17067941.",10.1080/01926230600865549,AS-CT,reference
placenta full term,doi: 10.1016/j.jcyt.2017.03.001,10.1016/j.jcyt.2017.03.001,,reference
lymph_nodes,"Hsu SM, Jaffe ES. Phenotypic expression of T lymphocytes in thymus and peripheral lymphoid tissues. Am J Pathol. 1985 Oct;1211:69-78. PMID: 3931482; PMCID: PMC1888042.",,"AS,-CT, CT,B",reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Dorsal_ramus_of_spinal_nerve,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Peritubular_capillaries,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Superior_thoracic_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Superior_suprarenal_artery,,For AS,reference
bone_marrow,,10.3389/fimmu.2012.00302,,reference
kidney,,10.1016/j.devcel.2019.10.005,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Lateral_thoracic_vein,,For AS,reference
skin,PMID: 23603794,10.1038/ni.2584,"oediger B, Kyle R, Yip KH, Sumaria N, Guy TV, Kim BS, Mitchell AJ, Tay SS, Jain R, Forbes-Blom E, Chen X, Tong PL, Bolton HA, Artis D, Paul WE, Fazekas de St Groth B, Grimbaldeston MA, Le Gros G, Weninger W. Cutaneous immunosurveillance and regulation of inflammation by group 2 innate lymphoid cells. Nat Immunol. 2013 Jun;14(6):564-73.",reference
placenta full term,DOI: 10.1093/oxfordjournals.humrep.a136040,10.1093/oxfordjournals.humrep.a136040,,reference
ovary,PMID: 13774016,,,reference
spleen,"Steiniger B, Stachniss V, Schwarzbach H, Barth PJ. Phenotypic differences between red pulp capillary and sinusoidal endothelia help localizing the open splenic circulation in humans. Histochem Cell Biol. 2007 Nov;128(5):391-8.",10.1007/s00418-007-0320-8,"AS-CT, CT-B",reference
skin,PMID: 26630681,10.1097/dad.0000000000000431,"Wood A, Houghton SL, Biswas A. A Comparative Study of Immunohistochemical Myoepithelial Cell Markers in Cutaneous Benign Cystic Apocrine Lesions. Am J Dermatopathol. 2016 Jul;38(7):475-83.",reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Oculomotor_nerve,,,reference
eye,"Mariani, A.P. and Hokoc, J.N. (1988), Two types of tyrosine hydroxylase-immunoreactive amacrine cell in the rhesus monkey retina. J. Comp. Neurol., 276: 81-91. https://doi.org/10.1002/cne.902760106",10.1002/cne.902760106,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Medial_plantar_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Pterygoid_branches_of_maxillary_artery,,For AS,reference
placenta full term,PMID: 1672332,,,reference
blood_vasculature,https://www.vestib.com/arterial-supply.html,,For AS,reference
skin,PMID: 22988448,10.3389/fimmu.2012.00283,"Astarita JL, Acton SE, Turley SJ. Podoplanin: emerging functions in development, the immune system, and cancer. Front Immunol. 2012 Sep 12;3:283.",reference
blood_vasculature,https://en.wikipedia.org/wiki/Posterior_inferior_cerebellar_artery,,For AS,reference
spleen,"VelâˆšÂ°squez-Lopera MM, Correa LA, Garcâˆšâ‰ a LF. Human spleen contains different subsets of dendritic cells and regulatory T lymphocytes. Clin Exp Immunol. 2008;154(1):107-114.",10.1111/j.1365-2249.2008.03734.x,"AS-CT, CT-B",reference
lymph_nodes,"Angel CE, Chen CJ, Horlacher OC, Winkler S, John T, Browning J, MacGregor D, Cebon J, Dunbar PR. Distinctive localization of antigen-presenting cells in human lymph nodes. Blood. 2009 Feb 5;1136:1257-67. doi: 10.1182/blood-2008-06-165266. Epub 2008 Nov 5. PMID: 18987360; PMCID: PMC2687552.",10.1182/blood-2008-06-165266,AS-CT,reference
blood_vasculature,"Kageyama, N., Ro, A., Tanifuji, T., & Fukunaga, T. (2008). Significance of the soleal vein and its drainage veins in cases of massive pulmonary thromboembolism. Annals of vascular diseases, 1(1), 35-39.",10.3400/avd.avdoa07004,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Middle_meningeal_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Short_gastric_arteries,,For AS,reference
eye,"Ulrike GrâˆšÂºnert, Paul R. Martin, Cell types and cell circuits in human and non-human primate retina.",10.1016/j.preteyeres.2020.100844,,reference
eye,"Chen, Z., de Paiva, C.S., Luo, L., Kretzer, F.L., Pflugfelder, S.C. and Li, D.-Q. (2004), Characterization of Putative Stem Cell Phenotype in Human Limbal Epithelia. STEM cell, 22: 355-366.",10.1634/stemcell.22-3-355,,reference
thymus,"Lee I, Yu E, Good RA, Ikehara S. Presence of eosinophilic precursors in the human thymus: evidence for intra-thymic differentiation of cells in eosinophilic lineage. Pathol Int. 1995 Sep;45(9):655-62. doi: 10.1111/j.1440-1827.1995.tb03518.x. PMID: 8548038.",10.1111/j.1440-1827.1995.tb03518.x,"AS-CT, CT-B",reference
kidney,PMID: 31249312. PMCID: PMC6597610,10.1038/s41467-019-10861-2,NR2F2 low / negative,reference
blood_vasculature,https://en.wikipedia.org/wiki/Superior_epigastric_vein,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Vestibulocochlear_nerve,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Deep_circumflex_iliac_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Uterine_venous_plexus,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Inferior_alveolar_artery,,For AS,reference
skin,pmid:7769257,10.1111/1523-1747.ep12606183,"Moll I, Kuhn C, Moll R. Cytokeratin 20 is a general marker of cutaneous Merkel cells while certain neuronal proteins are absent. J Invest Dermatol. 1995 Jun;104(6):910-5.",reference
bone_marrow,,10.1182/blood-2004-02-0769,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Trabecular_veins,,For AS,reference
thymus,"Suster, Saul M.D.; Rosai, Juan M.D. Histology of the Normal Thymus, The American Journal of Surgical Pathology: March 1990 - Volume 14 - Issue 3 - p 284-303",10.1097/00000478-199003000-00010,AS-CT,reference
placenta full term,DOI: 10.1093/humrep/den051,10.1093/humrep/den051,,reference
spleen,"Sietse Q. Nagelkerke, Christine W. Bruggeman, Joke M. M. den Haan, Erik P. J. Mul, Timo K. van den Berg, Robin van Bruggen, Taco W. Kuijpers; Red pulp macrophages in the human spleen are a distinct cell population with a unique expression of Fc-? receptors. Blood Adv 2018; 2 (8): 941â€šÃ„Ã¬953.",10.1182/bloodadvances.2017015008,"AS-CT, CT-B",reference
lymph_vasculature,"Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.",,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Sigmoid_sinus,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Occipital_sinus,,For AS,reference
kidney,PMID: 31249312. PMCID: PMC6597610,10.1038/s41467-019-10861-2,"SLC8A1, HSD11B2 (low to none)",reference
blood_vasculature,https://medical-dictionary.thefreedictionary.com/transverse+facial+vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Superior_petrosal_sinus,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Descending_genicular_artery,,For AS,reference
uterus,PMID: 23445904,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Central_retinal_artery,,For AS,reference
