,soma_joinid,organism,category,ontology_term_id,unique_cell_count,total_cell_count,label
681,681,Homo sapiens,disease,MONDO:0015517,64759,64759,common variable immunodeficiency
682,682,Homo sapiens,disease,MONDO:0015759,193151,193151,B-cell non-Hodgkin lymphoma
683,683,Homo sapiens,disease,MONDO:0015925,45714,68456,interstitial lung disease
684,684,Homo sapiens,disease,MONDO:0016587,104496,203291,arrhythmogenic right ventricular cardiomyopathy
685,685,Homo sapiens,disease,MONDO:0016691,34291,34291,pilocytic astrocytoma
686,686,Homo sapiens,disease,MONDO:0017853,0,10379,hypersensitivity pneumonitis
687,687,Homo sapiens,disease,MONDO:0017885,2576,2576,chromophobe renal cell carcinoma
688,688,Homo sapiens,disease,MONDO:0018071,16900,21066,trisomy 18
689,689,Homo sapiens,disease,MONDO:0018177,1096378,1477830,glioblastoma
690,690,Homo sapiens,disease,MONDO:0018874,27852,27852,acute myeloid leukemia
691,691,Homo sapiens,disease,MONDO:0018906,122702,122702,follicular lymphoma
692,692,Homo sapiens,disease,MONDO:0019622,0,8597,non-specific interstitial pneumonia
693,693,Homo sapiens,disease,MONDO:0100096,3945661,4489438,COVID-19
694,694,Homo sapiens,disease,MONDO:0100320,97224,97224,post-COVID-19 disorder
695,695,Homo sapiens,disease,MONDO:0600025,17798,17798,hydrosalpinx
696,696,Homo sapiens,disease,PATO:0000461,22010115,41149459,normal
697,697,Homo sapiens,self_reported_ethnicity,HANCESTRO:0005,10814745,23446270,European
698,698,Homo sapiens,self_reported_ethnicity,HANCESTRO:0006,57956,75881,South Asian
699,699,Homo sapiens,self_reported_ethnicity,HANCESTRO:0008,772556,977094,Asian
700,700,Homo sapiens,self_reported_ethnicity,HANCESTRO:0009,41101,51198,East Asian
701,701,Homo sapiens,self_reported_ethnicity,HANCESTRO:0010,196692,431882,African
702,702,Homo sapiens,self_reported_ethnicity,HANCESTRO:0014,257503,447920,Hispanic or Latin American
703,703,Homo sapiens,self_reported_ethnicity,HANCESTRO:0015,6479,12958,"Greater Middle Eastern  (Middle Eastern, North African or Persian)"
704,704,Homo sapiens,self_reported_ethnicity,HANCESTRO:0016,136487,409461,African American or Afro-Caribbean
705,705,Homo sapiens,self_reported_ethnicity,HANCESTRO:0017,31780,31780,Oceanian
706,706,Homo sapiens,self_reported_ethnicity,HANCESTRO:0019,286809,286809,Japanese
707,707,Homo sapiens,self_reported_ethnicity,HANCESTRO:0021,7454,7454,Chinese
708,708,Homo sapiens,self_reported_ethnicity,HANCESTRO:0022,366741,366741,Korean
709,709,Homo sapiens,self_reported_ethnicity,HANCESTRO:0025,124371,124371,Singaporean Chinese
710,710,Homo sapiens,self_reported_ethnicity,HANCESTRO:0027,598266,598266,Han Chinese
711,711,Homo sapiens,self_reported_ethnicity,HANCESTRO:0306,63614,77330,admixed ancestry
712,712,Homo sapiens,self_reported_ethnicity,HANCESTRO:0321,4355,4355,Finnish
713,713,Homo sapiens,self_reported_ethnicity,HANCESTRO:0383,14271,28394,Irish
714,714,Homo sapiens,self_reported_ethnicity,HANCESTRO:0462,263887,524573,British
715,715,Homo sapiens,self_reported_ethnicity,HANCESTRO:0463,51869,66748,American
716,716,Homo sapiens,self_reported_ethnicity,HANCESTRO:0485,19320,38402,Bangladeshi
717,717,Homo sapiens,self_reported_ethnicity,HANCESTRO:0487,105939,105939,Indian
718,718,Homo sapiens,self_reported_ethnicity,HANCESTRO:0496,101610,101610,Malaysian
719,719,Homo sapiens,self_reported_ethnicity,HANCESTRO:0568,562067,1017613,African American
720,720,Homo sapiens,self_reported_ethnicity,HANCESTRO:0574,2232,6696,Pacific Islander
721,721,Homo sapiens,self_reported_ethnicity,multiethnic,200760,245543,multiethnic
722,722,Homo sapiens,self_reported_ethnicity,unknown,18275378,26915585,unknown
723,723,Homo sapiens,sex,PATO:0000383,13955052,22198837,female
724,724,Homo sapiens,sex,PATO:0000384,17152628,30950702,male
725,725,Homo sapiens,sex,unknown,2256562,3251334,unknown
726,726,Homo sapiens,suspension_type,na,33364242,56400873,nucleus
727,727,Homo sapiens,tissue,UBERON:0000002,8096,8096,uterine cervix
728,728,Homo sapiens,tissue,UBERON:0000004,115019,271577,nose
729,729,Homo sapiens,tissue,UBERON:0000006,96119,119583,islet of Langerhans
730,730,Homo sapiens,tissue,UBERON:0000014,15457,15457,zone of skin
731,731,Homo sapiens,tissue,UBERON:0000016,1520,3040,endocrine pancreas
732,732,Homo sapiens,tissue,UBERON:0000017,11977,37451,exocrine pancreas
733,733,Homo sapiens,tissue,UBERON:0000029,277832,417319,lymph node
734,734,Homo sapiens,tissue,UBERON:0000030,23687,45230,lamina propria
735,735,Homo sapiens,tissue,UBERON:0000053,12172,12172,macula lutea
736,736,Homo sapiens,tissue,UBERON:0000056,2390,2390,ureter
737,737,Homo sapiens,tissue,UBERON:0000059,69881,160115,large intestine
738,738,Homo sapiens,tissue,UBERON:0000160,75166,87883,intestine
739,739,Homo sapiens,tissue,UBERON:0000175,28390,70183,pleural effusion
740,740,Homo sapiens,tissue,UBERON:0000178,8711576,9453592,blood
741,741,Homo sapiens,tissue,UBERON:0000310,1641645,3146854,breast
742,742,Homo sapiens,tissue,UBERON:0000328,0,174738,gut wall
743,743,Homo sapiens,tissue,UBERON:0000344,26060,26060,mucosa
744,744,Homo sapiens,tissue,UBERON:0000362,61846,123221,renal medulla
745,745,Homo sapiens,tissue,UBERON:0000397,55849,55849,colonic epithelium
746,746,Homo sapiens,tissue,UBERON:0000400,27087,54096,jejunal epithelium
747,747,Homo sapiens,tissue,UBERON:0000451,218183,218183,prefrontal cortex
748,748,Homo sapiens,tissue,UBERON:0000453,85254,154391,decidua basalis
749,749,Homo sapiens,tissue,UBERON:0000473,13211,13211,testis
750,750,Homo sapiens,tissue,UBERON:0000945,39751,42900,stomach
751,751,Homo sapiens,tissue,UBERON:0000947,8384,16768,aorta
752,752,Homo sapiens,tissue,UBERON:0000948,112532,137624,heart
753,753,Homo sapiens,tissue,UBERON:0000955,499628,736824,brain
754,754,Homo sapiens,tissue,UBERON:0000956,1308664,3918814,cerebral cortex
755,755,Homo sapiens,tissue,UBERON:0000964,8918,49908,cornea
756,756,Homo sapiens,tissue,UBERON:0000965,13900,13900,lens of camera-type eye
757,757,Homo sapiens,tissue,UBERON:0000966,152124,252527,retina
758,758,Homo sapiens,tissue,UBERON:0000970,56423,82612,eye
759,759,Homo sapiens,tissue,UBERON:0000977,19695,19695,pleura
760,760,Homo sapiens,tissue,UBERON:0000988,204168,612504,pons
761,761,Homo sapiens,tissue,UBERON:0000991,364425,570488,gonad
762,762,Homo sapiens,tissue,UBERON:0000992,53751,53751,ovary
763,763,Homo sapiens,tissue,UBERON:0000995,108287,119302,uterus
764,764,Homo sapiens,tissue,UBERON:0001003,4729,9051,skin epidermis
765,765,Homo sapiens,tissue,UBERON:0001005,304042,668453,respiratory airway
766,766,Homo sapiens,tissue,UBERON:0001013,11743,42377,adipose tissue
767,767,Homo sapiens,tissue,UBERON:0001040,40544,169725,yolk sac
768,768,Homo sapiens,tissue,UBERON:0001043,16080,16080,esophagus
769,769,Homo sapiens,tissue,UBERON:0001046,2710,4586,hindgut
770,770,Homo sapiens,tissue,UBERON:0001052,13564,37604,rectum
771,771,Homo sapiens,tissue,UBERON:0001085,23646,23646,skin of trunk
772,772,Homo sapiens,tissue,UBERON:0001117,73295,139547,caudate lobe of liver
773,773,Homo sapiens,tissue,UBERON:0001134,835,1660,skeletal muscle tissue
774,774,Homo sapiens,tissue,UBERON:0001153,19033,32961,caecum
775,775,Homo sapiens,tissue,UBERON:0001154,6717,10864,vermiform appendix
776,776,Homo sapiens,tissue,UBERON:0001155,136335,198421,colon
777,777,Homo sapiens,tissue,UBERON:0001156,8101,8101,ascending colon
778,778,Homo sapiens,tissue,UBERON:0001157,30054,42936,transverse colon
779,779,Homo sapiens,tissue,UBERON:0001158,1337,1337,descending colon
780,780,Homo sapiens,tissue,UBERON:0001159,32130,32263,sigmoid colon
781,781,Homo sapiens,tissue,UBERON:0001161,215666,343207,body of stomach
782,782,Homo sapiens,tissue,UBERON:0001162,18832,56213,cardia of stomach
783,783,Homo sapiens,tissue,UBERON:0001165,4028,4028,pyloric antrum
784,784,Homo sapiens,tissue,UBERON:0001224,587,1578,renal pelvis
785,785,Homo sapiens,tissue,UBERON:0001225,232437,374633,cortex of kidney
786,786,Homo sapiens,tissue,UBERON:0001228,20338,40676,renal papilla
787,787,Homo sapiens,tissue,UBERON:0001238,8019,8019,lamina propria of small intestine
788,788,Homo sapiens,tissue,UBERON:0001264,74126,85417,pancreas
789,789,Homo sapiens,tissue,UBERON:0001295,3813,14750,endometrium
790,790,Homo sapiens,tissue,UBERON:0001296,3025,6050,myometrium
791,791,Homo sapiens,tissue,UBERON:0001384,80769,109064,primary motor cortex
792,792,Homo sapiens,tissue,UBERON:0001388,30877,30877,gastrocnemius
793,793,Homo sapiens,tissue,UBERON:0001416,2007,4014,skin of abdomen
794,794,Homo sapiens,tissue,UBERON:0001471,24982,24982,skin of prepuce of penis
795,795,Homo sapiens,tissue,UBERON:0001511,5327,5327,skin of leg
796,796,Homo sapiens,tissue,UBERON:0001542,8683,70641,inguinal lymph node
797,797,Homo sapiens,tissue,UBERON:0001621,4867,9734,coronary artery
798,798,Homo sapiens,tissue,UBERON:0001630,56992,64677,muscle organ
799,799,Homo sapiens,tissue,UBERON:0001637,9652,9652,artery
800,800,Homo sapiens,tissue,UBERON:0001707,198868,198868,nasal cavity
801,801,Homo sapiens,tissue,UBERON:0001723,186,372,tongue
802,802,Homo sapiens,tissue,UBERON:0001769,6349,63771,iris
803,803,Homo sapiens,tissue,UBERON:0001773,1431,2862,sclera
804,804,Homo sapiens,tissue,UBERON:0001775,7512,41644,ciliary body
805,805,Homo sapiens,tissue,UBERON:0001786,170571,238446,fovea centralis
806,806,Homo sapiens,tissue,UBERON:0001811,2084,4168,conjunctiva
807,807,Homo sapiens,tissue,UBERON:0001817,248,496,lacrimal gland
808,808,Homo sapiens,tissue,UBERON:0001831,21003,63009,parotid gland
809,809,Homo sapiens,tissue,UBERON:0001832,6196,18588,sublingual gland
810,810,Homo sapiens,tissue,UBERON:0001836,14502,14502,saliva
811,811,Homo sapiens,tissue,UBERON:0001868,2398,4796,skin of chest
812,812,Homo sapiens,tissue,UBERON:0001871,97538,105048,temporal lobe
813,813,Homo sapiens,tissue,UBERON:0001872,53269,53269,parietal lobe
814,814,Homo sapiens,tissue,UBERON:0001890,86604,132056,forebrain
815,815,Homo sapiens,tissue,UBERON:0001891,249305,747915,midbrain
816,816,Homo sapiens,tissue,UBERON:0001893,1751246,2182619,telencephalon
817,817,Homo sapiens,tissue,UBERON:0001898,134471,403413,hypothalamus
818,818,Homo sapiens,tissue,UBERON:0001901,7228,7228,epithelium of trachea
819,819,Homo sapiens,tissue,UBERON:0001902,3896,3896,epithelium of small intestine
820,820,Homo sapiens,tissue,UBERON:0001911,11375,34125,mammary gland
821,821,Homo sapiens,tissue,UBERON:0001976,87947,87947,epithelium of esophagus
822,822,Homo sapiens,tissue,UBERON:0001987,124517,159398,placenta
823,823,Homo sapiens,tissue,UBERON:0002021,8799,8799,occipital lobe
824,824,Homo sapiens,tissue,UBERON:0002037,1286908,1859748,cerebellum
825,825,Homo sapiens,tissue,UBERON:0002046,12647,12647,thyroid gland
826,826,Homo sapiens,tissue,UBERON:0002048,2576327,4744411,lung
827,827,Homo sapiens,tissue,UBERON:0002049,2786,21609,vasculature
828,828,Homo sapiens,tissue,UBERON:0002067,4016,5746,dermis
829,829,Homo sapiens,tissue,UBERON:0002078,41503,86098,right cardiac atrium
830,830,Homo sapiens,tissue,UBERON:0002079,72734,148712,left cardiac atrium
831,831,Homo sapiens,tissue,UBERON:0002080,262024,612914,heart right ventricle
832,832,Homo sapiens,tissue,UBERON:0002081,8279,28063,cardiac atrium
833,833,Homo sapiens,tissue,UBERON:0002082,3226,6452,cardiac ventricle
834,834,Homo sapiens,tissue,UBERON:0002084,629658,1234399,heart left ventricle
835,835,Homo sapiens,tissue,UBERON:0002094,259436,562763,interventricular septum
836,836,Homo sapiens,tissue,UBERON:0002097,144042,469417,skin of body
837,837,Homo sapiens,tissue,UBERON:0002098,110365,254608,apex of heart
838,838,Homo sapiens,tissue,UBERON:0002106,361303,751041,spleen
839,839,Homo sapiens,tissue,UBERON:0002107,481828,1372902,liver
840,840,Homo sapiens,tissue,UBERON:0002108,223144,413998,small intestine
841,841,Homo sapiens,tissue,UBERON:0002110,9769,9769,gallbladder
842,842,Homo sapiens,tissue,UBERON:0002113,718168,1012637,kidney
843,843,Homo sapiens,tissue,UBERON:0002114,53574,62633,duodenum
844,844,Homo sapiens,tissue,UBERON:0002115,12473,12473,jejunum
845,845,Homo sapiens,tissue,UBERON:0002116,406289,448241,ileum
846,846,Homo sapiens,tissue,UBERON:0002167,12880,12880,right lung
847,847,Homo sapiens,tissue,UBERON:0002168,9276,9276,left lung
848,848,Homo sapiens,tissue,UBERON:0002170,32099,32099,upper lobe of right lung
849,849,Homo sapiens,tissue,UBERON:0002171,7981,7981,lower lobe of right lung
850,850,Homo sapiens,tissue,UBERON:0002174,3847,3847,middle lobe of right lung
851,851,Homo sapiens,tissue,UBERON:0002185,17122,17122,bronchus
852,852,Homo sapiens,tissue,UBERON:0002190,9892,19784,subcutaneous adipose tissue
853,853,Homo sapiens,tissue,UBERON:0002228,5992,5992,rib
854,854,Homo sapiens,tissue,UBERON:0002240,30106,78486,spinal cord
855,855,Homo sapiens,tissue,UBERON:0002299,54085,57747,alveolus of lung
856,856,Homo sapiens,tissue,UBERON:0002317,15963,31780,white matter of cerebellum
857,857,Homo sapiens,tissue,UBERON:0002367,49881,82620,prostate gland
858,858,Homo sapiens,tissue,UBERON:0002369,437955,547539,adrenal gland
859,859,Homo sapiens,tissue,UBERON:0002370,385605,967020,thymus
860,860,Homo sapiens,tissue,UBERON:0002371,398113,758620,bone marrow
861,861,Homo sapiens,tissue,UBERON:0002372,49874,89046,tonsil
862,862,Homo sapiens,tissue,UBERON:0002378,6142,12284,muscle of abdomen
863,863,Homo sapiens,tissue,UBERON:0002382,11898,23796,rectus abdominis muscle
864,864,Homo sapiens,tissue,UBERON:0002385,4881,9762,muscle tissue
865,865,Homo sapiens,tissue,UBERON:0002420,9000,9000,basal ganglion
866,866,Homo sapiens,tissue,UBERON:0002421,321791,1028096,hippocampal formation
867,867,Homo sapiens,tissue,UBERON:0002429,4355,4355,cervical lymph node
868,868,Homo sapiens,tissue,UBERON:0002436,103518,103518,primary visual cortex
869,869,Homo sapiens,tissue,UBERON:0002450,164096,166019,decidua
870,870,Homo sapiens,tissue,UBERON:0002509,37155,84015,mesenteric lymph node
871,871,Homo sapiens,tissue,UBERON:0002661,63608,112488,superior frontal gyrus
872,872,Homo sapiens,tissue,UBERON:0002728,42528,75461,entorhinal cortex
873,873,Homo sapiens,tissue,UBERON:0002771,1149751,2453710,middle temporal gyrus
874,874,Homo sapiens,tissue,UBERON:0002802,163,326,left parietal lobe
875,875,Homo sapiens,tissue,UBERON:0002803,47176,56830,right parietal lobe
876,876,Homo sapiens,tissue,UBERON:0002807,22796,22796,right occipital lobe
877,877,Homo sapiens,tissue,UBERON:0002808,63227,87919,left temporal lobe
878,878,Homo sapiens,tissue,UBERON:0002809,24445,45482,right temporal lobe
879,879,Homo sapiens,tissue,UBERON:0002810,85525,109363,right frontal lobe
880,880,Homo sapiens,tissue,UBERON:0002811,98536,142895,left frontal lobe
881,881,Homo sapiens,tissue,UBERON:0002822,71654,102332,macula lutea proper
882,882,Homo sapiens,tissue,UBERON:0003126,40458,59502,trachea
883,883,Homo sapiens,tissue,UBERON:0003517,48,143,kidney blood vessel
884,884,Homo sapiens,tissue,UBERON:0003688,13409,14003,omentum
885,885,Homo sapiens,tissue,UBERON:0003889,30914,40337,fallopian tube
886,886,Homo sapiens,tissue,UBERON:0003902,675,1350,retinal neural layer
887,887,Homo sapiens,tissue,UBERON:0004024,25627,25627,medial ganglionic eminence
888,888,Homo sapiens,tissue,UBERON:0004026,43487,43487,caudal ganglionic eminence
889,889,Homo sapiens,tissue,UBERON:0004167,5874,5874,orbitofrontal cortex
890,890,Homo sapiens,tissue,UBERON:0004339,5129,5129,vault of skull
891,891,Homo sapiens,tissue,UBERON:0004648,34173,34173,esophagus muscularis mucosa
892,892,Homo sapiens,tissue,UBERON:0005290,85487,256461,myelencephalon
893,893,Homo sapiens,tissue,UBERON:0005406,2121,2121,perirenal fat
894,894,Homo sapiens,tissue,UBERON:0005616,11243,11243,mesenteric artery
895,895,Homo sapiens,tissue,UBERON:0005636,1654,1654,caecum epithelium
896,896,Homo sapiens,tissue,UBERON:0005969,7048,34784,eye trabecular meshwork
897,897,Homo sapiens,tissue,UBERON:0006761,16579,41152,corneo-scleral junction
898,898,Homo sapiens,tissue,UBERON:0007106,9898,9898,chorionic villus
899,899,Homo sapiens,tissue,UBERON:0007177,50290,50290,lamina propria of mucosa of colon
900,900,Homo sapiens,tissue,UBERON:0007625,2348,2348,pigment epithelium of eye
901,901,Homo sapiens,tissue,UBERON:0007644,62647,125042,thoracic lymph node
902,902,Homo sapiens,tissue,UBERON:0007650,12771,29105,esophagogastric junction
903,903,Homo sapiens,tissue,UBERON:0008345,74058,74058,ileal epithelium
904,904,Homo sapiens,tissue,UBERON:0008612,7825,46396,muscle of pelvic diaphragm
905,905,Homo sapiens,tissue,UBERON:0008933,64786,64786,primary somatosensory cortex
906,906,Homo sapiens,tissue,UBERON:0008946,147410,1080100,lung parenchyma
907,907,Homo sapiens,tissue,UBERON:0008952,10113,10113,upper lobe of left lung
908,908,Homo sapiens,tissue,UBERON:0008953,17854,17854,lower lobe of left lung
909,909,Homo sapiens,tissue,UBERON:0008954,35284,35284,lingula of left lung
910,910,Homo sapiens,tissue,UBERON:0008971,19047,24809,left colon
911,911,Homo sapiens,tissue,UBERON:0008972,24434,73904,right colon
912,912,Homo sapiens,tissue,UBERON:0008989,4006,10966,submucosal esophageal gland
913,913,Homo sapiens,tissue,UBERON:0009472,6484,19792,axilla
914,914,Homo sapiens,tissue,UBERON:0009834,14142,14142,dorsolateral prefrontal cortex
915,915,Homo sapiens,tissue,UBERON:0009835,7417,7417,anterior cingulate cortex
916,916,Homo sapiens,tissue,UBERON:0010032,5367,25754,anterior part of tongue
917,917,Homo sapiens,tissue,UBERON:0010033,9467,18934,posterior part of tongue
918,918,Homo sapiens,tissue,UBERON:0010210,4395,4395,blood clot
919,919,Homo sapiens,tissue,UBERON:0010225,343320,1029960,thalamic complex
920,920,Homo sapiens,tissue,UBERON:0012168,29247,29247,umbilical cord blood
921,921,Homo sapiens,tissue,UBERON:0012648,34777,62923,ampulla of uterine tube
922,922,Homo sapiens,tissue,UBERON:0013473,28694,66785,lower esophagus
923,923,Homo sapiens,tissue,UBERON:0013535,9915,19800,Brodmann (1909) area 4
924,924,Homo sapiens,tissue,UBERON:0013682,130870,188645,peripheral region of retina
925,925,Homo sapiens,tissue,UBERON:0013706,1208,3559,bone spine
926,926,Homo sapiens,tissue,UBERON:0013756,17625,17625,venous blood
927,927,Homo sapiens,tissue,UBERON:0014454,42946,42946,visceral abdominal adipose tissue
928,928,Homo sapiens,tissue,UBERON:0014455,29389,29389,subcutaneous abdominal adipose tissue
929,929,Homo sapiens,tissue,UBERON:0014614,19650,38977,cervical spinal cord white matter
930,930,Homo sapiens,tissue,UBERON:0016525,83708,83790,frontal lobe
931,931,Homo sapiens,tissue,UBERON:0016530,94443,94443,parietal cortex
932,932,Homo sapiens,tissue,UBERON:0016538,63920,63920,temporal cortex
933,933,Homo sapiens,tissue,UBERON:0016632,33218,66411,isthmus of fallopian tube
934,934,Homo sapiens,tissue,UBERON:0018303,11937,12575,adrenal tissue
935,935,Homo sapiens,tissue,UBERON:0018707,33631,82797,bladder organ
936,936,Homo sapiens,tissue,UBERON:0023852,1143,1343,temporoparietal junction
937,937,Homo sapiens,tissue,UBERON:0035213,18775,18775,basal zone of heart
938,938,Homo sapiens,tissue,UBERON:0035328,31696,31696,upper outer quadrant of breast
939,939,Homo sapiens,tissue,UBERON:0036288,36574,36574,anterior wall of left ventricle
940,940,Homo sapiens,tissue,UBERON:0039167,16527,16527,bronchopulmonary lymph node
941,941,Homo sapiens,tissue,UBERON:8300000,19408,19408,skin of scalp
942,942,Homo sapiens,tissue,UBERON:8410000,21592,21592,duodeno-jejunal junction
943,943,Homo sapiens,tissue,UBERON:8410010,45757,80507,fimbria of uterine tube
944,944,Homo sapiens,tissue,UBERON:8410025,72957,191641,transition zone of prostate
945,945,Homo sapiens,tissue,UBERON:8410026,14090,74403,peripheral zone of prostate
946,946,Homo sapiens,tissue,UBERON:8440012,523309,1569927,cerebral nuclei
947,947,Homo sapiens,tissue_general,UBERON:0000004,313887,470445,nose
948,948,Homo sapiens,tissue_general,UBERON:0000029,407199,717899,lymph node
949,949,Homo sapiens,tissue_general,UBERON:0000030,23687,45230,lamina propria
950,950,Homo sapiens,tissue_general,UBERON:0000056,2390,2390,ureter
951,951,Homo sapiens,tissue_general,UBERON:0000059,90162,208583,large intestine
952,952,Homo sapiens,tissue_general,UBERON:0000160,75166,87883,intestine
953,953,Homo sapiens,tissue_general,UBERON:0000178,8758448,9500464,blood
954,954,Homo sapiens,tissue_general,UBERON:0000310,1673341,3178550,breast
955,955,Homo sapiens,tissue_general,UBERON:0000344,26060,26060,mucosa
956,956,Homo sapiens,tissue_general,UBERON:0000473,13211,13211,testis
957,957,Homo sapiens,tissue_general,UBERON:0000922,79012,79012,embryo
958,958,Homo sapiens,tissue_general,UBERON:0000945,278277,446348,stomach
959,959,Homo sapiens,tissue_general,UBERON:0000948,1559973,3136716,heart
960,960,Homo sapiens,tissue_general,UBERON:0000955,9309080,18548003,brain
961,961,Homo sapiens,tissue_general,UBERON:0000970,660906,1133117,eye
962,962,Homo sapiens,tissue_general,UBERON:0000977,19695,19695,pleura
963,963,Homo sapiens,tissue_general,UBERON:0000990,364425,570488,reproductive system
964,964,Homo sapiens,tissue_general,UBERON:0000992,53751,53751,ovary
965,965,Homo sapiens,tissue_general,UBERON:0000995,123221,148198,uterus
966,966,Homo sapiens,tissue_general,UBERON:0001004,368850,752305,respiratory system
967,967,Homo sapiens,tissue_general,UBERON:0001007,2710,179324,digestive system
968,968,Homo sapiens,tissue_general,UBERON:0001013,96091,136617,adipose tissue
969,969,Homo sapiens,tissue_general,UBERON:0001015,119450,189452,musculature
970,970,Homo sapiens,tissue_general,UBERON:0001017,15963,31780,central nervous system
971,971,Homo sapiens,tissue_general,UBERON:0001040,40544,169725,yolk sac
972,972,Homo sapiens,tissue_general,UBERON:0001043,170900,215951,esophagus
973,973,Homo sapiens,tissue_general,UBERON:0001087,28390,70183,pleural fluid
974,974,Homo sapiens,tissue_general,UBERON:0001155,378264,522525,colon
975,975,Homo sapiens,tissue_general,UBERON:0001264,183742,245491,pancreas
976,976,Homo sapiens,tissue_general,UBERON:0001434,12329,14680,skeletal system
977,977,Homo sapiens,tissue_general,UBERON:0001723,15020,45060,tongue
978,978,Homo sapiens,tissue_general,UBERON:0001836,14502,14502,saliva
979,979,Homo sapiens,tissue_general,UBERON:0001987,373867,479808,placenta
980,980,Homo sapiens,tissue_general,UBERON:0002048,2907156,6011592,lung
981,981,Homo sapiens,tissue_general,UBERON:0002049,32065,59272,vasculature
982,982,Homo sapiens,tissue_general,UBERON:0002097,246012,581844,skin of body
983,983,Homo sapiens,tissue_general,UBERON:0002106,361303,751041,spleen
984,984,Homo sapiens,tissue_general,UBERON:0002107,555123,1512449,liver
985,985,Homo sapiens,tissue_general,UBERON:0002108,830132,1099006,small intestine
986,986,Homo sapiens,tissue_general,UBERON:0002110,9769,9769,gallbladder
987,987,Homo sapiens,tissue_general,UBERON:0002113,1033424,1552888,kidney
988,988,Homo sapiens,tissue_general,UBERON:0002240,49756,117463,spinal cord
989,989,Homo sapiens,tissue_general,UBERON:0002365,38574,115722,exocrine gland
990,990,Homo sapiens,tissue_general,UBERON:0002367,136928,348664,prostate gland
991,991,Homo sapiens,tissue_general,UBERON:0002368,398252,979667,endocrine gland
992,992,Homo sapiens,tissue_general,UBERON:0002369,449892,560114,adrenal gland
993,993,Homo sapiens,tissue_general,UBERON:0002371,398113,758620,bone marrow
994,994,Homo sapiens,tissue_general,UBERON:0002405,49874,89046,immune system
995,995,Homo sapiens,tissue_general,UBERON:0003688,13409,14003,omentum
996,996,Homo sapiens,tissue_general,UBERON:0003889,144666,250178,fallopian tube
997,997,Homo sapiens,tissue_general,UBERON:0007650,12771,29105,esophagogastric junction
998,998,Homo sapiens,tissue_general,UBERON:0009472,6484,19792,axilla
999,999,Homo sapiens,tissue_general,UBERON:0010210,4395,4395,blood clot
1000,1000,Homo sapiens,tissue_general,UBERON:0018707,33631,82797,bladder organ
1001,1001,Mus musculus,all,na,4083531,5255245,na
1002,1002,Mus musculus,assay,EFO:0008720,2768,2768,DroNc-seq
1003,1003,Mus musculus,assay,EFO:0008722,80990,80990,Drop-seq
1004,1004,Mus musculus,assay,EFO:0008930,36513,48972,Smart-seq
1005,1005,Mus musculus,assay,EFO:0008931,110824,221648,Smart-seq2
1006,1006,Mus musculus,assay,EFO:0009899,2182098,2815560,10x 3' v2
1007,1007,Mus musculus,assay,EFO:0009901,21421,21421,10x 3' v1
1008,1008,Mus musculus,assay,EFO:0009922,1512519,1902339,10x 3' v3
1009,1009,Mus musculus,assay,EFO:0011025,136376,161525,10x 5' v1
1010,1010,Mus musculus,assay,EFO:0030003,22,22,10x 3' transcription profiling
1011,1011,Mus musculus,cell_type,CL:0000000,1192,1192,cell
1012,1012,Mus musculus,cell_type,CL:0000003,45425,45539,native cell
1013,1013,Mus musculus,cell_type,CL:0000015,1302,1859,male germ cell
1014,1014,Mus musculus,cell_type,CL:0000021,891,2089,female germ cell
1015,1015,Mus musculus,cell_type,CL:0000023,13,206,oocyte
1016,1016,Mus musculus,cell_type,CL:0000024,2272,5289,oogonial cell
1017,1017,Mus musculus,cell_type,CL:0000030,31458,33227,glioblast
1018,1018,Mus musculus,cell_type,CL:0000037,3342,6684,hematopoietic stem cell
1019,1019,Mus musculus,cell_type,CL:0000047,97,194,neural stem cell
1020,1020,Mus musculus,cell_type,CL:0000050,2792,5584,megakaryocyte-erythroid progenitor cell
1021,1021,Mus musculus,cell_type,CL:0000057,13892,20201,fibroblast
1022,1022,Mus musculus,cell_type,CL:0000065,7218,7284,ependymal cell
1023,1023,Mus musculus,cell_type,CL:0000066,14915,15679,epithelial cell
1024,1024,Mus musculus,cell_type,CL:0000068,2,4,duct epithelial cell
1025,1025,Mus musculus,cell_type,CL:0000071,4651,4651,blood vessel endothelial cell
1026,1026,Mus musculus,cell_type,CL:0000077,7433,20522,mesothelial cell
1027,1027,Mus musculus,cell_type,CL:0000081,88,176,blood cell
1028,1028,Mus musculus,cell_type,CL:0000084,14662,27407,T cell
1029,1029,Mus musculus,cell_type,CL:0000091,2808,5616,Kupffer cell
1030,1030,Mus musculus,cell_type,CL:0000094,15562,31124,granulocyte
1031,1031,Mus musculus,cell_type,CL:0000097,642,718,mast cell
1032,1032,Mus musculus,cell_type,CL:0000099,13291,13531,interneuron
1033,1033,Mus musculus,cell_type,CL:0000115,68340,86657,endothelial cell
1034,1034,Mus musculus,cell_type,CL:0000119,3989,3989,cerebellar Golgi cell
1035,1035,Mus musculus,cell_type,CL:0000121,16634,16634,Purkinje cell
1036,1036,Mus musculus,cell_type,CL:0000127,81450,102456,astrocyte
1037,1037,Mus musculus,cell_type,CL:0000128,117874,142986,oligodendrocyte
1038,1038,Mus musculus,cell_type,CL:0000129,48998,62617,microglial cell
1039,1039,Mus musculus,cell_type,CL:0000134,33070,49212,mesenchymal stem cell
